periodo,ars,aces,localizacao_geografica,utentes_inscritos_csp,total_utentes_com_mdf_atribuido,total_utentes_com_mdf_atribuido0,total_utentes_sem_mdf_atribuido,total_utentes_sem_mdf_atribuido0,total_utentes_sem_mdf_atribuido_por_opcao,total_utentes_sem_mdf_atribuido_por_opcao0,taxa_de_utilizacao_consultas_medicas_1_ano_todos_os_utentes,taxa_de_utilizacao_consultas_medicas_1_ano_nos_utentes_sem_mdf
2022-09,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",225478,174850,77.55,50184,22.26,444,0.2,70.7172,61.739
2022-09,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",182589,143151,78.4,39244,21.49,194,0.11,71.1664,56.5547
2022-09,Norte,ACES Douro Sul,"41.0953745, -7.8123805",68833,68580,99.63,242,0.35,11,0.02,78.4653,43.8735
2022-09,Norte,ACES Feira e Arouca,"40.9263169, -8.5478813",155502,150550,96.82,4940,3.18,12,0.01,76.3456,71.5469
2022-09,Norte,ACES Gaia,"41.1278433, -8.580396",162467,160474,98.77,1899,1.17,94,0.06,72.6749,61.3648
2022-09,Norte,ACES Matosinhos,"41.1918541, -8.6590693",176118,170461,96.79,5511,3.13,146,0.08,74.3966,30.0337
2022-09,Norte,ACES Vale do Sousa Norte,"41.2793583, -8.2787457",161226,161224,100.0,0,0.0,2,0.0,79.814,0.0
2022-10,Algarve,ACES Algarve Sotavento,"37.383008, -7.7293275",63974,55702,87.07,8158,12.75,114,0.18,64.7654,39.7365
2022-10,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",75506,63513,84.12,11618,15.39,375,0.5,70.5401,53.0354
2022-10,Centro,ACES Guarda,"40.5353285, -7.2724426",150579,134489,89.31,14829,9.85,1261,0.84,71.7908,50.1989
2022-10,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",216077,144612,66.93,70971,32.85,494,0.23,63.0868,47.0505
2022-10,Norte,ACES Alto Ave,"41.4417064, -8.1722408",273160,268227,98.19,4845,1.77,88,0.03,78.301,64.0781
2022-10,Norte,ACES Baixo Tâmega,"41.2719719, -8.0791631",163403,160010,97.92,3276,2.0,117,0.07,77.4761,71.117
2022-10,Norte,ACES Braga,"41.5518714, -8.4126362",206765,200514,96.98,6250,3.02,1,0.0,75.2201,66.4269
2022-10,Norte,ACES Gerês / Cabreira,"41.6298661, -8.3596897",107657,105917,98.38,1728,1.61,12,0.01,79.1716,72.394
2022-10,Norte,ACES Gondomar,"41.1738444, -8.5612238",167868,165624,98.66,2180,1.3,64,0.04,76.9322,66.5775
2022-10,Norte,ACES Marão e Douro Norte,"41.2968711, -7.7483727",105853,103852,98.11,1795,1.7,206,0.19,75.6863,61.3226
2022-10,Norte,ACES Nordeste,"41.8069684, -6.7587977",132120,126295,95.59,4852,3.67,973,0.74,75.0454,43.9389
2022-11,Algarve,ACES Algarve Barlavento,"37.1387554, -8.5445093",188473,137011,72.7,50357,26.72,1105,0.59,55.8738,27.6004
2022-11,Algarve,ACES Algarve Sotavento,"37.383008, -7.7293275",64109,56577,88.25,7407,11.55,125,0.19,64.8988,38.8527
2022-11,Lisboa e Vale do Tejo,ACES Almada / Seixal,"38.6678522, -9.1875777",366598,310681,84.75,54441,14.85,1476,0.4,63.2121,27.1734
2022-11,Lisboa e Vale do Tejo,ACES Arrábida,"38.5324373, -8.8627453",244023,182250,74.69,61040,25.01,733,0.3,63.7649,46.4386
2022-11,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",216288,143457,66.33,72348,33.45,483,0.22,62.7482,46.9041
2022-11,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",376708,253736,67.36,121902,32.36,1070,0.28,57.6805,46.4365
2022-11,Norte,ACES Braga,"41.5518714, -8.4126362",206978,200654,96.94,6321,3.05,3,0.0,75.3653,67.536
2022-11,Norte,ACES Espinho / Gaia,"41.0022421, -8.642018",184757,180977,97.95,3711,2.01,69,0.04,75.0666,47.2722
2022-11,Norte,ACES Gaia,"41.1278433, -8.580396",162873,160855,98.76,1930,1.18,88,0.05,72.9814,62.5
2022-11,Norte,ACES Marão e Douro Norte,"41.2968711, -7.7483727",106120,104208,98.2,1731,1.63,181,0.17,75.4544,61.5063
2022-11,Norte,ACES Nordeste,"41.8069684, -6.7587977",132140,126273,95.56,4899,3.71,968,0.73,74.6856,43.3129
2022-11,Norte,ACES Porto Oriental,"41.1694498, -8.6126428",120629,115182,95.48,5388,4.47,59,0.05,71.9634,58.3449
2022-12,Norte,ACES Braga,"41.5518714, -8.4126362",207134,202189,97.61,4939,2.38,6,0.0,75.1412,65.3679
2022-12,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",124870,116665,93.43,8151,6.53,54,0.04,77.1715,72.1099
2022-12,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",75552,63460,84.0,11699,15.48,393,0.52,70.656,57.148
2022-12,Centro,ACES Baixo Vouga,"40.6405055, -8.6537539",403994,367730,91.02,33931,8.4,2333,0.58,71.3367,53.4111
2022-12,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",394408,357306,90.59,35196,8.92,1906,0.48,71.7098,60.648
2022-12,Centro,ACES Guarda,"40.5353285, -7.2724426",150501,131315,87.25,16930,11.25,2256,1.5,71.5517,55.3683
2022-12,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",273379,208389,76.23,62759,22.96,2231,0.82,55.0993,37.3989
2022-12,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",225416,170073,75.45,54884,24.35,459,0.2,70.2732,63.8031
2022-12,Lisboa e Vale do Tejo,ACES Arrábida,"38.5324373, -8.8627453",244296,182026,74.51,61527,25.19,743,0.3,63.2012,48.0118
2022-12,Alentejo,ACES São Mamede,"39.2967086, -7.4284755",115919,95843,82.68,19858,17.13,218,0.19,71.6164,69.7039
2022-12,Algarve,ACES Algarve Central,"37.0274264, -7.9395984",279361,235773,84.4,43144,15.44,444,0.16,58.5851,37.5269
2022-12,Algarve,ACES Algarve Sotavento,"37.383008, -7.7293275",64165,55234,86.08,8746,13.63,185,0.29,64.5367,44.5975
2022-12,Algarve,ACES Algarve Barlavento,"37.1387554, -8.5445093",188448,135448,71.88,51904,27.54,1096,0.58,55.3993,28.8636
2023-01,Norte,ACES Alto Minho,"41.7056054, -8.8252713",250300,242598,96.92,7670,3.06,32,0.01,77.096,71.7143
2023-01,Norte,ACES Aveiro Norte,"40.8472225, -8.4656674",119198,119168,99.97,10,0.01,20,0.02,76.4449,46.6667
2023-01,Norte,ACES Braga,"41.5518714, -8.4126362",207355,202921,97.86,4428,2.14,6,0.0,74.2034,57.0753
2023-01,Norte,ACES Póvoa do Varzim / Vila do Conde,"41.355519, -8.746653",155874,148267,95.12,7532,4.83,75,0.05,74.2184,63.1773
2023-01,Norte,ACES Maia / Valongo,"41.2333945, -8.6187474",222751,215709,96.84,6840,3.07,202,0.09,73.2135,48.2107
2023-01,Norte,ACES Nordeste,"41.8069684, -6.7587977",131863,124722,94.58,6198,4.7,943,0.72,73.0733,46.5474
2023-01,Centro,ACES Cova da Beira,"40.2677741, -7.4995083",87880,77921,88.67,9813,11.17,146,0.17,71.7316,69.6726
2023-01,Centro,ACES Dão Lafões,"40.6565861, -7.9124712",276574,259132,93.69,17066,6.17,376,0.14,71.3967,55.4511
2023-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",273151,204901,75.01,66038,24.18,2212,0.81,53.6623,34.9891
2023-01,Algarve,ACES Algarve Central,"37.0274264, -7.9395984",279597,229502,82.08,49658,17.76,437,0.16,58.0992,34.2356
2023-01,Algarve,ACES Algarve Sotavento,"37.383008, -7.7293275",64170,53473,83.33,10488,16.34,209,0.33,64.421,47.1583
2023-02,Norte,ACES Gerês / Cabreira,"41.6298661, -8.3596897",107766,106826,99.13,939,0.87,1,0.0,78.686,29.4118
2023-02,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",124782,118157,94.69,6572,5.27,53,0.04,76.2296,68.8406
2023-02,Norte,ACES Porto Oriental,"41.1694498, -8.6126428",121084,113983,94.14,7045,5.82,56,0.05,70.9137,54.8732
2023-02,Norte,ACES Santo Tirso / Trofa,"41.3469246, -8.4822648",115937,114924,99.13,948,0.82,65,0.06,76.2158,11.939
2023-02,Norte,ACES Marão e Douro Norte,"41.2968711, -7.7483727",106191,104392,98.31,1619,1.52,180,0.17,74.7243,55.6976
2023-02,Norte,ACES Alto Ave,"41.4417064, -8.1722408",273367,267890,98.0,5398,1.97,79,0.03,77.802,65.6934
2023-02,Centro,ACES Baixo Vouga,"40.6405055, -8.6537539",404261,358995,88.8,42910,10.61,2356,0.58,70.7261,52.947
2023-02,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",181252,116505,64.28,64233,35.44,514,0.28,53.9553,41.5313
2023-02,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",272938,204377,74.88,66383,24.32,2178,0.8,53.4854,33.3469
2023-02,Alentejo,ACES Alentejo Litoral,"38.3841359, -8.5132031",105562,87754,83.13,17241,16.33,567,0.54,59.5773,39.6148
2023-02,Alentejo,ACES Alentejo Central,"38.8442031, -7.5826619",168277,143716,85.4,24066,14.3,495,0.29,75.1986,67.5449
2023-02,Alentejo,ACES São Mamede,"39.2967086, -7.4284755",115890,96956,83.66,18719,16.15,215,0.19,71.3979,68.3674
2023-03,Norte,ACES Alto Minho,"41.7056054, -8.8252713",250590,243540,97.19,7011,2.8,39,0.02,77.0197,69.1598
2023-03,Norte,ACES Espinho / Gaia,"41.0022421, -8.642018",184706,170390,92.25,14249,7.71,67,0.04,73.9597,66.1125
2023-03,Centro,ACES Cova da Beira,"40.2677741, -7.4995083",88106,79421,90.14,8537,9.69,148,0.17,71.7224,68.4362
2023-03,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",75996,66689,87.75,8929,11.75,378,0.5,69.2441,47.877
2023-03,Centro,ACES Guarda,"40.5353285, -7.2724426",147195,127670,86.74,18996,12.91,529,0.36,72.9227,51.3981
2023-03,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",184359,134951,73.2,49227,26.7,181,0.1,69.113,53.799
2023-03,Alentejo,ACES Alentejo Central,"38.8442031, -7.5826619",168313,143702,85.38,24090,14.31,521,0.31,75.1551,67.2749
2023-03,Algarve,ACES Algarve Sotavento,"37.383008, -7.7293275",64277,53996,84.01,10049,15.63,232,0.36,64.4857,44.6253
2023-04,Norte,ACES Baixo Tâmega,"41.2719719, -8.0791631",162540,162069,99.71,331,0.2,140,0.09,76.7374,29.5117
2023-04,Norte,ACES Matosinhos,"41.1918541, -8.6590693",176522,170411,96.54,5960,3.38,151,0.09,72.7269,36.7698
2023-04,Centro,ACES Cova da Beira,"40.2677741, -7.4995083",88239,74900,84.88,13194,14.95,145,0.16,71.5916,69.4857
2023-04,Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras,"38.6914388, -9.3184304",251636,202673,80.54,48827,19.4,136,0.05,55.1535,37.8715
2023-04,Lisboa e Vale do Tejo,ACES Lisboa Central,"38.7306317, -9.1510414",309356,219647,71.0,88706,28.67,1003,0.32,48.776,30.9222
2023-04,Lisboa e Vale do Tejo,ACES Arrábida,"38.5324373, -8.8627453",246333,180657,73.34,64878,26.34,798,0.32,61.9962,44.1166
2023-04,Alentejo,ACES Alentejo Central,"38.8442031, -7.5826619",168453,143704,85.31,24223,14.38,526,0.31,75.0678,67.0249
2023-04,Algarve,ACES Algarve Central,"37.0274264, -7.9395984",280997,230136,81.9,50472,17.96,389,0.14,57.9323,31.3801
2023-05,Norte,ACES Aveiro Norte,"40.8472225, -8.4656674",119779,116407,97.18,3354,2.8,18,0.02,76.7864,76.809
2023-05,Norte,ACES Barcelos / Esposende,"41.5317419, -8.6178922",161253,159767,99.08,1434,0.89,52,0.03,76.8748,56.9586
2023-05,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",124816,121148,97.06,3617,2.9,51,0.04,76.0359,65.7034
2023-05,Norte,ACES Alto Tâmega e Barroso,"41.741781, -7.4731648",91123,88009,96.58,2910,3.19,204,0.22,74.9995,65.675
2023-05,Norte,ACES Douro Sul,"41.0953745, -7.8123805",68678,61578,89.66,7100,10.34,0,0.0,78.1051,75.1249
2023-05,Norte,ACES Gondomar,"41.1738444, -8.5612238",168214,164020,97.51,4139,2.46,55,0.03,76.4904,73.6993
2023-05,Norte,ACES Nordeste,"41.8069684, -6.7587977",131046,124512,95.01,5670,4.33,864,0.66,74.1421,49.447
2023-05,Centro,ACES Pinhal Interior Sul,"39.7510898, -7.9203657",31432,26499,84.31,4933,15.69,0,0.0,78.9164,62.9434
2023-05,Centro,ACES Dão Lafões,"40.6565861, -7.9124712",277896,248920,89.57,28593,10.29,383,0.14,71.2913,63.761
2023-05,Centro,ACES Guarda,"40.5353285, -7.2724426",146855,126421,86.09,19911,13.56,523,0.36,73.4483,53.6202
2023-05,Lisboa e Vale do Tejo,ACES Estuário do Tejo,"38.9528113, -8.9911154",239581,132410,55.27,106591,44.49,580,0.24,56.3667,38.1454
2023-05,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",273517,200351,73.25,71038,25.97,2128,0.78,52.7128,32.9743
2023-05,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",379721,250463,65.96,128206,33.76,1052,0.28,55.8564,44.2912
2023-05,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",226338,158432,70.0,67405,29.78,501,0.22,69.0068,59.2079
2023-06,Norte,ACES Feira e Arouca,"40.9263169, -8.5478813",155333,151916,97.8,3410,2.2,7,0.0,75.6897,71.8174
2023-06,Norte,ACES Gerês / Cabreira,"41.6298661, -8.3596897",108107,107773,99.69,272,0.25,62,0.06,78.8589,10.8824
2023-06,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",125051,122857,98.25,2144,1.71,50,0.04,76.2134,55.4892
2023-06,Norte,ACES Alto Tâmega e Barroso,"41.741781, -7.4731648",91335,90765,99.38,366,0.4,204,0.22,75.0005,27.1758
2023-06,Norte,ACES Alto Ave,"41.4417064, -8.1722408",271444,257338,94.8,14047,5.17,59,0.02,78.6174,76.8205
2023-06,Norte,ACES Maia / Valongo,"41.2333945, -8.6187474",223440,219882,98.41,3516,1.57,42,0.02,73.3579,27.7731
2023-06,Lisboa e Vale do Tejo,ACES Arco Ribeirinho,"38.6672076, -9.0543329",234262,137308,58.61,96707,41.28,247,0.11,57.0584,40.1374
2023-06,Lisboa e Vale do Tejo,ACES Lisboa Central,"38.7306317, -9.1510414",309208,223099,72.15,85122,27.53,987,0.32,48.8735,28.2943
2023-06,Alentejo,ACES Baixo Alentejo,"38.0153039, -7.8627308",123828,103443,83.54,20079,16.22,306,0.25,70.9981,62.2591
2023-07,Norte,ACES Vale do Sousa Sul,"41.1548155, -8.2163769",176860,176846,99.99,9,0.01,5,0.0,78.2903,35.7143
2023-07,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",125213,122860,98.12,2305,1.84,48,0.04,76.2628,56.4811
2023-07,Norte,ACES Vale do Sousa Norte,"41.2793583, -8.2787457",161885,161874,99.99,0,0.0,11,0.01,79.2088,27.2727
2023-07,Norte,ACES Santo Tirso / Trofa,"41.3469246, -8.4822648",116422,115593,99.29,767,0.66,62,0.05,75.9324,14.7295
2023-07,Norte,ACES Gaia,"41.1278433, -8.580396",164940,161627,97.99,3257,1.97,56,0.03,72.1613,44.9442
2023-07,Norte,ACES Maia / Valongo,"41.2333945, -8.6187474",222996,217693,97.62,5021,2.25,282,0.13,73.4193,43.7111
2023-07,Norte,ACES Nordeste,"41.8069684, -6.7587977",130724,122450,93.67,7586,5.8,688,0.53,74.7831,56.0068
2023-07,Centro,ACES Pinhal Interior Sul,"39.7510898, -7.9203657",31453,24914,79.21,6537,20.78,2,0.01,78.8478,65.4381
2023-07,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",396847,361371,91.06,33785,8.51,1691,0.43,70.6086,43.3786
2023-07,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",131630,115466,87.72,15770,11.98,394,0.3,73.4217,64.2415
2023-07,Centro,ACES Dão Lafões,"40.6565861, -7.9124712",278462,264005,94.81,14199,5.1,258,0.09,71.299,54.3021
2023-07,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",186025,134253,72.17,51643,27.76,129,0.07,68.6309,54.8868
2023-07,Lisboa e Vale do Tejo,ACES Almada / Seixal,"38.6678522, -9.1875777",366452,290254,79.21,75052,20.48,1146,0.31,62.5869,37.2971
2023-07,Lisboa e Vale do Tejo,ACES Arrábida,"38.5324373, -8.8627453",244993,180364,73.62,63897,26.08,732,0.3,62.2523,43.9393
2023-08,Norte,ACES Matosinhos,"41.1918541, -8.6590693",176924,172085,97.26,4740,2.68,99,0.06,72.8539,25.6045
2023-08,Norte,ACES Santo Tirso / Trofa,"41.3469246, -8.4822648",116583,115766,99.3,755,0.65,62,0.05,75.7229,16.2437
2023-08,Centro,ACES Cova da Beira,"40.2677741, -7.4995083",88426,77380,87.51,10910,12.34,136,0.15,71.4617,67.0107
2023-08,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",131752,112171,85.14,19187,14.56,394,0.3,73.3575,65.8036
2023-08,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",228200,175793,77.03,48687,21.34,3720,1.63,54.6994,17.1869
2023-08,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",225691,150508,66.69,74776,33.13,407,0.18,68.958,58.2738
2023-08,Alentejo,ACES São Mamede,"39.2967086, -7.4284755",116069,99768,85.96,16112,13.88,189,0.16,71.5928,66.681
2023-09,Norte,ACES Alto Minho,"41.7056054, -8.8252713",250757,249692,99.58,1022,0.41,43,0.02,77.1863,26.1972
2023-09,Norte,ACES Feira e Arouca,"40.9263169, -8.5478813",155636,155311,99.79,319,0.2,6,0.0,75.7492,62.4615
2023-09,Norte,ACES Aveiro Norte,"40.8472225, -8.4656674",120259,120237,99.98,11,0.01,11,0.01,77.3298,50.0
2023-09,Norte,ACES Gerês / Cabreira,"41.6298661, -8.3596897",108344,106185,98.01,2029,1.87,130,0.12,78.4372,60.2309
2023-09,Norte,ACES Vale do Sousa Norte,"41.2793583, -8.2787457",161983,161971,99.99,0,0.0,12,0.01,79.0935,41.6667
2023-09,Norte,ACES Alto Tâmega e Barroso,"41.741781, -7.4731648",91487,90963,99.43,370,0.4,154,0.17,74.8795,31.7844
2023-09,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",76514,65644,85.79,10582,13.83,288,0.38,67.9274,34.195
2023-09,Centro,ACES Baixo Vouga,"40.6405055, -8.6537539",399358,362251,90.71,35967,9.01,1140,0.29,71.0505,45.8997
2023-09,Centro,ACES Pinhal Litoral,"39.7495331, -8.807683",281045,198348,70.58,82169,29.24,528,0.19,69.1544,57.5378
2023-09,Centro,ACES Guarda,"40.5353285, -7.2724426",146673,125410,85.5,20727,14.13,536,0.37,73.4355,53.238
2023-09,Lisboa e Vale do Tejo,ACES Almada / Seixal,"38.6678522, -9.1875777",368615,297603,80.74,69873,18.96,1139,0.31,62.2199,38.2583
2023-09,Alentejo,ACES Alentejo Central,"38.8442031, -7.5826619",166491,145137,87.17,20799,12.49,555,0.33,75.8275,65.7441
2023-10,Norte,ACES Gerês / Cabreira,"41.6298661, -8.3596897",108417,106221,97.97,2067,1.91,129,0.12,78.2848,59.8819
2023-10,Norte,ACES Matosinhos,"41.1918541, -8.6590693",177120,172052,97.14,4970,2.81,98,0.06,72.5644,26.1247
2023-10,Norte,ACES Porto Oriental,"41.1694498, -8.6126428",123417,120731,97.82,2637,2.14,49,0.04,70.8322,18.5034
2023-10,Norte,ACES Póvoa do Varzim / Vila do Conde,"41.355519, -8.746653",156382,153745,98.31,2565,1.64,72,0.05,73.7451,54.9867
2023-10,Norte,ACES Alto Ave,"41.4417064, -8.1722408",272305,260294,95.59,11967,4.39,44,0.02,78.2982,75.3892
2023-10,Lisboa e Vale do Tejo,ACES Lezíria,"39.2371689, -8.6908895",204131,154233,75.56,48409,23.71,1489,0.73,69.2065,56.3598
2023-10,Alentejo,ACES Alentejo Litoral,"38.3841359, -8.5132031",105168,81566,77.56,22923,21.8,679,0.65,60.0706,42.9667
2023-10,Algarve,ACES Algarve Sotavento,"37.383008, -7.7293275",63922,52590,82.27,11056,17.3,276,0.43,65.5111,42.7903
2023-11,Norte,ACES Feira e Arouca,"40.9263169, -8.5478813",154687,154298,99.75,386,0.25,3,0.0,76.3988,60.9254
2023-11,Norte,ACES Porto Oriental,"41.1694498, -8.6126428",123563,121049,97.97,2465,1.99,49,0.04,70.7574,19.8886
2023-11,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",76157,66024,86.69,9864,12.95,269,0.35,67.7154,46.1364
2023-11,Centro,ACES Guarda,"40.5353285, -7.2724426",145967,124616,85.37,20786,14.24,565,0.39,73.2344,53.1638
2023-11,Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras,"38.6914388, -9.3184304",253013,219576,86.78,33326,13.17,111,0.04,56.6734,33.0113
2023-11,Algarve,ACES Algarve Central,"37.0274264, -7.9395984",276130,228429,82.73,47336,17.14,365,0.13,59.5317,32.8756
2023-11,Algarve,ACES Algarve Sotavento,"37.383008, -7.7293275",63958,52495,82.08,11189,17.49,274,0.43,65.3132,41.1672
2023-11,Algarve,ACES Algarve Barlavento,"37.1387554, -8.5445093",187580,126302,67.33,60501,32.25,777,0.41,56.0827,32.636
2023-12,Norte,ACES Gerês / Cabreira,"41.6298661, -8.3596897",108155,106015,98.02,2007,1.86,133,0.12,78.0785,59.3793
2023-12,Norte,ACES Póvoa do Varzim / Vila do Conde,"41.355519, -8.746653",156881,152640,97.3,4173,2.66,68,0.04,73.4963,57.0328
2023-12,Lisboa e Vale do Tejo,ACES Arco Ribeirinho,"38.6672076, -9.0543329",235732,145980,61.93,89539,37.98,213,0.09,56.5035,37.1064
2023-12,Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras,"38.6914388, -9.3184304",253741,220944,87.07,32690,12.88,107,0.04,56.6734,33.0113
2023-12,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",272352,191549,70.33,78926,28.98,1877,0.69,51.9654,30.6716
2023-12,Lisboa e Vale do Tejo,ACES Lezíria,"39.2371689, -8.6908895",204455,149449,73.1,53561,26.2,1445,0.71,68.9551,56.6382
2023-12,Alentejo,ACES Alentejo Central,"38.8442031, -7.5826619",166884,144950,86.86,21390,12.82,544,0.33,75.3809,66.1499
2024-01,Norte,CSP da ULS Alto Minho,"41.696866, -8.832522",249284,242024,97.09,7233,2.9,27,0.01,75.9521,66.8316
2024-01,Norte,CSP da ULS Barcelos / Esposende,"41.533628173, -8.6240622256",161412,159827,99.02,1549,0.96,36,0.02,75.9567,62.9814
2024-01,Norte,CSP da ULS Braga,"41.629758698, -8.3591461276",319273,312152,97.77,6993,2.19,128,0.04,74.129,51.6695
2024-01,Centro,CSP da ULS Região de Aveiro,"40.6418, -8.65166",395114,364605,92.28,30021,7.6,488,0.12,69.2892,52.5952
2024-01,Lisboa e Vale do Tejo,CSP da ULS Médio Tejo,"39.446082196, -8.5086017608",180339,130452,72.34,49642,27.53,245,0.14,68.2983,58.7401
2024-01,Alentejo,CSP da ULS Baixo Alentejo,"38.014, -7.8675",121603,101622,83.57,19915,16.38,66,0.05,70.3007,62.3363
2024-01,Alentejo,CSP da ULS Alentejo Central,"38.574093, -7.911785",164834,143845,87.27,20882,12.67,107,0.06,72.4887,65.7153
2024-02,Norte,CSP da ULS Póvoa Varzim / Vila Conde,"41.355472362, -8.7448970377",156951,154491,98.43,2441,1.56,19,0.01,72.7762,68.1707
2024-02,Centro,CSP da ULS Cova da Beira,"40.279552, -7.501801",84586,67030,79.24,17455,20.64,101,0.12,70.3588,66.8148
2024-02,Centro,CSP da ULS Viseu Dão-Lafões,"40.659169, -7.915314",273710,256958,93.88,16657,6.09,95,0.03,72.8917,63.7357
2024-02,Lisboa e Vale do Tejo,CSP da ULS Arco Ribeirinho,"38.669538907, -9.0530283486",229250,145381,63.42,83683,36.5,186,0.08,53.9677,38.7688
2024-02,Lisboa e Vale do Tejo,CSP da ULS Loures / Odivelas,"38.821769, -9.176301",232051,160543,69.18,71382,30.76,126,0.05,53.2357,29.7715
2024-02,Alentejo,CSP da ULS Baixo Alentejo,"38.014, -7.8675",120989,100563,83.12,20365,16.83,61,0.05,70.861,64.0899
2024-02,Alentejo,CSP da ULS Litoral Alentejano,"38.039936, -8.731693",102524,80254,78.28,21870,21.33,400,0.39,56.4687,45.0516
2024-03,Norte,CSP da ULS Entre Douro e Vouga,"40.926349, -8.548039",273918,270797,98.86,3106,1.13,15,0.01,77.2034,67.9269
2024-03,Norte,CSP da ULS Tâmega e Sousa,"41.206266147, -8.2725028602",481027,480962,99.99,27,0.01,38,0.01,76.7795,32.3077
2024-03,Norte,CSP da ULS Trás-os-Montes Alto Douro,"41.2969, -7.74841",260221,253982,97.6,6108,2.35,131,0.05,75.0124,70.1535
2024-03,Centro,CSP da ULS Cova da Beira,"40.279552, -7.501801",84075,67737,80.57,16231,19.31,107,0.13,65.1616,65.063
2024-03,Centro,CSP da ULS Castelo Branco,"39.831269, -7.486884",99414,82412,82.9,16903,17.0,99,0.1,65.4013,62.3574
2024-03,Centro,CSP da ULS Coimbra,"40.21578, -8.41058",400754,362315,90.41,37857,9.45,582,0.15,71.6939,58.438
2024-03,Lisboa e Vale do Tejo,CSP da ULS Lisboa Ocidental,"38.698818794, -9.3815130504",469297,394385,84.04,72730,15.5,2182,0.46,56.4472,29.2116
2024-04,Norte,CSP da ULS Póvoa Varzim / Vila Conde,"41.355472362, -8.7448970377",156588,152376,97.31,4193,2.68,19,0.01,73.6972,71.1424
2024-04,Norte,CSP da ULS Entre Douro e Vouga,"40.926349, -8.548039",274088,271192,98.94,2882,1.05,14,0.01,78.1421,68.8411
2024-04,Norte,CSP da ULS Médio Ave,"41.383524892, -8.4155289584",241069,237555,98.54,3482,1.44,32,0.01,76.9983,66.492
2024-04,Norte,CSP da ULS Trás-os-Montes Alto Douro,"41.2969, -7.74841",260340,254218,97.65,5991,2.3,131,0.05,76.7347,71.3191
2024-04,Centro,CSP da ULS Guarda,"40.5314, -7.27322",140208,121809,86.88,18165,12.96,234,0.17,74.627,59.7859
2024-04,Lisboa e Vale do Tejo,CSP da ULS Lezíria,"39.237167, -8.688705",196998,149508,75.89,46804,23.76,686,0.35,70.6505,60.4338
2024-04,Lisboa e Vale do Tejo,CSP da ULS Amadora / Sintra,"38.75717, -9.23401",536868,367018,68.36,168710,31.42,1140,0.21,57.0293,40.8855
2024-04,Lisboa e Vale do Tejo,CSP da ULS Loures / Odivelas,"38.821769, -9.176301",229693,159744,69.55,69820,30.4,129,0.06,55.2694,29.7288
2024-04,Alentejo,CSP da ULS Litoral Alentejano,"38.039936, -8.731693",100778,76531,75.94,23879,23.69,368,0.37,60.7484,44.2776
2024-04,Algarve,CSP da ULS Algarve,"37.02745056, -7.937649",517579,406141,78.47,110377,21.33,1061,0.2,60.7043,36.2728
2024-05,Norte,CSP da ULS Barcelos / Esposende,"41.533628173, -8.6240622256",161321,159808,99.06,1488,0.92,25,0.02,77.3538,62.4587
2024-05,Norte,CSP da ULS Póvoa Varzim / Vila Conde,"41.355472362, -8.7448970377",156831,152570,97.28,4243,2.71,18,0.01,73.6755,70.1479
