periodo,regiao,instituicao,localizacao_geografica,medicos_s_internos,medicos_internos,enfermeiros,tss,farmaceuticos,farmaceuticos_residentes,tdt,at,ao,tas,ao0,ts,informaticos,outros,total_geral
2015-08,Região de Saúde do Alentejo,"Hospital do Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",176.0,100.0,471.0,5.0,,,120.0,146.0,331.0,,,,,61.0,1410
2015-08,Região de Saúde LVT,"Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.","38.7396768, -9.1634516",227.0,89.0,506.0,22.0,,,171.0,227.0,396.0,,,,,142.0,1780
2015-08,Serviços Centrais,Secretaria Geral do Ministério da Saúde,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,14.0,13.0,,,,,24.0,51
2015-08,Região de Saúde do Alentejo,"Unidade Local de Saúde Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",80.0,43.0,318.0,9.0,,,67.0,148.0,193.0,,,,,28.0,886
2016-08,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",509.0,360.0,1279.0,28.0,,,308.0,386.0,857.0,,,,,120.0,3847
2016-08,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",221.0,120.0,658.0,21.0,,,107.0,139.0,359.0,,,,,40.0,1665
2016-08,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",234.0,130.0,607.0,18.0,,,113.0,168.0,573.0,,,,,52.0,1895
2016-08,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",307.0,187.0,829.0,23.0,,,159.0,227.0,504.0,,,,,47.0,2283
2016-08,Região de Saúde Norte,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",258.0,165.0,875.0,27.0,,,162.0,223.0,625.0,,,,,69.0,2404
2016-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",359.0,241.0,926.0,36.0,,,204.0,289.0,676.0,,,,,92.0,2823
2016-08,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.","38.7313954, -9.1447467",7.0,0.0,116.0,0.0,,,0.0,269.0,9.0,,,,,893.0,1294
2016-08,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,0.0,4.0,,,0.0,41.0,3.0,,,,,116.0,165
2017-09,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, E.P.E.","41.3423984, -8.4802503",167.0,53.0,346.0,12.0,,,77.0,109.0,250.0,,,,,34.0,1048
2017-09,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",92.0,33.0,239.0,5.0,,,35.0,74.0,152.0,,,,,41.0,671
2017-09,Região de Saúde Norte,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",290.0,176.0,954.0,27.0,,,167.0,221.0,616.0,,,,,74.0,2525
2017-09,Serviços Centrais,Direção-Geral da Saúde,"38.7364065, -9.1379161",17.0,0.0,13.0,3.0,,,3.0,29.0,13.0,,,,,59.0,137
2017-09,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",4.0,0.0,34.0,2.0,,,8.0,21.0,22.0,,,,,7.0,98
2017-09,Região de Saúde Norte,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.","41.4387173, -8.3086907",249.0,161.0,627.0,11.0,,,98.0,124.0,298.0,,,,,46.0,1614
2017-09,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, E.P.E.","40.117897, -8.8586755",87.0,53.0,203.0,5.0,,,50.0,59.0,129.0,,,,,28.0,614
2017-09,Região de Saúde LVT,"Hospital Distrital de Santarém, E.P.E.","39.2410946, -8.6937515",175.0,106.0,597.0,12.0,,,107.0,134.0,446.0,,,,,42.0,1619
2017-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",391.0,244.0,999.0,37.0,,,208.0,276.0,703.0,,,,,94.0,2952
2017-09,Serviços Centrais,Inspeção-Geral das Atividades em Saúde,"41.1764649, -8.6649823",0.0,0.0,0.0,0.0,,,0.0,18.0,3.0,,,,,58.0,79
2017-09,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",32.0,0.0,65.0,21.0,,,115.0,89.0,86.0,,,,,52.0,460
2017-09,Região de Saúde do Centro,"Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.","40.2162514, -8.4103814",141.0,43.0,263.0,27.0,,,94.0,123.0,253.0,,,,,41.0,985
2017-09,Região de Saúde LVT,"Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.","38.7396768, -9.1634516",250.0,99.0,529.0,22.0,,,186.0,225.0,393.0,,,,,148.0,1852
2017-08,Região de Saúde do Alentejo,"Unidade Local de Saúde Norte Alentejano, E.P.E.","39.3003425, -7.4263845",150.0,49.0,551.0,6.0,,,114.0,241.0,369.0,,,,,73.0,1553
2017-09,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",205.0,110.0,642.0,21.0,,,127.0,273.0,412.0,,,,,78.0,1868
2016-09,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",1040.0,571.0,2315.0,64.0,,,651.0,730.0,1732.0,,,,,211.0,7314
2016-09,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",522.0,342.0,1283.0,29.0,,,307.0,386.0,861.0,,,,,120.0,3850
2016-09,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",253.0,125.0,615.0,18.0,,,114.0,168.0,568.0,,,,,52.0,1913
2016-09,Região de Saúde Norte,"Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.","41.1094138, -8.5972617",511.0,306.0,1051.0,32.0,,,181.0,276.0,795.0,,,,,90.0,3242
2016-09,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",13.0,8.0,68.0,1.0,,,18.0,18.0,31.0,,,,,11.0,168
2016-09,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",4.0,0.0,34.0,2.0,,,8.0,20.0,22.0,,,,,7.0,97
2016-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",366.0,237.0,918.0,35.0,,,204.0,285.0,673.0,,,,,93.0,2811
2016-09,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.","38.7313954, -9.1447467",7.0,0.0,116.0,0.0,,,0.0,270.0,9.0,,,,,890.0,1292
2016-09,Serviços Centrais,"Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.","38.7643827, -9.1663422",7.0,0.0,3.0,90.0,,,104.0,87.0,60.0,,,,,128.0,479
2016-09,Serviços Centrais,"Serviços Partilhados do Ministério da Saúde, E.P.E.","38.739767, -9.1489431",0.0,0.0,0.0,0.0,,,0.0,81.0,8.0,,,,,191.0,280
2016-09,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",199.0,59.0,634.0,28.0,,,112.0,182.0,394.0,,,,,59.0,1667
2016-09,Região de Saúde do Alentejo,"Unidade Local de Saúde Baixo Alentejo, E.P.E.","38.014123, -7.8721227",164.0,62.0,541.0,33.0,,,119.0,244.0,394.0,,,,,77.0,1634
2016-09,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",206.0,81.0,626.0,25.0,,,129.0,274.0,420.0,,,,,79.0,1840
2015-09,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",1006.0,574.0,2292.0,65.0,,,642.0,722.0,1690.0,,,,,210.0,7201
2015-09,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",510.0,344.0,1239.0,29.0,,,294.0,390.0,845.0,,,,,113.0,3764
2015-09,Região de Saúde LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",224.0,111.0,683.0,9.0,,,148.0,220.0,625.0,,,,,69.0,2089
2015-09,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, E.P.E.","39.478072, -8.5404429",132.0,54.0,662.0,27.0,,,127.0,177.0,474.0,,,,,57.0,1710
2015-09,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",13.0,0.0,49.0,0.0,,,11.0,17.0,31.0,,,,,6.0,127
2015-09,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",28.0,0.0,71.0,22.0,,,119.0,90.0,86.0,,,,,50.0,466
2015-09,Serviços Centrais,"Serviços Partilhados do Ministério da Saúde, E.P.E.","38.739767, -9.1489431",0.0,0.0,0.0,0.0,,,0.0,81.0,8.0,,,,,165.0,254
2015-09,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,0.0,3.0,,,0.0,42.0,3.0,,,,,116.0,165
2018-07,Região de Saúde do Algarve,"Administração Regional de Saúde do Algarve, I.P.","37.027122, -7.946842",257.0,95.0,460.0,33.0,,,100.0,309.0,182.0,,,88.0,9.0,12.0,1545
2018-07,Região de Saúde LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",183.0,100.0,627.0,10.0,,,154.0,169.0,432.0,,,33.0,8.0,23.0,1739
2018-07,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",117.0,76.0,381.0,10.0,,,92.0,162.0,291.0,,,61.0,10.0,9.0,1209
2018-07,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",261.0,129.0,701.0,18.0,,,116.0,139.0,376.0,,,21.0,5.0,20.0,1786
2018-07,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",57.0,45.0,156.0,46.0,,,25.0,50.0,129.0,,,25.0,3.0,13.0,549
2018-07,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",991.0,697.0,2850.0,117.0,,,487.0,698.0,1647.0,,,132.0,28.0,56.0,7703
2018-07,Região de Saúde Norte,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.","41.4387173, -8.3086907",256.0,160.0,636.0,11.0,,,99.0,123.0,305.0,,,33.0,4.0,15.0,1642
2018-07,Região de Saúde Norte,"Hospital Santa Maria Maior, E.P.E.","41.5324234, -8.6171561",59.0,39.0,176.0,5.0,,,27.0,49.0,133.0,,,13.0,3.0,4.0,508
2018-07,Região de Saúde do Alentejo,"Hospital do Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",194.0,120.0,530.0,4.0,,,123.0,149.0,341.0,,,35.0,7.0,28.0,1531
2018-07,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",14.0,0.0,49.0,0.0,,,11.0,17.0,27.0,,,4.0,0.0,3.0,125
2018-07,Região de Saúde Norte,"Unidade Local de Saúde Alto Minho, E.P.E.","41.7056054, -8.8252713",404.0,180.0,931.0,35.0,,,107.0,345.0,462.0,,,61.0,10.0,18.0,2553
2018-07,Região de Saúde do Alentejo,"Unidade Local de Saúde Baixo Alentejo, E.P.E.","38.014123, -7.8721227",150.0,68.0,558.0,29.0,,,127.0,241.0,392.0,,,46.0,17.0,19.0,1647
2018-07,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",203.0,93.0,636.0,21.0,,,127.0,269.0,405.0,,,55.0,15.0,9.0,1833
2018-07,Região de Saúde do Alentejo,"Unidade Local de Saúde Norte Alentejano, E.P.E.","39.3003425, -7.4263845",154.0,55.0,555.0,6.0,,,115.0,243.0,373.0,,,41.0,9.0,26.0,1577
2018-08,Serviços Centrais,Ação Governativa,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,6.0,7.0,,,0.0,1.0,24.0,38
2018-08,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.","38.7569402, -9.1494097",1.0,0.0,3.0,1.0,,,0.0,32.0,6.0,,,109.0,3.0,27.0,182
2018-08,Região de Saúde LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",167.0,98.0,568.0,18.0,,,112.0,205.0,400.0,,,27.0,7.0,12.0,1614
2018-08,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",828.0,638.0,1904.0,76.0,,,499.0,611.0,1461.0,,,169.0,25.0,63.0,6274
2018-08,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",326.0,205.0,885.0,20.0,,,162.0,222.0,526.0,,,26.0,7.0,19.0,2398
2018-08,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",14.0,12.0,71.0,1.0,,,16.0,17.0,30.0,,,5.0,3.0,3.0,172
2018-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",379.0,268.0,983.0,36.0,,,221.0,277.0,679.0,,,53.0,11.0,34.0,2941
2018-08,Região de Saúde do Alentejo,"Unidade Local de Saúde Norte Alentejano, E.P.E.","39.3003425, -7.4263845",153.0,54.0,553.0,6.0,,,115.0,244.0,372.0,,,41.0,9.0,26.0,1573
2018-08,Região de Saúde Norte,"Unidade Local de Saúde Matosinhos, E.P.E.","41.1794456, -8.6745115",404.0,248.0,797.0,18.0,,,132.0,291.0,372.0,,,49.0,12.0,31.0,2354
2018-08,Serviços Centrais,Inspeção-Geral das Atividades em Saúde,"41.1764649, -8.6649823",0.0,0.0,0.0,0.0,,,0.0,14.0,4.0,,,7.0,2.0,50.0,77
2018-09,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",102.0,34.0,254.0,6.0,,,35.0,73.0,148.0,,,31.0,4.0,7.0,694
2018-09,Região de Saúde Norte,"Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.","41.1094138, -8.5972617",522.0,329.0,1147.0,31.0,,,192.0,281.0,807.0,,,57.0,14.0,22.0,3402
2018-09,Região de Saúde LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",180.0,97.0,640.0,11.0,,,157.0,171.0,430.0,,,38.0,9.0,22.0,1755
2018-09,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",112.0,72.0,378.0,10.0,,,92.0,162.0,292.0,,,61.0,10.0,9.0,1198
2018-09,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",827.0,629.0,1907.0,76.0,,,495.0,612.0,1471.0,,,168.0,25.0,63.0,6273
2018-09,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",58.0,44.0,168.0,46.0,,,35.0,54.0,156.0,,,38.0,4.0,12.0,615
2018-09,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.","38.7313954, -9.1447467",6.0,0.0,172.0,0.0,,,0.0,78.0,8.0,,,55.0,8.0,1024.0,1351
2018-09,Serviços Centrais,"Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.","38.7643827, -9.1663422",7.0,0.0,4.0,93.0,,,107.0,88.0,63.0,,,84.0,2.0,54.0,502
2018-09,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",29.0,0.0,67.0,22.0,,,119.0,82.0,86.0,,,35.0,9.0,8.0,457
2018-09,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",203.0,77.0,713.0,29.0,,,135.0,222.0,527.0,,,51.0,12.0,14.0,1983
2018-10,Serviços Centrais,Ação Governativa,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,6.0,7.0,,,0.0,1.0,23.0,37
2018-10,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.","40.203782, -8.419176",1019.0,383.0,1336.0,72.0,,,146.0,1020.0,447.0,,,204.0,19.0,19.0,4665
