periodo,regiao,instituicao,localizacao_geografica,medicos_s_internos,medicos_internos,enfermeiros,tss,farmaceuticos,farmaceuticos_residentes,tdt,at,ao,tas,ao0,ts,informaticos,outros,total_geral
2015-02,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",997.0,640.0,2276.0,65.0,,,636.0,732.0,1700.0,,,,,210.0,7256
2015-02,Região de Saúde LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",215.0,115.0,679.0,9.0,,,145.0,208.0,597.0,,,,,70.0,2038
2015-02,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",46.0,49.0,160.0,51.0,,,27.0,57.0,157.0,,,,,34.0,581
2015-02,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",9.0,10.0,54.0,1.0,,,18.0,18.0,30.0,,,,,9.0,149
2015-02,Serviços Centrais,Direção-Geral da Saúde,"38.7364065, -9.1379161",16.0,1.0,10.0,3.0,,,2.0,32.0,13.0,,,,,57.0,134
2015-02,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",5.0,0.0,36.0,2.0,,,8.0,21.0,22.0,,,,,8.0,102
2015-02,Região de Saúde LVT,"Hospital Garcia de Orta, E.P.E.","38.6658713, -9.1822554",330.0,225.0,847.0,11.0,,,176.0,223.0,526.0,,,,,97.0,2435
2015-02,Região de Saúde Norte,"Hospital Santa Maria Maior, E.P.E.","41.5324234, -8.6171561",45.0,36.0,168.0,5.0,,,22.0,41.0,133.0,,,,,21.0,471
2015-02,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.","38.7313954, -9.1447467",7.0,0.0,127.0,1.0,,,0.0,233.0,9.0,,,,,847.0,1224
2015-02,Região de Saúde do Centro,"Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.","40.2162514, -8.4103814",124.0,37.0,244.0,27.0,,,85.0,122.0,236.0,,,,,38.0,913
2015-02,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",187.0,81.0,616.0,28.0,,,103.0,185.0,403.0,,,,,43.0,1646
2015-02,Região de Saúde do Alentejo,"Unidade Local de Saúde Baixo Alentejo, E.P.E.","38.014123, -7.8721227",163.0,75.0,502.0,33.0,,,115.0,250.0,367.0,,,,,70.0,1575
2016-03,Serviços Centrais,"Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.","38.7582532, -9.1502867",0.0,0.0,0.0,7.0,,,2.0,80.0,6.0,,,,,265.0,360
2016-03,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",1011.0,661.0,2354.0,65.0,,,649.0,723.0,1729.0,,,,,210.0,7402
2016-03,Região de Saúde Norte,"Hospital de Magalhães Lemos, E.P.E.","41.1764649, -8.6649823",33.0,27.0,125.0,12.0,,,10.0,29.0,121.0,,,,,26.0,383
2016-03,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, E.P.E.","40.117897, -8.8586755",78.0,52.0,192.0,5.0,,,51.0,60.0,127.0,,,,,28.0,593
2016-03,Região de Saúde LVT,Instituto de Oftalmologia Gama Pinto,"38.7218793, -9.144249",29.0,8.0,21.0,1.0,,,10.0,19.0,15.0,,,,,12.0,115
2016-03,Região de Saúde do Centro,"Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.","40.2162514, -8.4103814",132.0,44.0,251.0,28.0,,,94.0,127.0,255.0,,,,,38.0,969
2016-03,Região de Saúde Norte,"Unidade Local de Saúde Alto Minho, E.P.E.","41.7056054, -8.8252713",381.0,185.0,864.0,35.0,,,104.0,345.0,459.0,,,,,77.0,2450
2017-03,Região de Saúde do Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",221.0,148.0,767.0,23.0,,,122.0,167.0,530.0,,,,,52.0,2030
2017-03,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",240.0,132.0,691.0,21.0,,,114.0,136.0,373.0,,,,,40.0,1747
2017-03,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",692.0,418.0,1408.0,64.0,,,291.0,420.0,918.0,,,,,131.0,4342
2017-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",241.0,159.0,588.0,10.0,,,111.0,226.0,456.0,,,,,69.0,1860
2017-03,Serviços Centrais,Direção-Geral da Saúde,"38.7364065, -9.1379161",17.0,0.0,13.0,3.0,,,3.0,31.0,13.0,,,,,60.0,140
2017-03,Região de Saúde LVT,"Hospital Distrital de Santarém, E.P.E.","39.2410946, -8.6937515",177.0,122.0,601.0,12.0,,,109.0,136.0,447.0,,,,,44.0,1648
2017-03,Região de Saúde LVT,Instituto de Oftalmologia Gama Pinto,"38.7218793, -9.144249",34.0,9.0,24.0,1.0,,,10.0,17.0,16.0,,,,,13.0,124
2017-03,Região de Saúde do Centro,"Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.","40.2162514, -8.4103814",140.0,44.0,264.0,27.0,,,96.0,124.0,256.0,,,,,42.0,993
2017-03,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,1.0,4.0,,,0.0,40.0,3.0,,,,,116.0,165
2015-03,Região de Saúde do Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",192.0,128.0,689.0,20.0,,,108.0,154.0,488.0,,,,,49.0,1828
2015-03,Região de Saúde LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",140.0,98.0,492.0,13.0,,,112.0,187.0,355.0,,,,,46.0,1443
2015-03,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",639.0,411.0,1243.0,64.0,,,269.0,421.0,894.0,,,,,114.0,4055
2015-03,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",209.0,136.0,554.0,18.0,,,110.0,154.0,533.0,,,,,47.0,1761
2015-03,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",394.0,255.0,1408.0,21.0,,,258.0,450.0,982.0,,,,,198.0,3966
2015-03,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",9.0,10.0,53.0,1.0,,,18.0,18.0,29.0,,,,,9.0,147
2015-03,Serviços Centrais,Direção-Geral da Saúde,"38.7364065, -9.1379161",16.0,1.0,10.0,3.0,,,2.0,32.0,13.0,,,,,58.0,135
2015-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",329.0,253.0,843.0,31.0,,,176.0,280.0,647.0,,,,,85.0,2644
2015-03,Região de Saúde Norte,"Hospital Santa Maria Maior, E.P.E.","41.5324234, -8.6171561",45.0,35.0,168.0,5.0,,,23.0,41.0,133.0,,,,,21.0,471
2015-03,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.","38.7313954, -9.1447467",6.0,0.0,125.0,1.0,,,0.0,233.0,9.0,,,,,843.0,1217
2015-03,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",28.0,0.0,65.0,22.0,,,120.0,84.0,85.0,,,,,50.0,454
2015-03,Região de Saúde Norte,"Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.","41.1785642, -8.6062881",256.0,96.0,651.0,66.0,,,160.0,183.0,475.0,,,,,82.0,1969
2015-03,Serviços Centrais,"Serviços Partilhados do Ministério da Saúde, E.P.E.","38.739767, -9.1489431",0.0,0.0,0.0,0.0,,,0.0,89.0,9.0,,,,,163.0,261
2015-03,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",187.0,81.0,617.0,28.0,,,104.0,186.0,400.0,,,,,43.0,1646
2015-03,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",195.0,101.0,583.0,26.0,,,124.0,278.0,402.0,,,,,81.0,1790
2016-04,Serviços Centrais,"Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.","38.7582532, -9.1502867",0.0,0.0,0.0,7.0,,,2.0,82.0,6.0,,,,,265.0,362
2016-04,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",220.0,123.0,652.0,21.0,,,103.0,138.0,364.0,,,,,40.0,1661
2016-04,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",982.0,721.0,2699.0,120.0,,,466.0,704.0,1642.0,,,,,205.0,7539
2016-04,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",55.0,47.0,167.0,49.0,,,26.0,56.0,143.0,,,,,32.0,575
2016-04,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",305.0,197.0,823.0,23.0,,,161.0,223.0,519.0,,,,,47.0,2298
2016-04,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",9.0,10.0,51.0,1.0,,,18.0,18.0,31.0,,,,,11.0,149
2016-04,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",14.0,0.0,51.0,0.0,,,11.0,17.0,29.0,,,,,6.0,128
2016-04,Região de Saúde do Alentejo,"Hospital do Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",177.0,110.0,474.0,5.0,,,123.0,148.0,339.0,,,,,62.0,1438
2016-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",353.0,258.0,954.0,35.0,,,199.0,286.0,675.0,,,,,86.0,2846
2016-04,Serviços Centrais,"Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.","38.7643827, -9.1663422",6.0,0.0,3.0,92.0,,,104.0,88.0,58.0,,,,,125.0,476
2016-04,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",29.0,0.0,66.0,22.0,,,116.0,90.0,83.0,,,,,53.0,459
2016-04,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,0.0,4.0,,,0.0,41.0,3.0,,,,,118.0,167
2016-04,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",150.0,75.0,459.0,16.0,,,72.0,174.0,287.0,,,,,49.0,1282
2016-04,Região de Saúde do Alentejo,"Unidade Local de Saúde Norte Alentejano, E.P.E.","39.3003425, -7.4263845",149.0,58.0,536.0,5.0,,,109.0,248.0,368.0,,,,,75.0,1548
2017-04,Serviços Centrais,"Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.","38.7582532, -9.1502867",0.0,0.0,0.0,8.0,,,2.0,78.0,6.0,,,,,259.0,353
2017-04,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",1034.0,643.0,2522.0,63.0,,,644.0,725.0,1795.0,,,,,212.0,7638
2017-04,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",533.0,404.0,1319.0,29.0,,,308.0,388.0,877.0,,,,,120.0,3978
2017-04,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",261.0,152.0,642.0,18.0,,,120.0,167.0,598.0,,,,,53.0,2011
2017-04,Região de Saúde Norte,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",281.0,193.0,910.0,27.0,,,165.0,222.0,616.0,,,,,72.0,2486
2017-04,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",14.0,9.0,72.0,1.0,,,17.0,18.0,31.0,,,,,11.0,173
2017-04,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, E.P.E.","40.117897, -8.8586755",87.0,55.0,201.0,5.0,,,50.0,59.0,132.0,,,,,28.0,617
2017-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",377.0,267.0,980.0,36.0,,,207.0,281.0,707.0,,,,,95.0,2950
2017-04,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,1.0,4.0,,,0.0,41.0,3.0,,,,,115.0,165
2015-04,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",1013.0,623.0,2294.0,66.0,,,638.0,731.0,1708.0,,,,,211.0,7284
2015-04,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",208.0,135.0,554.0,18.0,,,110.0,154.0,536.0,,,,,48.0,1763
2015-04,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",398.0,249.0,1413.0,21.0,,,261.0,465.0,984.0,,,,,197.0,3988
2015-04,Região de Saúde Norte,"Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.","41.1094138, -8.5972617",455.0,323.0,983.0,32.0,,,169.0,277.0,775.0,,,,,95.0,3109
2015-04,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",9.0,10.0,53.0,1.0,,,18.0,18.0,29.0,,,,,9.0,147
2015-04,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",5.0,0.0,36.0,2.0,,,8.0,21.0,22.0,,,,,7.0,101
2015-04,Região de Saúde do Alentejo,"Hospital do Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",180.0,111.0,478.0,5.0,,,117.0,144.0,333.0,,,,,62.0,1430
2015-04,Região de Saúde LVT,Instituto de Oftalmologia Gama Pinto,"38.7218793, -9.144249",30.0,7.0,18.0,1.0,,,10.0,18.0,14.0,,,,,11.0,109
2015-04,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",28.0,0.0,65.0,22.0,,,119.0,89.0,87.0,,,,,51.0,461
2015-04,Região de Saúde do Centro,"Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.","40.2162514, -8.4103814",128.0,40.0,250.0,28.0,,,87.0,127.0,241.0,,,,,38.0,939
2015-04,Serviços Centrais,Secretaria Geral do Ministério da Saúde,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,13.0,12.0,,,,,26.0,51
2015-04,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",149.0,68.0,456.0,16.0,,,70.0,172.0,256.0,,,,,44.0,1231
2015-04,Região de Saúde Norte,"Unidade Local de Saúde Alto Minho, E.P.E.","41.7056054, -8.8252713",370.0,172.0,802.0,36.0,,,104.0,347.0,471.0,,,,,74.0,2376
2016-05,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",666.0,426.0,1335.0,64.0,,,289.0,419.0,935.0,,,,,127.0,4261
2016-05,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",413.0,242.0,1466.0,21.0,,,275.0,496.0,1011.0,,,,,195.0,4119
2016-05,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",9.0,10.0,50.0,1.0,,,18.0,18.0,31.0,,,,,11.0,148
2016-05,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",14.0,0.0,50.0,0.0,,,11.0,17.0,29.0,,,,,6.0,127
2016-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",351.0,256.0,953.0,36.0,,,203.0,292.0,678.0,,,,,89.0,2858
2016-05,Região de Saúde Norte,"Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.","41.1785642, -8.6062881",262.0,99.0,680.0,67.0,,,174.0,196.0,493.0,,,,,89.0,2060
2016-05,Serviços Centrais,Secretaria Geral do Ministério da Saúde,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,16.0,15.0,,,,,29.0,60
2017-05,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, E.P.E.","41.3423984, -8.4802503",168.0,56.0,347.0,12.0,,,77.0,111.0,254.0,,,,,34.0,1059
2017-05,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",92.0,35.0,232.0,5.0,,,35.0,70.0,158.0,,,,,39.0,666
2017-05,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",55.0,49.0,162.0,48.0,,,26.0,53.0,135.0,,,,,37.0,565
2017-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",241.0,159.0,588.0,10.0,,,113.0,226.0,454.0,,,,,68.0,1859
2017-05,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",14.0,9.0,72.0,1.0,,,17.0,18.0,31.0,,,,,11.0,173
2017-05,Região de Saúde LVT,"Hospital Garcia de Orta, E.P.E.","38.6658713, -9.1822554",372.0,208.0,920.0,11.0,,,198.0,227.0,607.0,,,,,108.0,2651
2017-05,Serviços Centrais,"Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.","38.7643827, -9.1663422",7.0,0.0,4.0,94.0,,,107.0,89.0,62.0,,,,,130.0,493
2017-05,Região de Saúde Norte,"Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.","41.1785642, -8.6062881",278.0,96.0,705.0,70.0,,,181.0,204.0,502.0,,,,,89.0,2125
2017-05,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",155.0,61.0,465.0,16.0,,,72.0,173.0,276.0,,,,,48.0,1266
2017-05,Região de Saúde Norte,"Unidade Local de Saúde Alto Minho, E.P.E.","41.7056054, -8.8252713",393.0,185.0,909.0,36.0,,,105.0,349.0,478.0,,,,,83.0,2538
2017-05,Região de Saúde do Alentejo,"Unidade Local de Saúde Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",89.0,41.0,336.0,7.0,,,75.0,153.0,202.0,,,,,41.0,944
2015-05,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",211.0,115.0,659.0,21.0,,,89.0,138.0,350.0,,,,,38.0,1621
2015-05,Região de Saúde LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",139.0,95.0,502.0,15.0,,,112.0,186.0,354.0,,,,,47.0,1450
2015-05,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",808.0,644.0,1822.0,81.0,,,490.0,655.0,1469.0,,,,,244.0,6213
2015-05,Região de Saúde LVT,"Hospital Distrital de Santarém, E.P.E.","39.2410946, -8.6937515",154.0,117.0,533.0,13.0,,,95.0,131.0,395.0,,,,,44.0,1482
2015-05,Região de Saúde LVT,"Hospital Garcia de Orta, E.P.E.","38.6658713, -9.1822554",333.0,222.0,865.0,11.0,,,177.0,222.0,542.0,,,,,97.0,2469
2015-05,Região de Saúde LVT,"Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.","38.7396768, -9.1634516",225.0,95.0,507.0,22.0,,,157.0,231.0,392.0,,,,,138.0,1767
2017-06,Serviços Centrais,"Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.","38.7582532, -9.1502867",0.0,0.0,0.0,8.0,,,2.0,77.0,6.0,,,,,259.0,352
2017-06,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",117.0,74.0,387.0,5.0,,,91.0,163.0,282.0,,,,,84.0,1203
2017-06,Região de Saúde Norte,"Centro Hospitalar Universitário de S. João, E.P.E.","41.1831056, -8.6010558",867.0,552.0,2141.0,34.0,,,333.0,398.0,1135.0,,,,,219.0,5679
2017-06,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",827.0,649.0,1877.0,76.0,,,502.0,632.0,1504.0,,,,,261.0,6328
2017-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, E.P.E.","39.478072, -8.5404429",141.0,71.0,709.0,25.0,,,146.0,173.0,524.0,,,,,76.0,1865
2017-06,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",92.0,35.0,232.0,5.0,,,35.0,70.0,158.0,,,,,38.0,665
2017-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",238.0,155.0,589.0,10.0,,,113.0,226.0,454.0,,,,,68.0,1853
2017-06,Região de Saúde Norte,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.","41.4387173, -8.3086907",244.0,172.0,589.0,11.0,,,98.0,124.0,294.0,,,,,46.0,1578
2017-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",382.0,262.0,972.0,36.0,,,205.0,279.0,712.0,,,,,94.0,2942
2017-06,Região de Saúde LVT,Instituto de Oftalmologia Gama Pinto,"38.7218793, -9.144249",34.0,9.0,24.0,1.0,,,10.0,18.0,16.0,,,,,13.0,125
2017-06,Região de Saúde LVT,"Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.","38.7396768, -9.1634516",243.0,101.0,524.0,22.0,,,183.0,228.0,406.0,,,,,145.0,1852
2017-06,Região de Saúde Norte,"Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.","41.1785642, -8.6062881",277.0,94.0,704.0,70.0,,,181.0,205.0,499.0,,,,,89.0,2119
2017-08,Região de Saúde do Alentejo,"Unidade Local de Saúde Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",88.0,40.0,353.0,7.0,,,76.0,152.0,199.0,,,,,38.0,953
2016-06,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",512.0,363.0,1286.0,29.0,,,309.0,386.0,859.0,,,,,120.0,3864
2016-06,Região de Saúde LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",144.0,101.0,541.0,14.0,,,116.0,191.0,329.0,,,,,45.0,1481
2016-06,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",14.0,0.0,48.0,0.0,,,11.0,17.0,29.0,,,,,6.0,125
2016-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",351.0,253.0,947.0,36.0,,,204.0,293.0,683.0,,,,,93.0,2860
2016-06,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.","38.7313954, -9.1447467",5.0,0.0,117.0,0.0,,,0.0,271.0,9.0,,,,,896.0,1298
2016-06,Serviços Centrais,"Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.","38.7643827, -9.1663422",6.0,0.0,3.0,90.0,,,103.0,87.0,58.0,,,,,125.0,472
2016-06,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,0.0,4.0,,,0.0,40.0,3.0,,,,,116.0,164
2016-06,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",148.0,67.0,457.0,16.0,,,72.0,174.0,287.0,,,,,49.0,1270
2015-06,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",636.0,390.0,1269.0,63.0,,,269.0,418.0,901.0,,,,,118.0,4064
2015-06,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",215.0,129.0,560.0,18.0,,,111.0,154.0,545.0,,,,,50.0,1782
2015-06,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",810.0,628.0,1816.0,81.0,,,488.0,653.0,1454.0,,,,,244.0,6174
2015-06,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",298.0,179.0,804.0,21.0,,,157.0,225.0,509.0,,,,,47.0,2240
2015-06,Região de Saúde Norte,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",256.0,151.0,816.0,27.0,,,154.0,221.0,590.0,,,,,69.0,2284
2015-06,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",9.0,10.0,55.0,1.0,,,18.0,18.0,29.0,,,,,9.0,149
2015-06,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, E.P.E.","40.117897, -8.8586755",77.0,44.0,184.0,5.0,,,48.0,58.0,126.0,,,,,28.0,570
2015-06,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",13.0,0.0,49.0,0.0,,,11.0,17.0,31.0,,,,,6.0,127
2015-06,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.","38.7313954, -9.1447467",6.0,0.0,122.0,1.0,,,0.0,231.0,9.0,,,,,839.0,1208
2015-06,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",28.0,0.0,68.0,22.0,,,119.0,90.0,84.0,,,,,51.0,462
2015-06,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,0.0,3.0,,,0.0,42.0,3.0,,,,,117.0,166
2017-07,Serviços Centrais,"Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.","38.7582532, -9.1502867",0.0,0.0,0.0,8.0,,,2.0,77.0,6.0,,,,,261.0,354
2017-07,Região de Saúde do Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",221.0,139.0,777.0,24.0,,,119.0,163.0,520.0,,,,,52.0,2015
2017-07,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",1033.0,609.0,2483.0,62.0,,,633.0,724.0,1797.0,,,,,214.0,7555
2017-07,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",536.0,388.0,1312.0,29.0,,,304.0,384.0,876.0,,,,,118.0,3947
2017-07,Região de Saúde Norte,"Centro Hospitalar Universitário de S. João, E.P.E.","41.1831056, -8.6010558",866.0,544.0,2138.0,34.0,,,336.0,398.0,1138.0,,,,,221.0,5675
2017-07,Região de Saúde LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",230.0,131.0,729.0,9.0,,,157.0,210.0,620.0,,,,,75.0,2161
2017-07,Região de Saúde LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",159.0,108.0,563.0,14.0,,,113.0,188.0,313.0,,,,,44.0,1502
