tempo,periodoformat2,regiao,instituicao,localizacao_geografica,urgencias_geral,urgencias_pediatricas,urgencia_obstetricia,urgencia_psiquiatrica,total_urgencias
2025-03,2025/03/01,Região de Saúde Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",31920.0,9060.0,1769.0,,42749.0
2025-03,2025/03/01,Região de Saúde Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",41713.0,7970.0,2877.0,,52560.0
2024-04,2024/04/01,Região de Saúde Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",17158.0,5093.0,,,22251.0
2024-04,2024/04/01,Região de Saúde do Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",65495.0,23547.0,7650.0,,96692.0
2024-04,2024/04/01,Região de Saúde Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",57292.0,11700.0,2500.0,,71492.0
2024-04,2024/04/01,Região de Saúde LVT,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",44204.0,16823.0,836.0,,61863.0
2024-04,2024/04/01,Região de Saúde LVT,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",43741.0,28989.0,8217.0,2057.0,83004.0
2024-04,2024/04/01,Região de Saúde Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",42360.0,14442.0,2714.0,,59516.0
2024-04,2024/04/01,Região de Saúde do Algarve,"Unidade Local de Saúde do Algarve, EPE","37.024668, -7.928949",90126.0,24784.0,5766.0,0.0,120676.0
2024-04,2024/04/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Ave, EPE","41.488574, -8.338685",33409.0,12819.0,3291.0,,49519.0
2024-04,2024/04/01,Região de Saúde do Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",16668.0,7137.0,,,23805.0
2024-04,2024/04/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",34204.0,,,,34204.0
2024-04,2024/04/01,Região de Saúde LVT,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",38640.0,17746.0,1986.0,,58372.0
2025-04,2025/04/01,Região de Saúde LVT,"Unidade Local de Saúde da Arrábida, EPE","38.529351, -8.881073",26485.0,11634.0,1629.0,,39748.0
2025-04,2025/04/01,Região de Saúde Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",21454.0,,,,21454.0
2025-04,2025/04/01,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",38196.0,8204.0,2255.0,,48655.0
2025-04,2025/04/01,Região de Saúde LVT,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",52756.0,16817.0,5061.0,,74634.0
2025-04,2025/04/01,Região de Saúde Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",46132.0,13660.0,3720.0,,63512.0
2025-04,2025/04/01,Região de Saúde LVT,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",42479.0,24028.0,6764.0,1802.0,75073.0
2025-04,2025/04/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",16585.0,5381.0,,,21966.0
2025-04,2025/04/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",30285.0,6026.0,1336.0,,37647.0
2025-04,2025/04/01,Região de Saúde LVT,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",23387.0,11009.0,1850.0,,36246.0
2025-04,2025/04/01,Região de Saúde LVT,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",33548.0,13094.0,2113.0,,48755.0
2024-05,2024/05/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",33512.0,7294.0,1598.0,,42404.0
2024-05,2024/05/01,Região de Saúde Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",28934.0,,,,28934.0
2024-05,2024/05/01,Região de Saúde LVT,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",37933.0,17511.0,6955.0,,62399.0
2024-05,2024/05/01,Região de Saúde do Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",83632.0,30455.0,9544.0,,123631.0
2024-05,2024/05/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",34334.0,,3574.0,,37908.0
2025-05,2025/05/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.730076, -9.418207",35725.0,17349.0,5958.0,335.0,59367.0
2025-05,2025/05/01,Região de Saúde LVT,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",35031.0,13593.0,4685.0,,53309.0
2025-05,2025/05/01,Região de Saúde Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",58410.0,17176.0,4720.0,,80306.0
2025-05,2025/05/01,Região de Saúde Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",50367.0,,6489.0,,56856.0
2025-05,2025/05/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",47328.0,8553.0,2494.0,,58375.0
2025-05,2025/05/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",38267.0,7568.0,1736.0,,47571.0
2025-05,2025/05/01,Região de Saúde LVT,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",29165.0,12410.0,2348.0,,43923.0
2025-05,2025/05/01,Região de Saúde Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",70395.0,12650.0,4911.0,,87956.0
2024-06,2024/06/01,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",27154.0,9249.0,1173.0,,37576.0
2024-06,2024/06/01,Região de Saúde do Centro,"Unidade Local de Saúde da Cova da Beira, EPE","40.2776794433594, -7.0",25078.0,9221.0,1967.0,199.0,36465.0
2024-06,2024/06/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",40722.0,8708.0,1926.0,,51356.0
2024-06,2024/06/01,Região de Saúde LVT,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",45668.0,20611.0,7756.0,,74035.0
2024-06,2024/06/01,Região de Saúde do Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",100819.0,36220.0,11508.0,,148547.0
2024-06,2024/06/01,Região de Saúde LVT,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",36087.0,13652.0,7744.0,0.0,57483.0
2024-06,2024/06/01,Região de Saúde Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",43680.0,18486.0,3557.0,0.0,65723.0
2024-06,2024/06/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",52686.0,,,,52686.0
2025-06,2025/06/01,Região de Saúde LVT,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",78272.0,24505.0,8005.0,,110782.0
2025-06,2025/06/01,Região de Saúde LVT,"Unidade Local de Saúde de Lisboa Ocidental, EPE","38.7084, -9.21711",45882.0,13594.0,6843.0,0.0,66319.0
2025-06,2025/06/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",25684.0,7977.0,,,33661.0
2025-06,2025/06/01,Região de Saúde do Algarve,"Unidade Local de Saúde do Algarve, EPE","37.024668, -7.928949",140818.0,34841.0,6596.0,0.0,182255.0
2025-06,2025/06/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Ave, EPE","41.488574, -8.338685",48873.0,13456.0,5041.0,,67370.0
2025-06,2025/06/01,Região de Saúde Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",85363.0,14911.0,5980.0,,106254.0
2024-07,2024/07/01,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",31858.0,10373.0,1373.0,,43604.0
2024-07,2024/07/01,Região de Saúde Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",39915.0,,,,39915.0
2024-07,2024/07/01,Região de Saúde Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",89494.0,29772.0,6783.0,,126049.0
2024-07,2024/07/01,Região de Saúde do Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",118476.0,41108.0,13569.0,,173153.0
2024-07,2024/07/01,Região de Saúde do Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",66578.0,18964.0,8640.0,,94182.0
2024-07,2024/07/01,Região de Saúde LVT,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",81551.0,28884.0,2974.0,,113409.0
2024-07,2024/07/01,Região de Saúde Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",74341.0,,11866.0,,86207.0
2024-07,2024/07/01,Região de Saúde Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",100447.0,48742.0,7469.0,,156658.0
2024-07,2024/07/01,Região de Saúde Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",76881.0,23548.0,4715.0,,105144.0
2024-07,2024/07/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",83601.0,13028.0,4015.0,,100644.0
2024-07,2024/07/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",56252.0,11509.0,2408.0,,70169.0
2024-07,2024/07/01,Região de Saúde LVT,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",69511.0,16535.0,2469.0,,88515.0
2024-07,2024/07/01,Região de Saúde LVT,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",69817.0,30561.0,3809.0,,104187.0
2024-07,2024/07/01,Região de Saúde Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",90880.0,22874.0,7486.0,,121240.0
2025-07,2025/07/01,Região de Saúde do Centro,"Unidade Local de Saúde da Cova da Beira, EPE","40.2776794433594, -7.0",28074.0,9133.0,2157.0,335.0,39699.0
2025-07,2025/07/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",46121.0,8946.0,2409.0,,57476.0
2025-07,2025/07/01,Região de Saúde Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",30212.0,4963.0,,,35175.0
2025-07,2025/07/01,Região de Saúde do Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",102575.0,28353.0,12322.0,,143250.0
2025-07,2025/07/01,Região de Saúde Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",75582.0,19400.0,4524.0,,99506.0
2025-07,2025/07/01,Região de Saúde LVT,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",41048.0,14323.0,3256.0,,58627.0
2024-08,2024/08/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",55658.0,10995.0,2733.0,,69386.0
2024-08,2024/08/01,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",83501.0,31074.0,4240.0,,118815.0
2024-08,2024/08/01,Região de Saúde do Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",76871.0,20519.0,9939.0,,107329.0
2024-08,2024/08/01,Região de Saúde Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",85015.0,,13626.0,,98641.0
2024-08,2024/08/01,Região de Saúde LVT,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",91423.0,55513.0,16334.0,4255.0,167525.0
2024-08,2024/08/01,Região de Saúde Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",88552.0,26022.0,5472.0,,120046.0
2024-08,2024/08/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",63655.0,12726.0,2803.0,,79184.0
2025-08,2025/08/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.730076, -9.418207",57523.0,25038.0,9273.0,571.0,92405.0
2025-08,2025/08/01,Região de Saúde do Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",117848.0,31511.0,14311.0,,163670.0
2025-08,2025/08/01,Região de Saúde LVT,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",43629.0,12840.0,9463.0,0.0,65932.0
2025-08,2025/08/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",50881.0,,5840.0,,56721.0
2025-08,2025/08/01,Região de Saúde LVT,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",82217.0,27567.0,10999.0,,120783.0
2025-08,2025/08/01,Região de Saúde Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",129930.0,18113.0,3694.0,,151737.0
2025-08,2025/08/01,Região de Saúde Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",86820.0,21407.0,5218.0,,113445.0
2025-08,2025/08/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",61979.0,,,,61979.0
2024-09,2024/09/01,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",40605.0,12479.0,1756.0,,54840.0
2024-09,2024/09/01,Região de Saúde LVT,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",57878.0,22496.0,5723.0,,86097.0
2024-09,2024/09/01,Região de Saúde LVT,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",69844.0,28668.0,9863.0,,108375.0
2024-09,2024/09/01,Região de Saúde LVT,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",53599.0,17838.0,11069.0,0.0,82506.0
2024-09,2024/09/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",62107.0,,6720.0,,68827.0
2024-09,2024/09/01,Região de Saúde Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",148404.0,23388.0,4087.0,,175879.0
2024-09,2024/09/01,Região de Saúde Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",99458.0,28850.0,6150.0,,134458.0
2024-09,2024/09/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Ave, EPE","41.488574, -8.338685",78032.0,27297.0,7761.0,,113090.0
2024-09,2024/09/01,Região de Saúde LVT,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",89588.0,36806.0,4740.0,,131134.0
2024-09,2024/09/01,Região de Saúde Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",120383.0,27550.0,9770.0,,157703.0
2025-09,2025/09/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.730076, -9.418207",64429.0,27969.0,10328.0,642.0,103368.0
2025-09,2025/09/01,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",38208.0,10433.0,1830.0,318.0,50789.0
2025-09,2025/09/01,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",89325.0,26289.0,4535.0,,120149.0
2025-09,2025/09/01,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",89441.0,16589.0,5492.0,,111522.0
2025-09,2025/09/01,Região de Saúde Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",39249.0,6029.0,,,45278.0
2025-09,2025/09/01,Região de Saúde Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",109204.0,15306.0,5532.0,,130042.0
2025-09,2025/09/01,Região de Saúde Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",92973.0,,11671.0,,104644.0
2025-09,2025/09/01,Região de Saúde Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",145255.0,19954.0,4185.0,,169394.0
2025-09,2025/09/01,Região de Saúde LVT,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",78872.0,18643.0,4358.0,0.0,101873.0
2025-09,2025/09/01,Região de Saúde LVT,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",89009.0,20001.0,2799.0,,111809.0
2024-10,2024/10/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.730076, -9.418207",74632.0,40019.0,14268.0,739.0,129658.0
2024-10,2024/10/01,Região de Saúde LVT,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",64522.0,24874.0,6289.0,,95685.0
2024-10,2024/10/01,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",104320.0,38531.0,5512.0,,148363.0
2025-10,2025/10/01,Região de Saúde Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",126122.0,29765.0,9744.0,,165631.0
2025-10,2025/10/01,Região de Saúde Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",120798.0,17286.0,6142.0,,144226.0
2025-10,2025/10/01,Região de Saúde LVT,"Unidade Local de Saúde de Lisboa Ocidental, EPE","38.7084, -9.21711",77302.0,20948.0,11633.0,0.0,109883.0
2025-10,2025/10/01,Região de Saúde Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",103732.0,,13082.0,,116814.0
2025-10,2025/10/01,Região de Saúde Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",136165.0,59428.0,10954.0,0.0,206547.0
2025-10,2025/10/01,Região de Saúde Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",108471.0,27096.0,6670.0,,142237.0
2025-10,2025/10/01,Região de Saúde LVT,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",87696.0,21371.0,4676.0,0.0,113743.0
2025-10,2025/10/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",76278.0,13900.0,3700.0,,93878.0
2025-10,2025/10/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",76817.0,,,,76817.0
2024-11,2024/11/01,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",49049.0,15183.0,2182.0,,66414.0
2024-11,2024/11/01,Região de Saúde do Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",106828.0,26610.0,13644.0,,147082.0
2024-11,2024/11/01,Região de Saúde Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",146843.0,26456.0,6670.0,,179969.0
2024-11,2024/11/01,Região de Saúde Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",122408.0,36262.0,7436.0,,166106.0
2024-11,2024/11/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",86189.0,16996.0,3854.0,,107039.0
2024-11,2024/11/01,Região de Saúde Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",79321.0,30212.0,6694.0,,116227.0
2024-11,2024/11/01,Região de Saúde LVT,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",109995.0,25518.0,3898.0,,139411.0
2025-11,2025/11/01,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",46202.0,12974.0,2281.0,374.0,61831.0
2025-11,2025/11/01,Região de Saúde Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",138153.0,32880.0,10681.0,,181714.0
2025-11,2025/11/01,Região de Saúde Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",159230.0,27068.0,11352.0,,197650.0
2024-12,2024/12/01,Região de Saúde do Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",200563.0,67895.0,23479.0,,291937.0
2024-12,2024/12/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",82614.0,,8889.0,,91503.0
2024-12,2024/12/01,Região de Saúde LVT,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",137347.0,50034.0,8748.0,,196129.0
2024-12,2024/12/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",106369.0,,,,106369.0
2024-12,2024/12/01,Região de Saúde LVT,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",118497.0,51641.0,6667.0,,176805.0
2025-12,2025/12/01,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",50348.0,14425.0,2487.0,404.0,67664.0
2025-12,2025/12/01,Região de Saúde LVT,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",85915.0,30868.0,13261.0,,130044.0
2025-12,2025/12/01,Região de Saúde LVT,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",152885.0,49879.0,15927.0,,218691.0
2025-12,2025/12/01,Região de Saúde Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",150177.0,36302.0,11519.0,,197998.0
2025-12,2025/12/01,Região de Saúde Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",143942.0,22158.0,7181.0,,173281.0
2025-12,2025/12/01,Região de Saúde LVT,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",64950.0,21718.0,14880.0,0.0,101548.0
2025-12,2025/12/01,Região de Saúde LVT,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",132761.0,69353.0,20496.0,5790.0,228400.0
2025-12,2025/12/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",51312.0,16413.0,,,67725.0
2025-12,2025/12/01,Região de Saúde do Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",48578.0,16090.0,,,64668.0
2025-12,2025/12/01,Região de Saúde Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",77114.0,22945.0,7295.0,,107354.0
2025-12,2025/12/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",101719.0,,,,101719.0
2025-12,2025/12/01,Região de Saúde LVT,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",103312.0,36227.0,6949.0,,146488.0
2013-01,2013/01/01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",13086.0,7338.0,1745.0,566.0,22735.0
2013-01,2013/01/01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",11005.0,2944.0,236.0,,14185.0
2013-01,2013/01/01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",6297.0,2764.0,453.0,,9514.0
2013-01,2013/01/01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",15496.0,5970.0,1729.0,,23195.0
2013-01,2013/01/01,Região de Saúde Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",8950.0,4064.0,713.0,,13727.0
2013-01,2013/01/01,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",11074.0,4407.0,1046.0,,16527.0
2013-01,2013/01/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",4484.0,2873.0,,,7357.0
2013-01,2013/01/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",6335.0,,616.0,,6951.0
2013-01,2013/01/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",8404.0,,,,8404.0
2013-02,2013/02/01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",24760.0,14412.0,3372.0,1168.0,43712.0
2013-02,2013/02/01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",12790.0,7731.0,1929.0,,22450.0
2013-02,2013/02/01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",29380.0,11458.0,3096.0,,43934.0
2013-02,2013/02/01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",30979.0,13605.0,2258.0,,46842.0
2013-02,2013/02/01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",18755.0,,1912.0,,20667.0
2013-02,2013/02/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",21389.0,4634.0,761.0,,26784.0
2013-02,2013/02/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",20444.0,,,,20444.0
2013-03,2013/03/01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",12610.0,5544.0,,,18154.0
2013-03,2013/03/01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",15251.0,5288.0,381.0,,20920.0
2013-03,2013/03/01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",50097.0,16879.0,6584.0,,73560.0
2013-03,2013/03/01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",44558.0,4582.0,16616.0,,65756.0
2013-03,2013/03/01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",20404.0,,,,20404.0
2013-03,2013/03/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",32465.0,6725.0,1140.0,,40330.0
2013-04,2013/04/01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",16952.0,7243.0,,,24195.0
2013-04,2013/04/01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",49426.0,26226.0,3261.0,,78913.0
2013-04,2013/04/01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",50009.0,28077.0,6895.0,2360.0,87341.0
2013-04,2013/04/01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",25733.0,14475.0,3972.0,,44180.0
2013-04,2013/04/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",27943.0,18615.0,4678.0,,51236.0
2013-05,2013/05/01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",50544.0,19165.0,4132.0,,73841.0
