tempo,regiao,encargos_sns_hospitalar,ano,mes
2024-12-01,Norte,16282501.000000322,2024,12
2011-03-01,Alentejo,3041527.3000000003,2011,3
2011-06-01,Centro,14358921.8,2011,6
2011-09-01,Norte,26168544.889999997,2011,9
2012-09-01,Alentejo,2456377.05,2012,9
2013-04-01,Alentejo,2903270.83,2013,4
2014-01-01,Lisboa e Vale do Tejo,37939348.01999998,2014,1
2014-10-01,Centro,14703853.280000009,2014,10
2015-02-01,Algarve,2904452.76,2015,2
2015-03-01,Norte,25366026.01,2015,3
2016-03-01,Lisboa e Vale do Tejo,56125361.16,2016,3
2017-10-01,Norte,36174365.38,2017,10
2018-01-01,Alentejo,3176928.0700000003,2018,1
2018-01-01,Centro,18217345.479999997,2018,1
2018-05-01,Algarve,4115649.49,2018,5
2018-08-01,Centro,18565898.08,2018,8
2019-02-01,Alentejo,3007031.51,2019,2
2019-04-01,Norte,37151577.89,2019,4
2020-05-01,Algarve,2885472.94,2020,5
2021-06-01,Centro,20172737.11,2021,6
2021-11-01,Lisboa e Vale do Tejo,63765233.36,2021,11
2022-01-01,Alentejo,3858671.25,2022,1
2022-02-01,Lisboa e Vale do Tejo,54649350.12000033,2022,2
2022-06-01,Algarve,5096714.180000003,2022,6
2022-08-01,Centro,24613725.80000006,2022,8
2022-09-01,Centro,24286674.050000083,2022,9
2022-10-01,Alentejo,4338699.130000006,2022,10
2022-10-01,Norte,54071129.35999983,2022,10
2023-04-01,Alentejo,4257362.420000005,2023,4
2011-05-01,Lisboa e Vale do Tejo,42187383.11,2011,5
2012-05-01,Centro,15461896.76,2012,5
2012-08-01,Algarve,3885766.68,2012,8
2012-10-01,Algarve,3464123.25,2012,10
2012-10-01,Norte,26421851.59,2012,10
2012-12-01,Algarve,2247344.57,2012,12
2013-06-01,Alentejo,2463379.61,2013,6
2013-06-01,Lisboa e Vale do Tejo,34340572.120000005,2013,6
2013-08-01,Norte,24007870.4,2013,8
2014-10-01,Norte,27487539.439999983,2014,10
2015-05-01,Algarve,3792582.35,2015,5
2015-09-01,Lisboa e Vale do Tejo,52093581.43,2015,9
2015-11-01,Alentejo,2635137.749999999,2015,11
2016-08-01,Alentejo,3338475.69,2016,8
2016-12-01,Algarve,2202455.63,2016,12
2017-06-01,Algarve,3285929.1,2017,6
2018-02-01,Algarve,4240636.46,2018,2
2018-05-01,Norte,27674799.28000002,2018,5
2020-01-01,Algarve,2966042.86,2020,1
2020-01-01,Centro,20363799.17,2020,1
2020-11-01,Algarve,1921814.6,2020,11
2021-05-01,Centro,22575121.93,2021,5
2021-11-01,Alentejo,4159941.19,2021,11
2022-08-01,Algarve,4458194.480000002,2022,8
2023-01-01,Lisboa e Vale do Tejo,69695494.37999994,2023,1
2023-02-01,Algarve,4737036.659999996,2023,2
2023-03-01,Lisboa e Vale do Tejo,75779401.05999984,2023,3
2023-06-01,Lisboa e Vale do Tejo,73232521.66000041,2023,6
2024-10-01,Centro,34953982.399999976,2024,10
2024-11-01,Norte,71653612.80999987,2024,11
2011-01-01,Lisboa e Vale do Tejo,39887622.36,2011,1
2012-02-01,Norte,25546165.19,2012,2
2013-03-01,Norte,26163924.249999996,2013,3
2013-05-01,Lisboa e Vale do Tejo,40672905.46000001,2013,5
2016-04-01,Alentejo,3267553.6500000013,2016,4
2016-06-01,Algarve,2367989.48,2016,6
2018-06-01,Lisboa e Vale do Tejo,46984225.38000001,2018,6
2020-06-01,Norte,41424826.18,2020,6
2020-08-01,Norte,43108953.22,2020,8
2021-05-01,Alentejo,3530339.39,2021,5
2022-12-01,Lisboa e Vale do Tejo,67280878.5400002,2022,12
2023-02-01,Norte,55849276.49000014,2023,2
2023-10-01,Algarve,3679799.6300000018,2023,10
2024-04-01,Algarve,4465996.870000001,2024,4
2024-05-01,Norte,72196185.5200002,2024,5
2024-06-01,Centro,30058752.82999995,2024,6
2023-11-01,Norte,57868228.20999984,2023,11
2012-01-01,Algarve,3482607.05,2012,1
2021-01-01,Alentejo,3649562.08,2021,1
2021-04-01,Norte,52530198.55,2021,4
2022-03-01,Centro,22273017.389999993,2022,3
2022-09-01,Lisboa e Vale do Tejo,68204309.58999997,2022,9
2024-01-01,Algarve,5999947.609999996,2024,1
2024-02-01,Centro,27914664.279999983,2024,2
2012-04-01,Algarve,3256811.21,2012,4
2012-09-01,Lisboa e Vale do Tejo,37431674.52,2012,9
2013-03-01,Lisboa e Vale do Tejo,40543094.489999995,2013,3
2013-11-01,Centro,12863614.22,2013,11
2013-12-01,Centro,13024903.03,2013,12
2014-06-01,Centro,12940977.070000011,2014,6
2014-10-01,Algarve,3224342.220000001,2014,10
2015-01-01,Norte,28174716.94,2015,1
2017-07-01,Centro,16263892.25999999,2017,7
2017-08-01,Norte,36075144.48,2017,8
2018-07-01,Centro,18208348.57,2018,7
2018-10-01,Norte,40101606.81000001,2018,10
2018-11-01,Norte,31488372.03,2018,11
2020-08-01,Centro,18781301.84,2020,8
2021-05-01,Algarve,4273569.24,2021,5
2022-01-01,Norte,50655738.13000021,2022,1
2022-07-01,Alentejo,3931870.869999993,2022,7
2023-04-01,Lisboa e Vale do Tejo,66170693.930000044,2023,4
2023-11-01,Lisboa e Vale do Tejo,76024054.1800004,2023,11
2024-06-01,Lisboa e Vale do Tejo,81416462.20999967,2024,6
2011-03-01,Algarve,3512595.5300000003,2011,3
2011-04-01,Centro,13733672.35,2011,4
2011-08-01,Centro,14542192.19,2011,8
2011-09-01,Algarve,3068758.61,2011,9
2012-02-01,Algarve,3269509.8899999997,2012,2
2012-05-01,Norte,26621949.390000004,2012,5
2012-11-01,Norte,25238853.840000004,2012,11
2013-05-01,Centro,14578267.070000002,2013,5
2015-02-01,Norte,25897574.29,2015,2
2015-04-01,Alentejo,3055706.879999999,2015,4
2016-06-01,Alentejo,3386748.6399999997,2016,6
2016-10-01,Centro,16577421.489999998,2016,10
2016-11-01,Algarve,3124882.61,2016,11
2017-01-01,Norte,35295078.120000005,2017,1
2017-02-01,Lisboa e Vale do Tejo,44944066.29000001,2017,2
2018-03-01,Centro,18919367.8,2018,3
2019-05-01,Centro,19875007.19,2019,5
2019-06-01,Alentejo,2905364.44,2019,6
2019-06-01,Norte,34245064.96,2019,6
2021-08-01,Norte,53411266.29,2021,8
2021-10-01,Centro,22198795.55,2021,10
2022-11-01,Alentejo,4312377.309999999,2022,11
2023-02-01,Centro,23867400.23000001,2023,2
2023-10-01,Norte,63294695.880000144,2023,10
2024-03-01,Norte,60645550.52999989,2024,3
2024-08-01,Alentejo,5589744.370000005,2024,8
2024-11-01,Lisboa e Vale do Tejo,87043964.90000021,2024,11
2011-04-01,Alentejo,2588288.71,2011,4
2012-09-01,Centro,13101625.36,2012,9
2012-09-01,Norte,23708183.1,2012,9
2012-11-01,Lisboa e Vale do Tejo,40564123.27,2012,11
2013-05-01,Alentejo,3019200.59,2013,5
2013-08-01,Centro,13208902.85,2013,8
2013-12-01,Lisboa e Vale do Tejo,34870060.870000005,2013,12
2014-09-01,Norte,24763745.80000001,2014,9
2015-08-01,Norte,32169255.25,2015,8
2015-12-01,Algarve,2495989.7,2015,12
2015-12-01,Norte,26380222.56000001,2015,12
2016-02-01,Norte,29694454.52,2016,2
2016-11-01,Alentejo,3319944.12,2016,11
2018-04-01,Algarve,4429762.94,2018,4
2018-07-01,Norte,37258779.11,2018,7
2018-09-01,Lisboa e Vale do Tejo,43633986.3,2018,9
2019-04-01,Lisboa e Vale do Tejo,47615139.83,2019,4
2019-07-01,Lisboa e Vale do Tejo,49769072.91,2019,7
2019-09-01,Centro,18263310.04,2019,9
2019-12-01,Lisboa e Vale do Tejo,49787292.12,2019,12
2020-06-01,Algarve,2850344.99,2020,6
2021-01-01,Norte,48576580.11,2021,1
2021-12-01,Lisboa e Vale do Tejo,54806616.24,2021,12
2022-02-01,Centro,21357815.919999916,2022,2
2022-05-01,Lisboa e Vale do Tejo,64788784.81999978,2022,5
2022-10-01,Lisboa e Vale do Tejo,62706259.93999988,2022,10
2023-05-01,Centro,28650659.58999992,2023,5
2023-05-01,Lisboa e Vale do Tejo,74098418.95999987,2023,5
2024-04-01,Lisboa e Vale do Tejo,82119189.46999979,2024,4
2024-08-01,Centro,31037666.01000003,2024,8
2011-03-01,Norte,28726795.42,2011,3
2011-09-01,Centro,14559712.32,2011,9
2012-04-01,Norte,24562566.820000004,2012,4
2012-10-01,Lisboa e Vale do Tejo,42288235.91,2012,10
2013-10-01,Norte,23255994.19,2013,10
2014-02-01,Centro,12856983.170000006,2014,2
2014-05-01,Centro,13657060.879999995,2014,5
2015-04-01,Centro,16798075.85,2015,4
2016-04-01,Centro,16862729.77,2016,4
2016-09-01,Centro,16256866.139999997,2016,9
2017-11-01,Algarve,3534954.27,2017,11
2018-05-01,Alentejo,3205118.82,2018,5
2019-08-01,Alentejo,3079065.32,2019,8
2020-03-01,Alentejo,3491390.18,2020,3
2021-02-01,Norte,40506922.62,2021,2
2021-09-01,Alentejo,3863549.94,2021,9
2022-02-01,Norte,49156193.45000007,2022,2
2022-04-01,Lisboa e Vale do Tejo,62488121.8600002,2022,4
2023-04-01,Centro,25444266.01999999,2023,4
2011-04-01,Norte,25400964.56000001,2011,4
2011-07-01,Centro,13959358.04,2011,7
2011-07-01,Lisboa e Vale do Tejo,41101050.21000001,2011,7
2011-10-01,Alentejo,2745589.55,2011,10
2011-12-01,Algarve,2554969.34,2011,12
2013-07-01,Lisboa e Vale do Tejo,39246541.989999995,2013,7
2013-10-01,Lisboa e Vale do Tejo,36969830.86,2013,10
2016-01-01,Alentejo,2687096.5599999996,2016,1
2016-07-01,Centro,15546849.169999998,2016,7
2016-10-01,Algarve,2805019.4,2016,10
2018-04-01,Centro,17584232.65,2018,4
2018-08-01,Norte,36118924.15,2018,8
2019-10-01,Centro,19463427.02,2019,10
2019-12-01,Centro,15181345.68,2019,12
2022-03-01,Alentejo,3953658.27,2022,3
2022-08-01,Lisboa e Vale do Tejo,66978314.429999635,2022,8
2023-12-01,Algarve,4294198.990000001,2023,12
2024-07-01,Centro,34405130.3500001,2024,7
2024-11-01,Algarve,3751555.159999998,2024,11
2011-07-01,Alentejo,2676939.9,2011,7
2011-10-01,Norte,26536575.160000004,2011,10
2011-11-01,Lisboa e Vale do Tejo,41682966.04,2011,11
2012-01-01,Alentejo,2934224.39,2012,1
2012-05-01,Lisboa e Vale do Tejo,41921676.43,2012,5
2012-10-01,Centro,15001663.160000002,2012,10
2013-09-01,Lisboa e Vale do Tejo,34813325.11,2013,9
2013-09-01,Norte,22529447.74000001,2013,9
2014-04-01,Alentejo,2550727.0000000014,2014,4
2014-05-01,Norte,25737917.760000013,2014,5
2014-11-01,Centro,13160595.529999992,2014,11
2014-11-01,Norte,22970187.63,2014,11
2014-12-01,Alentejo,2829277.37,2014,12
2015-03-01,Alentejo,2786330.2199999997,2015,3
2015-06-01,Norte,23686888.03,2015,6
2015-12-01,Lisboa e Vale do Tejo,52307142.58,2015,12
2016-01-01,Norte,33112388.90000001,2016,1
2016-03-01,Algarve,3692987.69,2016,3
2017-03-01,Alentejo,3431921.14,2017,3
2018-05-01,Centro,18477261.39,2018,5
2018-06-01,Algarve,4221540.18,2018,6
2018-09-01,Alentejo,3034054.24,2018,9
2020-03-01,Lisboa e Vale do Tejo,55518072.25,2020,3
2021-07-01,Alentejo,3767850.26,2021,7
2021-08-01,Algarve,4793998.94,2021,8
2022-08-01,Norte,55008783.52,2022,8
2022-11-01,Centro,27811447.209999938,2022,11
2011-01-01,Norte,27976760.680000003,2011,1
2011-10-01,Algarve,2916400.13,2011,10
2011-12-01,Alentejo,2662510.56,2011,12
2012-02-01,Lisboa e Vale do Tejo,39204672.260000005,2012,2
2012-08-01,Norte,26140427.869999997,2012,8
2013-01-01,Centro,14426059.35,2013,1
2013-02-01,Norte,23700675.73,2013,2
2013-11-01,Algarve,2544927.08,2013,11
2013-11-01,Norte,24866523.55,2013,11
2013-12-01,Alentejo,2491386.87,2013,12
2013-12-01,Norte,20673018.64,2013,12
2014-03-01,Centro,13458686.279999996,2014,3
2015-05-01,Norte,29370326.17,2015,5
2015-07-01,Alentejo,3952488.8200000008,2015,7
2015-08-01,Algarve,4424362.09,2015,8
2015-12-01,Centro,18629486.01,2015,12
2016-02-01,Alentejo,2861776.9000000004,2016,2
2016-07-01,Alentejo,3143869.37,2016,7
2016-08-01,Norte,29281122.42,2016,8
2016-09-01,Norte,31743506.37999999,2016,9
2016-10-01,Norte,28186539.029999983,2016,10
2017-01-01,Centro,17636017.689999998,2017,1
2017-07-01,Lisboa e Vale do Tejo,49327305.06,2017,7
2017-10-01,Algarve,3669857.86,2017,10
2017-11-01,Norte,33950164.12999999,2017,11
2018-03-01,Algarve,4606181.05,2018,3
2018-08-01,Lisboa e Vale do Tejo,47562247.27,2018,8
2018-12-01,Alentejo,3140732.71,2018,12
2019-04-01,Alentejo,3075056.46,2019,4
2020-11-01,Lisboa e Vale do Tejo,51220432.05,2020,11
2020-04-01,Alentejo,2937375.57,2020,4
2020-07-01,Algarve,2735356.07,2020,7
2021-08-01,Centro,21950182.83,2021,8
2022-04-01,Norte,48516619.779999785,2022,4
2023-01-01,Algarve,5661075.329999998,2023,1
2022-05-01,Algarve,4592916.969999997,2022,5
2023-09-01,Algarve,4016841.0199999986,2023,9
2021-07-01,Algarve,3801319.31,2021,7
2023-07-01,Algarve,5179026.190000002,2023,7
2023-09-01,Alentejo,4865308.339999997,2023,9
2011-06-01,Norte,25346502.94,2011,6
2011-10-01,Lisboa e Vale do Tejo,39599581.88,2011,10
2012-04-01,Centro,13086764.24,2012,4
2012-08-01,Alentejo,2756917.1,2012,8
2012-10-01,Alentejo,2937089.04,2012,10
2012-12-01,Lisboa e Vale do Tejo,37692366.18,2012,12
2013-04-01,Lisboa e Vale do Tejo,40164544.11999999,2013,4
2015-09-01,Norte,28276559.679999992,2015,9
2016-03-01,Norte,29654022.55999999,2016,3
2016-05-01,Algarve,3280580.34,2016,5
2016-07-01,Algarve,3523277.2,2016,7
2017-02-01,Norte,32336075.710000023,2017,2
2017-12-01,Alentejo,2878075.04,2017,12
2018-08-01,Algarve,4423281.27,2018,8
2019-01-01,Centro,20320220.49,2019,1
2019-01-01,Norte,39400796.78,2019,1
2019-02-01,Lisboa e Vale do Tejo,45946000.4,2019,2
2019-04-01,Centro,19428920.28,2019,4
2019-05-01,Norte,42680352.42,2019,5
2020-07-01,Lisboa e Vale do Tejo,56657617.78,2020,7
2020-09-01,Lisboa e Vale do Tejo,50641742.6,2020,9
2020-11-01,Norte,44026672.86,2020,11
2020-12-01,Alentejo,3590752.65,2020,12
2021-01-01,Lisboa e Vale do Tejo,51806860.46,2021,1
2021-02-01,Alentejo,3353322.83,2021,2
2021-03-01,Algarve,4826844.28,2021,3
2021-06-01,Lisboa e Vale do Tejo,56006245.56,2021,6
2021-08-01,Alentejo,3717166.7,2021,8
2022-02-01,Alentejo,3514627.679999992,2022,2
2022-05-01,Norte,59426477.239999935,2022,5
2022-12-01,Algarve,1209594.3100000012,2022,12
2022-12-01,Norte,12466878.36,2022,12
2023-01-01,Alentejo,4616836.780000003,2023,1
2024-01-01,Norte,72642682.61999986,2024,1
2024-10-01,Algarve,6617118.630000001,2024,10
2024-11-01,Alentejo,5418716.719999999,2024,11
