tempo,periodoformat2,regiao,instituicao,localizacao_geografica,urgencias_geral,total_urgencias,ano,mes
2015-03-01,2015/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",25446,38307,2015,3
2015-03-01,2015/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",28704,44904,2015,3
2015-03-01,2015/03/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",21740,40768,2015,3
2015-03-01,2015/03/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",27704,41574,2015,3
2015-03-01,2015/03/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",18713,31069,2015,3
2015-04-01,2015/04/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",46469,64611,2015,4
2015-04-01,2015/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",37363,48149,2015,4
2015-04-01,2015/04/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",51416,81722,2015,4
2015-04-01,2015/04/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",42540,56609,2015,4
2015-05-01,2015/05/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",21345,30484,2015,5
2015-05-01,2015/05/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",37842,47509,2015,5
2015-05-01,2015/05/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",58297,80872,2015,5
2015-05-01,2015/05/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",33477,58004,2015,5
2015-05-01,2015/05/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",60067,84460,2015,5
2015-05-01,2015/05/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",33607,52742,2015,5
2015-05-01,2015/05/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",36420,54309,2015,5
2015-05-01,2015/05/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",53313,70887,2015,5
2015-05-01,2015/05/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",46612,69867,2015,5
2015-05-01,2015/05/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",46345,46345,2015,5
2015-06-01,2015/06/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",25724,36376,2015,6
2015-06-01,2015/06/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",41766,48193,2015,6
2015-06-01,2015/06/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",69836,96256,2015,6
2015-06-01,2015/06/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",63658,90640,2015,6
2015-06-01,2015/06/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",51029,75872,2015,6
2015-06-01,2015/06/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",56573,87883,2015,6
2015-06-01,2015/06/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",56423,72202,2015,6
2015-06-01,2015/06/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",42977,80493,2015,6
2015-06-01,2015/06/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",37114,37114,2015,6
2015-07-01,2015/07/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",56937,56937,2015,7
2015-07-01,2015/07/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",30444,42873,2015,7
2015-07-01,2015/07/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",49708,60630,2015,7
2015-07-01,2015/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",59790,88207,2015,7
2015-07-01,2015/07/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",50606,93770,2015,7
2015-07-01,2015/07/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",104528,149498,2015,7
2015-07-01,2015/07/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",75397,99286,2015,7
2015-07-01,2015/07/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",44651,72108,2015,7
2015-08-01,2015/08/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",58361,72529,2015,8
2015-08-01,2015/08/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",128423,188034,2015,8
2015-08-01,2015/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",65868,93751,2015,8
2015-08-01,2015/08/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",86568,113139,2015,8
2015-08-01,2015/08/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",51445,81798,2015,8
2015-08-01,2015/08/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",32132,44183,2015,8
2015-09-01,2015/09/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",64739,80301,2015,9
2015-09-01,2015/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",62082,102672,2015,9
2015-09-01,2015/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",84910,106653,2015,9
2015-09-01,2015/09/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",90907,145533,2015,9
2015-09-01,2015/09/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",61162,93044,2015,9
2015-09-01,2015/09/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",57889,91407,2015,9
2015-09-01,2015/09/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",100783,121476,2015,9
2015-10-01,2015/10/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",45572,60983,2015,10
2015-10-01,2015/10/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",101754,137270,2015,10
2015-10-01,2015/10/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",43851,60759,2015,10
2015-10-01,2015/10/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",68474,104694,2015,10
2015-10-01,2015/10/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",149241,212830,2015,10
2015-10-01,2015/10/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",100273,113547,2015,10
2015-10-01,2015/10/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",124254,168343,2015,10
2015-10-01,2015/10/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",111494,161070,2015,10
2015-10-01,2015/10/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",64622,71620,2015,10
2015-11-01,2015/11/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",48437,67105,2015,11
2015-11-01,2015/11/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",49941,67107,2015,11
2015-11-01,2015/11/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",75741,126420,2015,11
2015-11-01,2015/11/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",75573,115879,2015,11
2015-11-01,2015/11/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",74779,114713,2015,11
2015-11-01,2015/11/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",79390,115520,2015,11
2015-11-01,2015/11/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",66976,66976,2015,11
2015-11-01,2015/11/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",98409,98409,2015,11
2015-12-01,2015/12/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",81362,93262,2015,12
2015-12-01,2015/12/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",257885,350414,2015,12
2015-12-01,2015/12/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",83790,102122,2015,12
2015-12-01,2015/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",113642,143595,2015,12
2015-12-01,2015/12/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",77287,85696,2015,12
2016-01-01,2016/01/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",7462,8742,2016,1
2016-01-01,2016/01/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",10627,15651,2016,1
2016-01-01,2016/01/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",4360,5960,2016,1
2016-01-01,2016/01/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",10773,14582,2016,1
2016-01-01,2016/01/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",6145,6145,2016,1
2016-01-01,2016/01/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",12805,15422,2016,1
2016-01-01,2016/01/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",4278,5674,2016,1
2016-02-01,2016/02/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",8829,12629,2016,2
2016-02-01,2016/02/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",40370,56262,2016,2
2016-02-01,2016/02/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",20701,29489,2016,2
2016-02-01,2016/02/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",14680,27943,2016,2
2016-02-01,2016/02/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",30647,45253,2016,2
2016-02-01,2016/02/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",25898,41970,2016,2
2016-02-01,2016/02/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",12015,12015,2016,2
2016-03-01,2016/03/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",21881,27397,2016,3
2016-03-01,2016/03/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",20621,23784,2016,3
2016-03-01,2016/03/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",14403,19739,2016,3
2016-03-01,2016/03/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",36559,52039,2016,3
2016-03-01,2016/03/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",48553,73251,2016,3
2016-03-01,2016/03/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",12768,16957,2016,3
2016-03-01,2016/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",25053,36672,2016,3
2016-03-01,2016/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",26202,39464,2016,3
2016-03-01,2016/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",21336,36577,2016,3
2016-03-01,2016/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",30832,47059,2016,3
2016-03-01,2016/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",39085,55412,2016,3
2016-03-01,2016/03/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",38957,46878,2016,3
2016-03-01,2016/03/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",20324,31563,2016,3
2016-03-01,2016/03/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",34708,51363,2016,3
2016-04-01,2016/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",39277,51117,2016,4
2016-04-01,2016/04/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",29783,56141,2016,4
2016-04-01,2016/04/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",30869,53254,2016,4
2016-04-01,2016/04/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",40906,46201,2016,4
2016-04-01,2016/04/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",44700,60489,2016,4
2016-04-01,2016/04/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",51429,61520,2016,4
2016-04-01,2016/04/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",46587,68915,2016,4
2016-05-01,2016/05/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",36111,45665,2016,5
2016-05-01,2016/05/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",41488,41488,2016,5
2016-05-01,2016/05/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",34079,39443,2016,5
2016-05-01,2016/05/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",53018,74714,2016,5
2016-05-01,2016/05/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",82194,123046,2016,5
2016-05-01,2016/05/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",21793,31195,2016,5
2016-05-01,2016/05/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",37011,45908,2016,5
2016-05-01,2016/05/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",21405,28404,2016,5
2016-05-01,2016/05/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",64165,76452,2016,5
2016-05-01,2016/05/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",34417,53694,2016,5
2016-05-01,2016/05/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",58836,86840,2016,5
2016-06-01,2016/06/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",42799,54186,2016,6
2016-06-01,2016/06/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",49614,49614,2016,6
2016-06-01,2016/06/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",72910,102377,2016,6
2016-06-01,2016/06/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",82175,130687,2016,6
2016-06-01,2016/06/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",77422,106896,2016,6
2016-07-01,2016/07/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",33264,45343,2016,7
2016-07-01,2016/07/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",30288,39545,2016,7
2016-07-01,2016/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",61574,91427,2016,7
2016-07-01,2016/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",73733,108679,2016,7
2016-07-01,2016/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",94117,130978,2016,7
2016-07-01,2016/07/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",112349,160822,2016,7
2016-07-01,2016/07/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",91188,124610,2016,7
2016-08-01,2016/08/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",54786,62709,2016,8
2016-08-01,2016/08/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",82619,117229,2016,8
2016-08-01,2016/08/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",0,0,2016,8
2016-08-01,2016/08/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",59460,72741,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",67218,96301,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",101479,172736,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",108133,149343,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",83324,136246,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",57157,87499,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",128286,182248,2016,8
2016-09-01,2016/09/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",63937,80218,2016,9
2016-09-01,2016/09/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",95558,130344,2016,9
2016-09-01,2016/09/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",40963,56290,2016,9
2016-09-01,2016/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",96764,139513,2016,9
2016-09-01,2016/09/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",68004,122743,2016,9
2016-09-01,2016/09/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",101358,133500,2016,9
2016-09-01,2016/09/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",55806,55806,2016,9
2016-09-01,2016/09/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",108582,155690,2016,9
2016-09-01,2016/09/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",60704,67865,2016,9
2016-10-01,2016/10/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",223810,301930,2016,10
2016-10-01,2016/10/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",70379,114818,2016,10
2016-10-01,2016/10/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",140566,217723,2016,10
2016-10-01,2016/10/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",61990,61990,2016,10
2016-10-01,2016/10/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",101562,146909,2016,10
2016-11-01,2016/11/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",51339,68585,2016,11
2016-11-01,2016/11/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",47307,60965,2016,11
2016-11-01,2016/11/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",137958,235924,2016,11
2016-11-01,2016/11/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",113594,186718,2016,11
2016-11-01,2016/11/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",88440,148992,2016,11
2016-11-01,2016/11/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",82168,117985,2016,11
2016-11-01,2016/11/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",131368,189470,2016,11
2016-11-01,2016/11/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",102979,102979,2016,11
2016-12-01,2016/12/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",87072,109359,2016,12
2016-12-01,2016/12/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",126963,173493,2016,12
2016-12-01,2016/12/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",86964,106123,2016,12
2016-12-01,2016/12/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",52023,67300,2016,12
2016-12-01,2016/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",120255,153872,2016,12
2016-12-01,2016/12/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",124622,206099,2016,12
2016-12-01,2016/12/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",85134,140995,2016,12
2016-12-01,2016/12/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",190628,272830,2016,12
2016-12-01,2016/12/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",167833,262421,2016,12
2016-12-01,2016/12/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",127297,143679,2016,12
2016-12-01,2016/12/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",154935,182273,2016,12
2016-12-01,2016/12/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",113206,113206,2016,12
2017-01-01,2017/01/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",12184,16639,2017,1
2017-01-01,2017/01/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",10492,14180,2017,1
2017-01-01,2017/01/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",4618,6470,2017,1
2017-01-01,2017/01/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",7842,9600,2017,1
2017-01-01,2017/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",10409,15574,2017,1
2017-01-01,2017/01/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",6911,10867,2017,1
2017-01-01,2017/01/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",13170,21110,2017,1
2017-01-01,2017/01/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",9308,13761,2017,1
2017-01-01,2017/01/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",4188,5733,2017,1
2017-02-01,2017/02/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",38825,53347,2017,2
2017-02-01,2017/02/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",31072,46116,2017,2
2017-02-01,2017/02/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",19993,29917,2017,2
2017-02-01,2017/02/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",18793,23956,2017,2
2017-02-01,2017/02/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",15474,26284,2017,2
2017-02-01,2017/02/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",25442,40654,2017,2
2017-02-01,2017/02/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",12420,13898,2017,2
2017-02-01,2017/02/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",22395,26821,2017,2
2017-03-01,2017/03/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",19089,21923,2017,3
2017-03-01,2017/03/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",11879,16748,2017,3
2017-03-01,2017/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",28866,36754,2017,3
2017-03-01,2017/03/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",30088,50617,2017,3
2017-03-01,2017/03/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",21176,35180,2017,3
2017-03-01,2017/03/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",23809,40415,2017,3
2017-03-01,2017/03/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",39693,63321,2017,3
2017-03-01,2017/03/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",35427,48866,2017,3
2017-04-01,2017/04/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",47781,64333,2017,4
2017-04-01,2017/04/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",17161,23859,2017,4
2017-04-01,2017/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",34034,50538,2017,4
2017-04-01,2017/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",40726,60188,2017,4
