periodo,regiao,entidade,localizacao_geografica,divida_total_fornecedores_externos,divida_vencida_fornecedores_externos,pagamentos_em_atraso,ano,mes
2018-08-01,Centro,"Centro Hospitalar e Universitário de Coimbra, E. P. E.","40.2191523, -8.4098211",135851197.05,123862114.05,86290670.99,2018,8
2018-08-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, E. P. E.","41.3828711, -8.7589945",6924393.83,5279681.1,3582568.3499999996,2018,8
2018-08-01,Norte,"Centro Hospitalar do Tâmega e Sousa, E. P. E.","41.2494561, -8.264901",21916006.15,15810299.81,9049498.31,2018,8
2018-08-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",114711.17,84814.97,0.0,2018,8
2018-08-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, E. P. E.","38.7422257, -9.2264834",62283177.71,47715073.21,32375913.39,2018,8
2018-08-01,Centro,Hospital José Luciano de Castro - Anadia,"40.442326, -8.441689",,,,2018,8
2018-08-01,Serviços Centrais,Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa,"38.7643827, -9.1663422",654297.0,125652.0,0.0,2018,8
2018-08-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E. P. E.","38.014123, -7.8721227",13304957.32,8379317.949999999,3384873.6399999997,2018,8
2018-08-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E. P. E.","39.3003425, -7.4263845",7065662.01,3495887.88,-53722.950000000186,2018,8
2018-09-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, E. P. E.","38.7396768, -9.1634516",53458470.669999994,40923285.77,24456785.469999995,2018,9
2018-09-01,Algarve,Administração Regional de Saúde do Algarve,"37.0272677, -7.9490091",10977662.62,112685.28999999998,14361.919999999984,2018,9
2018-09-01,Centro,"Centro Hospitalar Universitário Cova da Beira, E. P. E.","40.2804158, -7.4922407",21461411.59,17555122.89,13296537.85,2018,9
2018-09-01,Norte,"Centro Hospitalar Universitário de São João, E. P. E.","41.1831056, -8.6010558",47109320.86,16768092.41,3401763.33,2018,9
2018-09-01,Centro,"Centro Hospitalar do Baixo Vouga, E. P. E.","40.6362453, -8.6543716",44178921.19,35756131.349999994,27477349.969999995,2018,9
2018-09-01,Norte,"Centro Hospitalar Universitário do Porto, E. P. E.","41.1472498, -8.6172617",141237539.12,91239309.98,45576449.720000006,2018,9
2018-09-01,Centro,"Centro Hospitalar e Universitário de Coimbra, E. P. E.","40.2191523, -8.4098211",139479627.35,128719831.9,91872424.68,2018,9
2018-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, E. P. E.","39.478072, -8.5404429",34864121.09,29952669.46,22523125.54,2018,9
2018-09-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, E. P. E.","41.3828711, -8.7589945",7322280.77,5897982.52,4262073.2299999995,2018,9
2018-09-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",246584.0,56243.0,47504.0,2018,9
2018-09-01,Norte,"Unidade Local de Saúde do Nordeste, E. P. E.","41.8056532, -6.7888197",20989469.77,15534922.09,10150273.37,2018,9
2018-09-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E. P. E.","39.3003425, -7.4263845",7557533.49,3512365.57,86727.95999999996,2018,9
2018-10-01,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P","38.759209, -9.148981",66655.42,35325.35,0.0,2018,10
2018-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, E. P. E.","38.6554005, -9.0592392",31615849.139999997,24713207.979999997,17127404.939999998,2018,10
2018-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, E. P. E.","38.7166948, -9.1371248",145525398.38,119756304.54,93532066.02,2018,10
2018-10-01,Norte,"Centro Hospitalar Médio Ave, E. P. E.","41.3423984, -8.4802503",13924184.72,12886097.99,10018939.27,2018,10
2018-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, E. P. E.","39.4054629, -9.1258493",8089280.0,6455758.0,3717802.0,2018,10
2018-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, E. P. E.","38.7500861, -9.1616116",271977298.15999997,199284696.93,146900954.79999998,2018,10
2018-10-01,Centro,"Centro Hospitalar Tondela-Viseu, E. P. E.","40.516364, -8.0827433",24481469.06,19854175.3,7910491.07,2018,10
2018-10-01,Serviços Centrais,"Instituto Português Do Sangue e Da Transplantação, IP","38.7567758, -9.1505021",4080182.53,1680748.0599999998,1169190.65,2018,10
2018-10-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E. P. E.","38.014123, -7.8721227",20229797.23,15036808.45,10070723.12,2018,10
2018-11-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, E. P. E.","38.7396768, -9.1634516",53686294.18,40809866.67,26887575.82,2018,11
2018-11-01,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P","38.759209, -9.148981",73987.38,61419.47,0.0,2018,11
2018-11-01,Norte,"Hospital da Senhora da Oliveira Guimarães, E. P. E.","41.4387173, -8.3086907",22961136.38,20322244.44,11086564.439999998,2018,11
2018-11-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, E. P. E.","39.2410946, -8.6937515",35061558.58,34177575.94,26620421.769999996,2018,11
2018-11-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, E. P. E. - Almada","38.6658713, -9.1822554",48901653.05,35554059.6,18827870.270000003,2018,11
2018-11-01,Centro,Hospital José Luciano de Castro - Anadia,"40.442326, -8.441689",,,,2018,11
2018-11-01,Serviços Centrais,Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa,"38.7643827, -9.1663422",349880.0,109589.0,0.0,2018,11
2018-11-01,Serviços Centrais,"Instituto Português Do Sangue e Da Transplantação, IP","38.7567758, -9.1505021",4672944.27,1716094.26,1145946.12,2018,11
2018-12-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, E. P. E.","38.7396768, -9.1634516",39433038.26,28111968.18,12241227.78,2018,12
2018-12-01,Centro,"Centro Hospitalar de Leiria, E. P. E.","39.7414812, -8.7982706",9412612.66,3030145.6199999996,510213.0499999998,2018,12
2018-12-01,Norte,"Centro Hospitalar Médio Ave, E. P. E.","41.3423984, -8.4802503",9451415.69,8072886.930000001,6158088.600000001,2018,12
2018-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, E. P. E.","38.7500861, -9.1616116",249684884.96,165700393.67,112278781.32999998,2018,12
2018-12-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, E. P. E.","41.1094138, -8.5972617",54672627.38000001,46214428.720000006,27492986.510000005,2018,12
2018-12-01,Norte,"Instituto Português de Oncologia do Porto, E. P. E.","41.1785642, -8.6062881",15765468.23,6999584.96,2427532.2699999996,2018,12
2018-12-01,Norte,"Unidade Local de Saúde de Matosinhos, E. P. E.","41.1794456, -8.6745115",26860248.96,18946453.130000003,7673986.730000002,2018,12
2019-01-01,Centro,Administração Regional de Saúde do Centro,"40.2038123, -8.4216163",53662812.09,13019506.55,60132.81000000052,2019,1
2019-01-01,Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,"38.7490049, -9.1417844",89337109.05,1667651.59,150067.25,2019,1
2019-01-01,Centro,"Centro Hospitalar do Baixo Vouga, E. P. E.","40.6362453, -8.6543716",33621910.550000004,26500822.17,18955952.37,2019,1
2019-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, E. P. E.","38.7500861, -9.1616116",248937889.5,175290728.5,124483168.35,2019,1
2019-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",259475.73,193184.73,123441.72999999998,2019,1
2019-01-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, E. P. E.","41.1094138, -8.5972617",56892351.78999999,47383727.879999995,28085552.43999999,2019,1
2019-01-01,Norte,"Hospital de Magalhães Lemos, E. P. E.","41.1764649, -8.6649823",275191.0,-11135.0,0.0,2019,1
2019-01-01,Centro,"Hospital Distrital Figueira da Foz, E. P. E.","40.117897, -8.8586755",2781450.46,932227.96,139664.15999999992,2019,1
2019-01-01,Alentejo,"Hospital Espírito Santo de Évora, E. P. E.","38.5684861, -7.9032848",17310688.8,10201359.52,2332838.9700000016,2019,1
2019-01-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, E. P. E. - Almada","38.6658713, -9.1822554",31338998.56,17586122.56,3488486.4899999984,2019,1
2019-01-01,Serviços Centrais,Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa,"38.7643827, -9.1663422",1205526.22,130327.24,0.0,2019,1
2019-01-01,Centro,"Instituto Português de Oncologia de Coimbra, E. P. E.","40.2162514, -8.4103814",4498634.05,0.0,0.0,2019,1
2019-01-01,Norte,"Unidade Local de Saúde de Matosinhos, E. P. E.","41.1794456, -8.6745115",26459555.53,19910635.04,7325813.01,2019,1
2019-02-01,Alentejo,Administração Regional de Saúde do Alentejo,"38.5658579, -7.9136262",8041811.53,119646.0,6342.639999999999,2019,2
2019-02-01,Norte,Administração Regional de Saúde do Norte,"41.1576321, -8.6066408",97863029.05,5105791.010000001,706210.7400000012,2019,2
2019-02-01,Norte,"Hospital da Senhora da Oliveira Guimarães, E. P. E.","41.4387173, -8.3086907",21838807.46,17100738.04,8608540.5,2019,2
2019-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, E. P. E.","38.6554005, -9.0592392",17746150.029999997,4685106.409999999,703961.1499999994,2019,2
2019-02-01,Centro,"Centro Hospitalar do Baixo Vouga, E. P. E.","40.6362453, -8.6543716",29339253.33,24669403.31,15760153.78,2019,2
2019-02-01,Norte,"Centro Hospitalar Médio Ave, E. P. E.","41.3423984, -8.4802503",10408657.05,8749209.9,6193881.0,2019,2
2019-02-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, E. P. E.","41.1094138, -8.5972617",55284835.34,44980922.41,24054540.4,2019,2
2019-02-01,Alentejo,"Hospital Espírito Santo de Évora, E. P. E.","38.5684861, -7.9032848",17515767.6,11185064.22,2516327.16,2019,2
2019-02-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, E. P. E.","38.7422257, -9.2264834",41688772.510000005,33599770.31,17222670.35,2019,2
2019-02-01,Norte,"Hospital Distrital S.Maria Maior, E. P. E. - Barcelos","41.5324234, -8.6171561",2698439.54,1322414.84,135673.84000000008,2019,2
2019-02-01,Serviços Centrais,Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa,"38.7643827, -9.1663422",1200194.0,178878.0,0.0,2019,2
2019-02-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E. P. E.","39.3003425, -7.4263845",5855117.6,2544363.3899999997,54999.62999999989,2019,2
2019-02-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E. P. E.","38.0162314, -8.6956768",3832309.0,112269.0,-7399.0,2019,2
2019-03-01,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P","38.759209, -9.148981",95133.76,94703.8,0.0,2019,3
2019-03-01,Algarve,Administração Regional de Saúde do Algarve,"37.0272677, -7.9490091",6796443.73,9968.65,15604.4,2019,3
2019-03-01,Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,"38.7490049, -9.1417844",94634104.52,5261618.85,708646.0,2019,3
2019-03-01,Centro,"Centro Hospitalar do Baixo Vouga, E. P. E.","40.6362453, -8.6543716",30793049.1,25183746.86,17177080.14,2019,3
2019-03-01,Norte,"Centro Hospitalar Universitário do Porto, E. P. E.","41.1472498, -8.6172617",122871845.46,75473419.93,28978449.53000001,2019,3
2019-03-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, E. P. E.","41.3031784, -7.7515252",36446315.89,28557170.76,17023013.94,2019,3
2019-03-01,Centro,Hospital José Luciano de Castro - Anadia,"40.442326, -8.441689",,,,2019,3
2019-03-01,Norte,"Hospital da Senhora da Oliveira Guimarães, E. P. E.","41.4387173, -8.3086907",26163148.35,21790295.770000003,9562088.900000004,2019,3
2019-03-01,Norte,"Hospital Distrital S.Maria Maior, E. P. E. - Barcelos","41.5324234, -8.6171561",2834386.96,1486891.79,187627.99,2019,3
2019-03-01,Centro,"Unidade Local de Saúde da Guarda, E. P. E.","40.5309916, -7.2734793",21041361.97,13569783.89,8101396.52,2019,3
2019-04-01,Norte,"Centro Hospitalar Universitário de São João, E. P. E.","41.1831056, -8.6010558",47093424.49,14019166.61,-5943.529999999329,2019,4
2019-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, E. P. E.","38.5283754, -8.8818638",44755164.0,38950375.0,28597370.0,2019,4
2019-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, E. P. E.","38.7500861, -9.1616116",244702541.43,183887841.3,121403097.71999998,2019,4
2019-04-01,Norte,"Centro Hospitalar do Tâmega e Sousa, E. P. E.","41.2494561, -8.264901",17062623.15,9637336.38,3680966.6099999994,2019,4
2019-04-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, E. P. E.","39.2410946, -8.6937515",11648969.45,11493801.89,9531580.05,2019,4
2019-04-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, E. P. E.","38.7422257, -9.2264834",34769814.65,24406819.119999997,8249476.249999998,2019,4
2019-04-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, E. P. E. - Almada","38.6658713, -9.1822554",36354151.25,19127419.43,5523960.74,2019,4
2019-04-01,Centro,Hospital José Luciano de Castro - Anadia,"40.442326, -8.441689",0.0,0.0,0.0,2019,4
2019-04-01,Serviços Centrais,"Instituto Português Do Sangue e Da Transplantação, IP","38.7567758, -9.1505021",9792206.39,7913268.19,511279.79,2019,4
2019-04-01,Norte,"Unidade Local de Saúde de Matosinhos, E. P. E.","41.1794456, -8.6745115",26554637.130000003,18311685.500000004,5925423.180000003,2019,4
2019-04-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E. P. E.","38.014123, -7.8721227",16101305.73,10890180.0,5128820.06,2019,4
2019-05-01,Algarve,Administração Regional de Saúde do Algarve,"37.0272677, -7.9490091",5941320.489999999,343962.93000000005,14179.19000000006,2019,5
2019-05-01,Norte,"Hospital da Senhora da Oliveira Guimarães, E. P. E.","41.4387173, -8.3086907",30636689.369999997,24919200.88,15428372.34,2019,5
2019-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, E. P. E.","38.708454, -9.216985",93264606.29999998,72449892.05999999,45089524.69999999,2019,5
2019-05-01,Norte,"Centro Hospitalar Universitário de São João, E. P. E.","41.1831056, -8.6010558",49419397.56,15574688.63,3666.849999999627,2019,5
2019-05-01,Norte,"Centro Hospitalar Universitário do Porto, E. P. E.","41.1472498, -8.6172617",137036926.44,81448997.42,35050195.25,2019,5
2019-05-01,Centro,"Centro Hospitalar e Universitário de Coimbra, E. P. E.","40.2191523, -8.4098211",156012240.82,136024399.31,97029175.03,2019,5
2019-05-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, E. P. E.","40.9293884, -8.5458794",15831993.489999998,9605046.88,2953104.089999999,2019,5
2019-05-01,Norte,"Centro Hospitalar do Tâmega e Sousa, E. P. E.","41.2494561, -8.264901",19506793.64,12135049.66,5037726.98,2019,5
2019-05-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, E. P. E. - Almada","38.6658713, -9.1822554",36656771.739999995,21316391.799999997,6210713.129999997,2019,5
2019-05-01,Centro,"Instituto Português de Oncologia de Coimbra, E. P. E.","40.2162514, -8.4103814",4834930.6,0.0,0.0,2019,5
2019-06-01,Alentejo,"Hospital Espírito Santo de Évora, E. P. E.","38.5684861, -7.9032848",13212681.26,7943746.84,1224812.7800000005,2019,6
2019-06-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E. P. E.","39.3003425, -7.4263845",8663667.93,4884699.739999999,988624.2599999992,2019,6
2019-06-01,Centro,"Centro Hospitalar de Leiria, E. P. E.","39.7414812, -8.7982706",8497879.19,3657386.1,141480.44999999972,2019,6
2019-06-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",15269.479999999998,15269.479999999998,4261.3499999999985,2019,6
2019-06-01,Centro,"Hospital Distrital Figueira da Foz, E. P. E.","40.117897, -8.8586755",4517901.81,2825188.26,813336.5799999998,2019,6
2019-06-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",723069.0,565008.0,128066.0,2019,6
2019-06-01,Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,"38.7490049, -9.1417844",96947677.17,5138695.999999999,1897331.4699999993,2019,6
2019-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, E. P. E.","38.708454, -9.216985",87046623.53999999,68447907.25999999,47729970.92999999,2019,6
2019-06-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, E. P. E.","38.7422257, -9.2264834",34917059.02,23676137.92,8843309.500000002,2019,6
2019-06-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",589621.0,63246.0,19611.0,2019,6
2019-06-01,Norte,"Centro Hospitalar Universitário do Porto, E. P. E.","41.1472498, -8.6172617",112684344.27,54500538.55,14866118.739999996,2019,6
2019-06-01,Norte,"Hospital de Magalhães Lemos, E. P. E.","41.1764649, -8.6649823",632245.0,-15323.0,0.0,2019,6
2019-07-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",23363986.0,18108542.0,4453357.0,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, E. P. E.","38.5283754, -8.8818638",48249375.24,41784481.89,29890400.81,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, E. P. E.","39.4054629, -9.1258493",12755035.0,8690012.0,5043319.0,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, E. P. E.","39.478072, -8.5404429",23534071.36,17599545.46,10533505.98,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, E. P. E.","39.2410946, -8.6937515",12026091.22,12063822.15,8084783.470000001,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, E. P. E. - Almada","38.6658713, -9.1822554",41439818.849999994,25837216.069999997,9773933.049999995,2019,7
2019-07-01,Norte,"Unidade Local de Saúde de Matosinhos, E. P. E.","41.1794456, -8.6745115",25461095.14,17344189.810000002,4758393.800000003,2019,7
2019-07-01,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P","38.759209, -9.148981",2836.6099999999997,2415.72,0.0,2019,7
2019-08-01,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P","38.759209, -9.148981",3891.74,3470.85,0.0,2019,8
2019-08-01,Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,"38.7490049, -9.1417844",100725497.39,6652989.24,1985843.09,2019,8
2019-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, E. P. E.","38.5283754, -8.8818638",53269120.55,44149280.45,31907985.14,2019,8
2019-08-01,Centro,"Centro Hospitalar do Baixo Vouga, E. P. E.","40.6362453, -8.6543716",34752614.67,29040313.200000003,20479862.790000003,2019,8
2019-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, E. P. E.","39.4054629, -9.1258493",14915395.0,10360598.0,6260023.0,2019,8
2019-08-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, E. P. E.","41.1094138, -8.5972617",68462891.0,53790455.0,30824814.0,2019,8
2019-08-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, E. P. E.","39.2410946, -8.6937515",14855873.419999998,13474042.259999998,7876212.939999998,2019,8
2019-08-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",474228.85,267785.51,0.0,2019,8
2019-08-01,Centro,"Instituto Português de Oncologia de Coimbra, E. P. E.","40.2162514, -8.4103814",4498740.63,0.0,0.0,2019,8
2019-08-01,Norte,"Instituto Português de Oncologia do Porto, E. P. E.","41.1785642, -8.6062881",27851359.300000004,17394557.400000002,5485841.290000003,2019,8
2019-08-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E. P. E.","38.014123, -7.8721227",18620344.200000003,12662822.47,7076527.390000001,2019,8
2019-08-01,Norte,"Unidade Local de Saúde do Nordeste, E. P. E.","41.8056532, -6.7888197",16590132.079999998,11590079.839999998,5538529.209999998,2019,8
2019-08-01,Alentejo,Unid,,,,,2019,8
