tempo,regiao,instituicao,localizacao_geografica,no_episodios_cirurgicos_ambulat_com_procedimentos_ambulatorizaveis,no_episodios_cirurgicos_ambulat_e_intern_com_proced_ambulatorizaveis,ano,mes
2024-01-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",6.0,25.0,2024,1
2024-01-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",143.0,189.0,2024,1
2024-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",713.0,770.0,2024,1
2024-01-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",752.0,980.0,2024,1
2024-01-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",800.0,894.0,2024,1
2024-01-01,Norte,"Unidade Local de Saúde do Alto Ave, EPE","41.488574, -8.338685",432.0,513.0,2024,1
2024-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",169.0,210.0,2024,1
2024-01-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",258.0,319.0,2024,1
2024-01-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",720.0,769.0,2024,1
2025-01-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",4.0,21.0,2025,1
2025-01-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",33.0,58.0,2025,1
2025-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Arrábida, EPE","38.529351, -8.881073",466.0,492.0,2025,1
2025-01-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",233.0,235.0,2025,1
2025-01-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",1091.0,1184.0,2025,1
2025-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",1050.0,1106.0,2025,1
2025-01-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",390.0,443.0,2025,1
2025-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",343.0,407.0,2025,1
2024-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",1228.0,1389.0,2024,2
2024-02-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",2104.0,2370.0,2024,2
2024-02-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",1573.0,2066.0,2024,2
2024-02-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",535.0,629.0,2024,2
2024-02-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",1146.0,1230.0,2024,2
2024-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",338.0,425.0,2024,2
2024-02-01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",555.0,617.0,2024,2
2025-02-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",955.0,1004.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",450.0,467.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",1105.0,1211.0,2025,2
2025-02-01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",2154.0,2392.0,2025,2
2025-02-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",481.0,485.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",1499.0,1660.0,2025,2
2025-02-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",689.0,790.0,2025,2
2025-02-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",957.0,1070.0,2025,2
2025-02-01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",455.0,539.0,2025,2
2025-02-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",1441.0,1545.0,2025,2
2024-03-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",1100.0,1159.0,2024,3
2024-03-01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",1406.0,1504.0,2024,3
2024-03-01,Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",1564.0,1780.0,2024,3
2024-03-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",3108.0,3502.0,2024,3
2024-03-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",2334.0,2730.0,2024,3
2024-03-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",370.0,452.0,2024,3
2024-03-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",840.0,1015.0,2024,3
2024-03-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",1021.0,1133.0,2024,3
2025-03-01,Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",1232.0,1353.0,2025,3
2025-03-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Lisboa Ocidental, EPE","38.7084, -9.21711",893.0,988.0,2025,3
2025-03-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",2609.0,3372.0,2025,3
2025-03-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",2837.0,2986.0,2025,3
2025-03-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",718.0,820.0,2025,3
2024-04-01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",168.0,535.0,2024,4
2024-04-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",240.0,282.0,2024,4
2024-04-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",1089.0,1275.0,2024,4
2024-04-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",2206.0,2378.0,2024,4
2024-04-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",2456.0,2820.0,2024,4
2024-04-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",4155.0,4676.0,2024,4
2024-04-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",3388.0,4445.0,2024,4
2024-04-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",920.0,969.0,2024,4
2024-04-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",2243.0,2437.0,2024,4
2025-04-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","38.739946, -9.161139",344.0,546.0,2025,4
2025-04-01,Centro,"Unidade Local de Saúde da Cova da Beira, EPE","40.2776794433594, -7.0",685.0,775.0,2025,4
2025-04-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",244.0,284.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",818.0,871.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",1625.0,1720.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",1211.0,1385.0,2025,4
2025-04-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",1875.0,2108.0,2025,4
2025-04-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",467.0,559.0,2025,4
2025-04-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",953.0,1096.0,2025,4
2024-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",1027.0,1209.0,2024,5
2024-05-01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",586.0,850.0,2024,5
2024-05-01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",3270.0,3474.0,2024,5
2024-05-01,Algarve,"Unidade Local de Saúde do Algarve, EPE","37.024668, -7.928949",2132.0,2506.0,2024,5
2024-05-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",1107.0,1170.0,2024,5
2024-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",843.0,1036.0,2024,5
2024-05-01,Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",1389.0,1441.0,2024,5
2024-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",1.0,2.0,2024,5
2024-05-01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",1191.0,1352.0,2024,5
2024-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",1777.0,1957.0,2024,5
2024-05-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",3241.0,3578.0,2024,5
2025-05-01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",606.0,833.0,2025,5
2025-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",2092.0,2222.0,2025,5
2025-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",2501.0,2773.0,2025,5
2025-05-01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",1336.0,1357.0,2025,5
2025-05-01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",2348.0,2462.0,2025,5
2025-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",919.0,1001.0,2025,5
2025-05-01,Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",1332.0,1383.0,2025,5
2025-05-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",1268.0,1334.0,2025,5
2025-05-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",3619.0,3903.0,2025,5
2024-06-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",661.0,901.0,2024,6
2024-06-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",3403.0,3738.0,2024,6
2024-06-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",1293.0,1371.0,2024,6
2024-06-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",765.0,930.0,2024,6
2024-06-01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",1374.0,1562.0,2024,6
2024-06-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",3830.0,4246.0,2024,6
2025-06-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Arrábida, EPE","38.529351, -8.881073",2523.0,2596.0,2025,6
2025-06-01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",3432.0,3564.0,2025,6
2025-06-01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",1648.0,1671.0,2025,6
2025-06-01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",2796.0,2932.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",1783.0,2035.0,2025,6
2025-06-01,Algarve,"Unidade Local de Saúde do Algarve, EPE","37.024668, -7.928949",1444.0,1716.0,2025,6
2025-06-01,Norte,"Unidade Local de Saúde do Alto Ave, EPE","41.488574, -8.338685",2790.0,3320.0,2025,6
2025-06-01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",1293.0,1535.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",1726.0,2010.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",1939.0,2068.0,2025,6
2025-06-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",4354.0,4687.0,2025,6
2024-07-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",15.0,140.0,2024,7
2024-07-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",370.0,443.0,2024,7
2024-07-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Lisboa Ocidental, EPE","38.7084, -9.21711",2730.0,3252.0,2024,7
2024-07-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",6768.0,7559.0,2024,7
2024-07-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",5818.0,7607.0,2024,7
2024-07-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",3668.0,3994.0,2024,7
2024-07-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",889.0,1083.0,2024,7
2024-07-01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",1600.0,1820.0,2024,7
2024-07-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",2446.0,2694.0,2024,7
2025-07-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",731.0,881.0,2025,7
2025-07-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",2844.0,3022.0,2025,7
2025-07-01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",3285.0,3445.0,2025,7
2025-07-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",2068.0,2369.0,2025,7
2025-07-01,Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",3972.0,4507.0,2025,7
2025-07-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",4546.0,5343.0,2025,7
2025-07-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",3354.0,3767.0,2025,7
2025-07-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",1696.0,1765.0,2025,7
2024-08-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",3108.0,3292.0,2024,8
2024-08-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",17.0,159.0,2024,8
2024-08-01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",6992.0,7566.0,2024,8
2024-08-01,Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",4379.0,4913.0,2024,8
2024-08-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",7033.0,7873.0,2024,8
2024-08-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",6459.0,8438.0,2024,8
2024-08-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",5884.0,6901.0,2024,8
2024-08-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",1597.0,1690.0,2024,8
2024-08-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",996.0,1215.0,2024,8
2024-08-01,Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",2173.0,2264.0,2024,8
2025-08-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","38.739946, -9.161139",628.0,961.0,2025,8
2025-08-01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",306.0,842.0,2025,8
2025-08-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",3858.0,4297.0,2025,8
2025-08-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Lisboa Ocidental, EPE","38.7084, -9.21711",2334.0,2506.0,2025,8
2025-08-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",1641.0,1652.0,2025,8
2025-08-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",1248.0,1326.0,2025,8
2025-08-01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",1614.0,1938.0,2025,8
2024-09-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",993.0,1299.0,2024,9
2024-09-01,Algarve,"Unidade Local de Saúde do Algarve, EPE","37.024668, -7.928949",3732.0,4297.0,2024,9
2024-09-01,Norte,"Unidade Local de Saúde do Alto Ave, EPE","41.488574, -8.338685",3034.0,3829.0,2024,9
2024-09-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",4178.0,4568.0,2024,9
2024-09-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",2734.0,3491.0,2024,9
2025-09-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",409.0,461.0,2025,9
2025-09-01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",1084.0,1498.0,2025,9
2025-09-01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",2598.0,2634.0,2025,9
2025-09-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",7593.0,8397.0,2025,9
2025-09-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",2187.0,2634.0,2025,9
2025-09-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",1407.0,1502.0,2025,9
2025-09-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",2167.0,2525.0,2025,9
2024-10-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",478.0,568.0,2024,10
2024-10-01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",9630.0,11102.0,2024,10
2024-10-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",4459.0,4786.0,2024,10
2024-10-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",8039.0,10637.0,2024,10
2024-10-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",2504.0,2881.0,2024,10
2024-10-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",1895.0,1998.0,2024,10
2024-10-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",4641.0,5078.0,2024,10
2024-10-01,Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",2820.0,2928.0,2024,10
2024-10-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",2622.0,2789.0,2024,10
2024-10-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",3076.0,3906.0,2024,10
2024-10-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",2592.0,3098.0,2024,10
2025-10-01,Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",4424.0,4925.0,2025,10
2025-10-01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",2914.0,2954.0,2025,10
2025-10-01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",10220.0,10874.0,2025,10
2025-10-01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",9497.0,10560.0,2025,10
2025-10-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",6208.0,7294.0,2025,10
2025-10-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",4368.0,4882.0,2025,10
2025-10-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",1385.0,1549.0,2025,10
2025-10-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",2808.0,3272.0,2025,10
2025-10-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",3210.0,3401.0,2025,10
2025-10-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",6495.0,7049.0,2025,10
2024-11-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",2214.0,2551.0,2024,11
2024-11-01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",2554.0,2627.0,2024,11
2024-11-01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",10163.0,11100.0,2024,11
2024-11-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",4759.0,5088.0,2024,11
2024-11-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",8996.0,11824.0,2024,11
2024-11-01,Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",6218.0,7011.0,2024,11
2024-11-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",1380.0,1703.0,2024,11
2024-11-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",2854.0,3385.0,2024,11
2024-11-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",7003.0,7720.0,2024,11
2025-11-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",5835.0,6076.0,2025,11
2025-11-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",39.0,301.0,2025,11
2025-11-01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",352.0,938.0,2025,11
2025-11-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",1805.0,1969.0,2025,11
2025-11-01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",5713.0,5860.0,2025,11
2025-11-01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",10302.0,11427.0,2025,11
2025-11-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",2523.0,2540.0,2025,11
2025-11-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",2598.0,3111.0,2025,11
2025-11-01,Algarve,"Unidade Local de Saúde do Algarve, EPE","37.024668, -7.928949",2342.0,2722.0,2025,11
2025-11-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",4825.0,5365.0,2025,11
2025-11-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",3019.0,3523.0,2025,11
2024-12-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",26.0,270.0,2024,12
2024-12-01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",11011.0,12047.0,2024,12
2024-12-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",8671.0,10199.0,2024,12
2024-12-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",3062.0,3509.0,2024,12
2025-12-01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",11655.0,12323.0,2025,12
2025-12-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",8644.0,11068.0,2025,12
2025-12-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",6827.0,7250.0,2025,12
2025-12-01,Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",5172.0,5997.0,2025,12
2025-12-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",7129.0,8314.0,2025,12
2025-12-01,Norte,"Unidade Local de Saúde do Alto Ave, EPE","41.488574, -8.338685",5475.0,6501.0,2025,12
2025-12-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",1525.0,1696.0,2025,12
2025-12-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",2272.0,2351.0,2025,12
2025-12-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",2515.0,2909.0,2025,12
2013-01-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",80.0,114.0,2013,1
2013-01-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",241.0,351.0,2013,1
2013-01-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",53.0,77.0,2013,1
2013-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",591.0,712.0,2013,1
2013-01-01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0.0,0.0,2013,1
2013-01-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",217.0,302.0,2013,1
2013-01-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",255.0,345.0,2013,1
2013-02-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",144.0,216.0,2013,2
2013-02-01,Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",449.0,561.0,2013,2
2013-02-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",50.0,142.0,2013,2
