tempo,regiao,entidade,localizacao_geografica,taxa_de_utilizacao_global_de_consultas_medicas_1_ano,no_utentes_pelo_menos_1_consulta_medicas_presencial_ou_nao_presencial_1_ano,taxa_de_utilizacao_de_consultas_medicas_3_anos,no_utentes_com_pelo_menos_1_consulta_medica_em_3_anos,ano,mes
2016-04-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",52.49129,66012,85.65817,107722,2016,4
2016-04-01,Algarve,ACES Algarve III - Algarve Sotavento,"37.383008, -7.7293275",47.96381,26453,81.23731,44804,2016,4
2016-04-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",48.04565,41510,79.31178,68523,2016,4
2016-04-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",35.43748,69040,65.77645,128147,2016,4
2016-04-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",53.96671,84677,88.97875,139613,2016,4
2016-04-01,Norte,Área dos CSP da ULS Póvoa Varzim / Vila Conde,"41.355519, -8.746653",50.19939,74774,88.17084,131334,2016,4
2016-04-01,Norte,ACES Entre Douro e Vouga II - Aveiro Norte,"40.8472225, -8.4656674",51.13413,59627,87.60816,102159,2016,4
2016-04-01,Norte,Área dos CSP da ULS Alto Minho,"41.7056054, -8.8252713",56.03758,137491,87.99209,215893,2016,4
2016-04-01,Norte,ACES Tâmega I - Baixo Tâmega,"41.2719719, -8.0791631",53.09604,90250,86.82689,147584,2016,4
2016-04-01,Norte,ACES Cávado II - Gerês / Cabreira,"41.6298661, -8.3596897",54.40987,57823,88.3517,93894,2016,4
2016-04-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",46.10182,77434,80.0212,134406,2016,4
2016-05-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.8442031, -7.5826619",60.23735,100247,88.50318,147287,2016,5
2016-05-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",43.62672,104082,72.70449,173454,2016,5
2016-05-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",49.97917,100780,80.5479,162420,2016,5
2016-05-01,Norte,ACES Cávado II - Gerês / Cabreira,"41.6298661, -8.3596897",59.34793,63164,88.64794,94348,2016,5
2016-05-01,Norte,ACES Grande Porto II - Gondomar,"41.1738444, -8.5612238",59.17182,98327,87.29208,145055,2016,5
2016-05-01,Norte,ACES Entre Douro e Vouga I - Feira e Arouca,"40.9263169, -8.5478813",57.3795,89162,86.78036,134848,2016,5
2016-05-01,Norte,ACES Grande Porto VII - Gaia,"41.1278433, -8.580396",55.01713,83642,84.81605,128945,2016,5
2016-05-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",50.93213,85676,80.5292,135463,2016,5
2016-05-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",61.05139,65825,89.08448,96050,2016,5
2016-06-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",60.62289,76069,86.57066,108628,2016,6
2016-06-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.8442031, -7.5826619",63.64902,106059,88.82081,148003,2016,6
2016-06-01,Algarve,ACES Algarve II - Algarve Barlavento,"37.1387554, -8.5445093",46.6568,75626,76.19471,123504,2016,6
2016-06-01,Centro,ACES Pinhal Litoral,"39.7495331, -8.807683",55.15617,146326,82.31924,218388,2016,6
2016-06-01,Centro,Área dos CSP da ULS Região de Aveiro,"40.6405055, -8.6537539",60.02207,230043,85.21489,326598,2016,6
2016-06-01,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",64.83892,84631,89.20207,116431,2016,6
2016-06-01,Centro,ACES Pinhal Interior Sul,"39.7510898, -7.9203657",69.4424,21682,90.69276,28317,2016,6
2016-06-01,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",57.806,103334,85.5113,152860,2016,6
2016-06-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6678522, -9.1875777",51.92904,179325,78.1245,269785,2016,6
2016-06-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",50.12877,116011,76.87295,177904,2016,6
2016-06-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",45.84826,77661,72.76887,123261,2016,6
2016-06-01,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",44.11038,160710,71.57157,260761,2016,6
2016-06-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",43.56414,110429,71.28047,180686,2016,6
2016-06-01,Norte,ACES Tâmega I - Baixo Tâmega,"41.2719719, -8.0791631",61.54601,104683,87.4401,148726,2016,6
2016-06-01,Norte,ACES Grande Porto VI - Porto Oriental,"41.1694498, -8.6126428",58.63775,68510,85.23486,99585,2016,6
2016-06-01,Norte,ACES Grande Porto II - Gondomar,"41.1738444, -8.5612238",62.85383,104541,87.66865,145814,2016,6
2016-06-01,Norte,ACES Tâmega III - Vale do Sousa Norte,"41.2793583, -8.2787457",62.53125,100559,88.94561,143037,2016,6
2016-06-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",64.83644,69906,89.41281,96404,2016,6
2016-06-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",54.61875,92061,80.92695,136404,2016,6
2016-07-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",57.52312,53745,82.71577,77283,2016,7
2016-07-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",62.86281,78901,86.86192,109023,2016,7
2016-07-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",49.01398,117487,73.72602,176722,2016,7
2016-07-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",57.89967,50067,80.65154,69741,2016,7
2016-07-01,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",60.14449,107646,85.79051,153547,2016,7
2016-07-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",52.36807,121385,77.19982,178943,2016,7
2016-07-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",48.10181,81737,73.02692,124091,2016,7
2016-07-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",44.16563,86842,67.02911,131798,2016,7
2016-07-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",64.35926,119454,88.78586,164791,2016,7
2016-07-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",57.23973,96651,81.36545,137388,2016,7
2016-07-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",65.29811,102599,89.93979,141317,2016,7
2016-07-01,Norte,Área dos CSP da ULS Matosinhos,"41.1918541, -8.6590693",63.94453,110257,87.74605,151297,2016,7
2016-07-01,Norte,ACES Cávado II - Gerês / Cabreira,"41.6298661, -8.3596897",65.58644,69904,89.18308,95054,2016,7
2016-07-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",64.43223,47839,86.49373,64219,2016,7
2016-07-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",67.45014,72776,89.69841,96781,2016,7
2016-07-01,Norte,ACES Grande Porto VII - Gaia,"41.1278433, -8.580396",61.11927,93169,85.42358,130218,2016,7
2016-08-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",59.67311,55641,83.20517,77583,2016,8
2016-08-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",60.43245,45137,82.89195,61912,2016,8
2016-08-01,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",59.34062,228443,77.02308,296515,2016,8
2016-08-01,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",62.34772,142073,84.36622,192247,2016,8
2016-08-01,Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras,"38.6914388, -9.3184304",48.41984,116686,73.3273,176710,2016,8
2016-08-01,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",47.93766,175622,72.10656,264166,2016,8
2016-08-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",54.00028,125400,77.44562,179845,2016,8
2016-08-01,Norte,ACES Grande Porto I - Santo Tirso / Trofa,"41.3469246, -8.4822648",67.17199,77896,89.49683,103785,2016,8
2016-08-01,Norte,ACES Grande Porto III - Maia / Valongo,"41.2333945, -8.6187474",64.16858,139104,86.70351,187955,2016,8
2016-08-01,Norte,Área dos CSP da ULS Póvoa Varzim / Vila Conde,"41.355519, -8.746653",64.79194,96862,89.66133,134041,2016,8
2016-09-01,Algarve,ACES Algarve II - Algarve Barlavento,"37.1387554, -8.5445093",53.10826,86738,77.26836,126197,2016,9
2016-09-01,Centro,Área dos CSP da ULS Região de Aveiro,"40.6405055, -8.6537539",67.07334,258121,86.25771,331949,2016,9
2016-09-01,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",61.62087,237501,77.82021,299937,2016,9
2016-09-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",51.97315,89043,73.56369,126033,2016,9
2016-09-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Lezíria,"39.2371689, -8.6908895",63.59848,124681,83.98982,164657,2016,9
2016-09-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",49.61369,127082,72.05155,184555,2016,9
2016-09-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",47.64421,94589,67.5211,134051,2016,9
2016-09-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arco Ribeirinho,"38.6672076, -9.0543329",52.77211,118371,75.16696,168604,2016,9
2016-09-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",56.24952,130887,77.84434,181136,2016,9
2016-09-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",69.00896,128278,89.43385,166245,2016,9
2016-09-01,Norte,"ACES Alto Ave - Guimarães, Vizela e Terras de Basto","41.4417064, -8.1722408",70.96285,191946,91.37226,247151,2016,9
2016-09-01,Norte,Área dos CSP da ULS Matosinhos,"41.1918541, -8.6590693",68.85957,117555,89.30452,152458,2016,9
2016-09-01,Norte,ACES Grande Porto I - Santo Tirso / Trofa,"41.3469246, -8.4822648",69.40108,80558,89.85406,104299,2016,9
2016-09-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",69.68756,124078,89.74777,159795,2016,9
2016-09-01,Norte,ACES Entre Douro e Vouga I - Feira e Arouca,"40.9263169, -8.5478813",68.1142,105906,88.25531,137222,2016,9
2016-10-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",68.69392,86351,87.80548,110375,2016,10
2016-10-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.8442031, -7.5826619",71.85308,120249,89.74031,150184,2016,10
2016-10-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",55.0024,133086,75.24094,182056,2016,10
2016-10-01,Centro,Área dos CSP da ULS Guarda,"40.5353285, -7.2724426",68.23302,104679,86.0984,132087,2016,10
2016-10-01,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",63.52608,245083,78.43385,302597,2016,10
2016-10-01,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",51.97704,191315,72.8298,268069,2016,10
2016-10-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",70.95008,131948,89.73292,166879,2016,10
2016-10-01,Norte,ACES Grande Porto II - Gondomar,"41.1738444, -8.5612238",71.18011,119053,88.72925,148405,2016,10
2016-10-01,Norte,ACES Grande Porto VI - Porto Oriental,"41.1694498, -8.6126428",67.07968,78879,86.34748,101536,2016,10
2016-10-01,Norte,ACES Tâmega III - Vale do Sousa Norte,"41.2793583, -8.2787457",72.68485,116987,90.53687,145720,2016,10
2016-10-01,Norte,ACES Grande Porto I - Santo Tirso / Trofa,"41.3469246, -8.4822648",71.66687,83221,90.22149,104767,2016,10
2016-10-01,Norte,Área dos CSP da ULS Alto Minho,"41.7056054, -8.8252713",73.22293,180351,89.80163,221185,2016,10
2016-10-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",72.24568,113779,90.93016,143205,2016,10
2016-11-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",60.2214,137415,80.21676,183041,2016,11
2016-11-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",69.16126,183933,84.88426,225748,2016,11
2016-11-01,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",76.985,98306,92.3795,117964,2016,11
2016-11-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6678522, -9.1875777",61.6158,214447,79.59252,277013,2016,11
2016-11-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",59.833,138873,78.67609,182608,2016,11
2016-11-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Lezíria,"39.2371689, -8.6908895",67.22209,131518,84.72555,165763,2016,11
2016-11-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",64.0034,129548,82.67312,167337,2016,11
2016-11-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",67.48459,111220,85.52255,140948,2016,11
2016-11-01,Norte,ACES Tâmega III - Vale do Sousa Norte,"41.2793583, -8.2787457",75.46364,120120,91.86561,146228,2016,11
2016-11-01,Norte,ACES Entre Douro e Vouga I - Feira e Arouca,"40.9263169, -8.5478813",72.89415,111703,90.18533,138200,2016,11
2016-12-01,Centro,ACES Pinhal Interior Sul,"39.7510898, -7.9203657",81.88265,24939,94.02436,28637,2016,12
2016-12-01,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",58.99436,212057,75.93955,272967,2016,12
2016-12-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6678522, -9.1875777",63.9788,220279,80.90822,278567,2016,12
2016-12-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",53.83838,105008,70.41217,137334,2016,12
2016-12-01,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",70.05829,158764,86.24507,195446,2016,12
2016-12-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",58.70544,98550,76.48863,128403,2016,12
2016-12-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",74.06608,54583,88.52432,65238,2016,12
2016-12-01,Norte,ACES Tâmega III - Vale do Sousa Norte,"41.2793583, -8.2787457",77.09051,122826,92.15576,146829,2016,12
2016-12-01,Norte,Área dos CSP da ULS Póvoa Varzim / Vila Conde,"41.355519, -8.746653",75.14399,111416,92.53389,137200,2016,12
2016-12-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",76.76629,120183,92.30185,144505,2016,12
2016-12-01,Norte,ACES Grande Porto VII - Gaia,"41.1278433, -8.580396",72.45731,109041,88.92152,133818,2016,12
2017-01-01,Lisboa e Vale do Tejo,ACES Lisboa Central,"38.7306317, -9.1510414",15.36189,42905,65.60626,183235,2017,1
2017-01-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",19.82881,44315,76.30029,170522,2017,1
2017-01-01,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",17.14929,60223,72.4298,254351,2017,1
2017-01-01,Norte,ACES Cávado I - Braga,"41.5518714, -8.4126362",23.34752,43227,86.78988,160688,2017,1
2017-01-01,Norte,"ACES Alto Ave - Guimarães, Vizela e Terras de Basto","41.4417064, -8.1722408",26.56616,71311,89.09279,239150,2017,1
2017-01-01,Norte,Área dos CSP da ULS Póvoa Varzim / Vila Conde,"41.355519, -8.746653",24.02641,35586,87.81395,130063,2017,1
2017-01-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",25.14302,46193,86.61231,159125,2017,1
2017-01-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",26.77899,41704,88.68391,138111,2017,1
2017-01-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",22.04617,36329,81.2126,133827,2017,1
2017-02-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.2967086, -7.4284755",39.80534,45847,85.65351,98654,2017,2
2017-02-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",38.60033,47644,85.16718,105121,2017,2
2017-02-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",27.91227,65387,73.8819,173075,2017,2
2017-02-01,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",41.3371,53119,88.33715,113515,2017,2
2017-02-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",34.85265,29638,79.63146,67717,2017,2
2017-02-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",24.30247,61607,68.99342,174899,2017,2
2017-02-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",30.18506,67591,76.75485,171871,2017,2
2017-02-01,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",24.64075,87435,70.75321,251060,2017,2
2017-02-01,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",34.55505,61829,83.05864,148616,2017,2
2017-02-01,Norte,ACES Entre Douro e Vouga I - Feira e Arouca,"40.9263169, -8.5478813",37.84606,57948,86.59766,132594,2017,2
2017-02-01,Norte,ACES Tâmega I - Baixo Tâmega,"41.2719719, -8.0791631",38.82838,65559,86.30148,145714,2017,2
2017-02-01,Norte,"ACES Alto Ave - Guimarães, Vizela e Terras de Basto","41.4417064, -8.1722408",39.23738,105330,89.43202,240074,2017,2
2017-02-01,Norte,ACES Grande Porto VI - Porto Oriental,"41.1694498, -8.6126428",34.76319,40561,83.19992,97076,2017,2
2017-03-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",45.84211,122789,81.17505,217429,2017,3
2017-03-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",31.6073,80317,69.42965,176427,2017,3
2017-03-01,Lisboa e Vale do Tejo,ACES Lisboa Central,"38.7306317, -9.1510414",30.98305,87098,66.51477,186983,2017,3
2017-03-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",29.36433,57900,66.64993,131419,2017,3
2017-03-01,Norte,ACES Entre Douro e Vouga I - Feira e Arouca,"40.9263169, -8.5478813",47.83536,73312,87.00631,133345,2017,3
2017-03-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",49.82605,37236,84.01622,62787,2017,3
2017-03-01,Norte,ACES Grande Porto VII - Gaia,"41.1278433, -8.580396",44.03918,66770,84.27398,127772,2017,3
2017-03-01,Norte,ACES Grande Porto VI - Porto Oriental,"41.1694498, -8.6126428",44.21727,51644,83.58934,97629,2017,3
2017-04-01,Centro,Área dos CSP da ULS Região de Aveiro,"40.6405055, -8.6537539",52.9222,200183,85.83167,324666,2017,4
2017-04-01,Centro,ACES Pinhal Litoral,"39.7495331, -8.807683",48.78314,127705,83.31926,218114,2017,4
2017-04-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arco Ribeirinho,"38.6672076, -9.0543329",39.29942,85411,73.94793,160714,2017,4
2017-04-01,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",48.70518,87249,83.89445,150286,2017,4
2017-04-01,Norte,Área dos CSP da ULS Alto Minho,"41.7056054, -8.8252713",56.59591,137755,88.71451,215932,2017,4
2017-04-01,Norte,Área dos CSP da ULS Nordeste,"41.8069684, -6.7587977",53.93389,70696,87.82108,115115,2017,4
2017-04-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",54.35248,84779,89.68778,139895,2017,4
2017-04-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",54.97805,41084,84.33653,63023,2017,4
2017-04-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",52.92178,96605,87.93599,160521,2017,4
2017-05-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",55.1787,147917,81.74425,219131,2017,5
2017-05-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",54.26793,39411,84.11385,61086,2017,5
2017-05-01,Centro,Área dos CSP da ULS Região de Aveiro,"40.6405055, -8.6537539",57.52523,217817,86.15382,326218,2017,5
2017-05-01,Centro,Área dos CSP da ULS Guarda,"40.5353285, -7.2724426",56.40125,84017,85.84212,127873,2017,5
2017-05-01,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",40.79982,145790,72.01914,257346,2017,5
2017-05-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6678522, -9.1875777",46.90897,161729,77.68583,267839,2017,5
2017-05-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",38.12617,75775,67.58458,134323,2017,5
2017-05-01,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",44.07106,156105,74.2592,263035,2017,5
2017-05-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",42.23903,72143,72.09611,123138,2017,5
2017-05-01,Norte,ACES Tâmega III - Vale do Sousa Norte,"41.2793583, -8.2787457",59.67091,95011,90.03046,143351,2017,5
2017-05-01,Norte,ACES Grande Porto II - Gondomar,"41.1738444, -8.5612238",58.87502,97530,87.53079,145000,2017,5
2017-05-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",59.05474,103171,89.35399,156105,2017,5
2017-06-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",53.59566,49539,82.3847,76149,2017,6
2017-06-01,Algarve,ACES Algarve II - Algarve Barlavento,"37.1387554, -8.5445093",46.04584,73462,76.83856,122589,2017,6
2017-06-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",45.21616,77406,72.41911,123975,2017,6
2017-06-01,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",43.97962,157502,72.41271,259328,2017,6
2017-06-01,Lisboa e Vale do Tejo,ACES Lisboa Central,"38.7306317, -9.1510414",41.68886,118032,67.68647,191638,2017,6
2017-06-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",40.96918,81661,68.05988,135659,2017,6
2017-06-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Estuário do Tejo,"38.9528113, -8.9911154",48.12924,108800,75.24264,170092,2017,6
2017-06-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arco Ribeirinho,"38.6672076, -9.0543329",46.48216,101339,74.67399,162802,2017,6
2017-06-01,Norte,ACES Cávado I - Braga,"41.5518714, -8.4126362",60.62016,113096,88.53858,165182,2017,6
2017-06-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",62.27031,46529,84.94667,63473,2017,6
2017-06-01,Norte,ACES Alto Trás-os-Montes - Alto Tâmega e Barroso,"41.741781, -7.4731648",63.42499,57203,87.85564,79237,2017,6
2017-06-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",61.69915,112443,88.71293,161674,2017,6
2017-06-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",55.40514,92167,82.89039,137889,2017,6
2017-06-01,Norte,ACES Grande Porto III - Maia / Valongo,"41.2333945, -8.6187474",60.12227,130600,86.06139,186946,2017,6
2017-06-01,Norte,ACES Entre Douro e Vouga I - Feira e Arouca,"40.9263169, -8.5478813",61.59562,94423,88.13725,135110,2017,6
2017-06-01,Norte,"ACES Alto Ave - Guimarães, Vizela e Terras de Basto","41.4417064, -8.1722408",63.58181,171016,90.73763,244057,2017,6
2017-06-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",62.85703,109859,89.67822,156736,2017,6
2017-06-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",62.64954,97878,90.24009,140983,2017,6
2017-07-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",59.09054,50445,81.83181,69859,2017,7
2017-07-01,Centro,ACES Pinhal Interior Sul,"39.7510898, -7.9203657",70.91551,21681,91.4696,27965,2017,7
2017-07-01,Centro,Área dos CSP da ULS Região de Aveiro,"40.6405055, -8.6537539",63.62654,241499,86.76668,329329,2017,7
2017-07-01,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",60.19251,135763,84.20381,189920,2017,7
2017-07-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Lezíria,"39.2371689, -8.6908895",59.58266,115557,83.2828,161522,2017,7
2017-07-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",44.72658,115005,70.55214,181410,2017,7
2017-07-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",53.0197,119956,78.69064,178036,2017,7
2017-07-01,Norte,Área dos CSP da ULS Matosinhos,"41.1918541, -8.6590693",63.50268,109732,87.59021,151355,2017,7
2017-07-01,Norte,ACES Cávado II - Gerês / Cabreira,"41.6298661, -8.3596897",65.91005,70009,89.52353,95091,2017,7
2017-07-01,Norte,ACES Grande Porto III - Maia / Valongo,"41.2333945, -8.6187474",62.46751,135780,86.36186,187717,2017,7
2017-07-01,Norte,Área dos CSP da ULS Póvoa Varzim / Vila Conde,"41.355519, -8.746653",61.99919,92168,89.61254,133218,2017,7
2017-08-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.2967086, -7.4284755",65.68182,75785,87.54918,101016,2017,8
2017-08-01,Centro,ACES Pinhal Litoral,"39.7495331, -8.807683",61.89279,163163,84.71144,223318,2017,8
2017-08-01,Centro,Área dos CSP da ULS Região de Aveiro,"40.6405055, -8.6537539",65.89402,250506,87.05246,330943,2017,8
2017-08-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",58.07739,116311,82.18197,164585,2017,8
2017-08-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Lezíria,"39.2371689, -8.6908895",61.55705,119457,83.59107,162216,2017,8
2017-08-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",46.12942,92531,69.04532,138498,2017,8
2017-08-01,Norte,ACES Cávado I - Braga,"41.5518714, -8.4126362",65.66498,122762,89.14695,166662,2017,8
2017-08-01,Norte,ACES Tâmega I - Baixo Tâmega,"41.2719719, -8.0791631",67.79106,114594,88.44238,149503,2017,8
2017-08-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",67.01183,49895,85.87104,63937,2017,8
2017-08-01,Norte,ACES Grande Porto VI - Porto Oriental,"41.1694498, -8.6126428",62.52988,73250,85.27539,99895,2017,8
2017-08-01,Norte,Área dos CSP da ULS Alto Minho,"41.7056054, -8.8252713",69.70721,170156,89.77923,219152,2017,8
2017-09-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",66.0759,177651,84.4491,227049,2017,9
