tempo,regiao,entidade,localizacao_geografica,ebitda,gastos_operacionais,rendimentos_operacionais,resultado_liquido,resultados_operacionais,ano,mes
2016-12-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",2013647.96,146878212.27,142062626.34,-4610761.3,-4815585.93,2016,12
2016-12-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",4537744.65,90377618.31,92653173.03,2486942.05,2275554.72,2016,12
2017-01-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-782079.16,7614277.0,6685923.4399999995,-907845.73,-928353.56,2017,1
2017-01-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",-3450970.85,35338055.730000004,31361335.13,-4215356.64,-3976720.6,2017,1
2017-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",-1840933.12,7727076.19,5766475.22,-1960323.01,-1960600.97,2017,1
2017-01-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE","41.3828711, -8.7589945",-490981.41,2447331.11,1919524.28,-535518.72,-527806.83,2017,1
2017-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, EPE","38.7166948, -9.1371248",-7114514.51,37470215.95,29716039.029999997,-7689574.77,-7754176.92,2017,1
2017-01-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",-4433541.08,31280585.66,26771852.58,-4405441.82,-4508733.08,2017,1
2017-01-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",-65175.36,2365917.8299999996,2276453.92,-88945.36,-89463.91,2017,1
2017-01-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",108897.73,411590.19,520487.92,102518.69,108897.73,2017,1
2017-01-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",27669.25,4515153.359999999,4284212.0,-128444.51,-230941.36,2017,1
2017-01-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-199281.48,12401346.03,11806989.23,-552855.32,-594356.8,2017,1
2017-01-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",-547230.66,7242515.340000001,6573531.100000001,-678833.73,-668984.24,2017,1
2017-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, EPE","38.6554005, -9.0592392",-2338597.850000001,13593202.86,10557025.23,-3131413.119999999,-3035237.630000001,2017,2
2017-02-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-290598.05,18384804.209999997,18094206.16,-823862.27,-290598.05,2017,2
2017-02-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",-2477484.86,9608516.6,6973120.42,-2604402.76,-2635396.18,2017,2
2017-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, EPE","38.7166948, -9.1371248",-14147701.29,74002404.39,58575378.28,-15245456.07,-15427026.11,2017,2
2017-02-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",-8682978.17,63357001.65,53219972.54,-9788895.97,-10137029.11,2017,2
2017-02-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",18705.18,1027759.66,1046464.84,9360.82,18705.18,2017,2
2017-02-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",-1671017.84,14830054.64,12814986.34,-1682292.43,-2015068.3,2017,2
2017-02-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",447127.7,8178288.5,8429226.28,268811.14,250937.78,2017,2
2017-03-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-6414732.06,34084311.89,26365207.1,-7695869.72,-7719104.79,2017,3
2017-03-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",-6861118.32,76962046.28999999,68520802.44999999,-8442294.28,-8441243.84,2017,3
2017-03-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-20452010.96,112256687.29,89391140.03,-23386144.69,-22865547.26,2017,3
2017-03-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",198431.87,952464.87,1150896.74,267321.88,198431.87,2017,3
2017-03-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-4722458.67,26602740.32,21426281.05,-5062510.79,-5176459.27,2017,3
2017-03-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",-332347.45,1973798.72,1428257.12,-34571.16,-545541.6,2017,3
2017-03-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",-3888512.88,26623583.51,21933855.74,-4351586.94,-4689727.77,2017,3
2017-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, EPE","38.708454, -9.216985",-8637073.28,79502832.87,68795401.30999999,-10661307.49,-10707431.56,2017,4
2017-04-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",-6351353.31,29182356.87,22227713.01,-6842488.54,-6954643.86,2017,4
2017-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, SPA","39.4054629, -9.1258493",3222505.95,21487894.74,24710400.69,3211488.99,3222505.95,2017,4
2017-04-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-6112440.43,45306113.6,37118341.28,-7925449.93,-8187772.32,2017,4
2017-04-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, EPE","38.7422257, -9.2264834",-6505888.98,57522985.970000006,49728090.23,-7824134.06,-7794895.74,2017,4
2017-04-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",-512760.95,2783822.0599999996,1986003.17,-238750.37,-797818.89,2017,4
2017-04-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",-370777.08,17826661.96,16460254.55,-976288.73,-1366407.41,2017,4
2017-04-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",-4713664.99,34815848.71,29047375.56,-5237991.69,-5768473.15,2017,4
2017-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",-10376536.69,37979686.23,27002468.72,-10967838.31,-10977217.51,2017,5
2017-05-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE","41.3828711, -8.7589945",-2539014.81,13148047.8,10430445.97,-2725437.13,-2717601.83,2017,5
2017-05-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",-5980510.32,23943914.71,17570689.52,-6282585.96,-6373225.19,2017,5
2017-05-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",-15042456.14,127139160.06000002,109470195.53,-17787748.3,-17668964.53,2017,5
2017-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-31489114.12,180993477.49,145495265.05,-38098568.3,-35498212.44,2017,5
2017-05-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE - Almada","38.6658713, -9.1822554",-2269558.05,63121703.42,59473512.78,-4142473.67,-3648190.64,2017,5
2017-05-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",-626715.13,3487493.52,2503852.2300000004,-377042.77,-983641.29,2017,5
2017-05-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",-210692.6,2381504.24,2118635.17,-213357.53,-262869.07,2017,5
2017-05-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-2836191.1,63358647.05,58480975.61,-4712808.57,-4877671.44,2017,5
2017-05-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",138829.61,22972062.95,22615190.85,-307592.59,-356872.1,2017,5
2017-06-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",-15707261.0,227092865.69,207554137.11,-19886692.02,-19538728.58,2017,6
2017-06-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-339481.05,22787839.930000003,22204002.4,-586263.36,-583837.53,2017,6
2017-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",1860241.47,11530885.03,11215235.56,-575043.65,-315649.47,2017,6
2017-06-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",-7272854.52,175362453.83,163839243.27,-9668871.77,-11523210.56,2017,6
2017-06-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",-21448298.02,153741466.0,129142066.53,-24718333.17,-24599399.47,2017,6
2017-06-01,Norte,"Hospital Distrital S.Maria Maior, EPE - Barcelos","41.5324234, -8.6171561",37781.21,11165130.989999998,11009596.58,-140044.33,-155534.41,2017,6
2017-06-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, EPE","38.7422257, -9.2264834",-10269221.27,87409852.69999999,75188924.71,-11783511.73,-12220927.99,2017,6
2017-06-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",129850.91,2664583.2800000003,2731838.07,116648.88,67254.79,2017,6
2017-06-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",-172139.2,43096498.84,42226831.48,-883339.31,-869667.36,2017,6
2017-07-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-2998571.31,51969703.379999995,47119721.62,-4608993.68,-4849981.76,2017,7
2017-07-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-838578.68,55999235.55,53317765.77,-2637637.45,-2681469.78,2017,7
2017-07-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-3093374.52,53130760.3,47695288.1,-4887807.22,-5435472.2,2017,7
2017-07-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-891562.01,26830710.04,25654065.47,-1179200.16,-1176644.57,2017,7
2017-07-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",340159.89,16321785.75,16496297.64,196680.36,174511.89,2017,7
2017-07-01,Norte,"Hospital Distrital S.Maria Maior, EPE - Barcelos","41.5324234, -8.6171561",-48084.3,13211063.15,12935580.090000002,-259224.41,-275483.06,2017,7
2017-07-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, EPE","38.7396768, -9.1634516",-7749264.38,79880467.82,68303189.06,-11032929.47,-11577278.76,2017,7
2017-07-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",-6956559.72,59766750.23,50935329.27,-7901067.83,-8831420.96,2017,7
2017-07-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",613440.71,52903366.85,51857875.74,-930959.98,-1045491.11,2017,7
2017-07-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",-2602519.88,46057739.31999999,42547683.51,-3631631.32,-3510055.81,2017,7
2017-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, EPE","38.708454, -9.216985",-10198458.98999999,149556192.03,135210375.99,-12719191.059999973,-14345816.039999992,2017,8
2017-08-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-3577970.219999995,87608819.49999999,80322601.36999999,-6558952.249999985,-7286218.129999995,2017,8
2017-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, EPE","38.7166948, -9.1371248",-29231632.18999991,282974720.4499999,249263467.23,-22327835.96999991,-33711253.21999991,2017,8
2017-08-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",-32808466.49000001,206215094.78,169218776.51,-37185631.06999999,-36996318.27000001,2017,8
2017-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-37425394.22000003,289044190.95000005,245322007.74,-45995551.390000015,-43722183.21000004,2017,8
2017-08-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, EPE","39.2410946, -8.6937515",-7751538.680000001,57076840.98,47904712.66,-9712218.03,-9172128.32,2017,8
2017-08-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, EPE","38.7422257, -9.2264834",-15237589.639999991,117850263.43,100048799.47,-17363044.699999988,-17801463.959999993,2017,8
2017-08-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE - Almada","38.6658713, -9.1822554",-5394920.340000001,102184724.91,94221303.27,-8366057.530000001,-7963421.640000001,2017,8
2017-08-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",-1005597.8800000038,57756170.93,55825941.02,-1858063.509999998,-1930229.910000004,2017,8
2017-08-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",1009631.2700000064,35999533.589999996,36208161.88,335568.28000000864,208628.29000000656,2017,8
2017-09-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",-11842291.600000007,62545526.07,49352848.779999994,-12919787.090000004,-13192677.290000008,2017,9
2017-09-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-4976163.609999994,69440866.30999999,61442714.919999994,-7288124.549999982,-7998151.389999993,2017,9
2017-09-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",-11841020.61,43299801.92,30763365.130000003,-12245272.279999994,-12536436.79,2017,9
2017-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-44618688.45999995,324107729.37999994,272444480.52,-54058663.360000014,-51663248.859999955,2017,9
2017-09-01,Centro,"Hospital Distrital Figueira da Foz, EPE","40.117897, -8.8586755",279009.26,20856069.8,20668446.3,-410220.2300000005,-187623.5,2017,9
2017-09-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",319294.8000000002,3955586.62,4181134.38,273957.85000000056,225547.76000000024,2017,9
2017-09-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",-9709243.330000004,77593333.24000001,65464664.190000005,-10944938.24000001,-12128669.050000004,2017,9
2017-10-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-7303074.1,76308288.03,66360341.85,-9626346.63,-9947946.18,2017,10
2017-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",-16468199.66,93805411.12,75248513.38,-19541169.79,-18556897.74,2017,10
2017-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",2686532.0,19650252.66,18682944.38,-1257972.64,-967308.28,2017,10
2017-10-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, EPE","39.2410946, -8.6937515",-11222759.88,72144525.71,59146028.78,-13537148.71,-12998496.93,2017,10
2017-10-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, EPE","38.7422257, -9.2264834",-17265327.94,147255960.01,126835816.04,-20010519.16,-20420143.97,2017,10
2017-10-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE - Almada","38.6658713, -9.1822554",-8239095.29,129294958.16,118488782.46,-11099949.71,-10806175.7,2017,10
2017-10-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",513723.67,4455007.34,4864624.1,458026.85,409616.76,2017,10
2017-10-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",-1484955.5,44851344.72,40915879.25,-2818639.65,-3935465.47,2017,10
2017-10-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",-14344545.22,109566621.37,92347111.76,-17289899.57,-17219509.61,2017,10
2017-10-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",-6125471.23,68426392.11,61004440.98,-7581882.88,-7421951.13,2017,10
2017-11-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, EPE","38.708454, -9.216985",-19644817.819999993,211268005.7,185781877.85,-24144438.079999983,-25486127.84999999,2017,11
2017-11-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-7472050.790000012,86418502.5,75239779.80999999,-10302397.78,-11178722.690000013,2017,11
2017-11-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",-39605440.34999998,434496793.56,387866995.98,-45318579.94,-46629797.57999998,2017,11
2017-11-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-5761713.159999999,45440663.26,39230963.22,-6207168.029999994,-6209700.039999999,2017,11
2017-11-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",-29574676.479999963,333690593.04,296443273.69000006,-34134790.73999989,-37247319.34999997,2017,11
2017-11-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, EPE","41.1094138, -8.5972617",-28201203.85000003,182358102.39,148469631.60999998,-33269446.96000004,-33888470.78000003,2017,11
2017-11-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-6312126.090000028,139844865.77,128988599.93999998,-10528687.660000026,-10856265.830000028,2017,11
2017-12-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-2868358.0799999996,97367383.13,90835893.02,-6468383.560000003,-6531490.109999999,2017,12
2017-12-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",-7753297.37999999,86859015.55,77306183.21000001,-9237450.20999998,-9552832.339999989,2017,12
2017-12-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",-27444123.430000026,467724538.3900001,432647291.73,-34881937.609999985,-35077246.660000026,2017,12
2017-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, EPE","38.7166948, -9.1371248",-24921331.60999995,427945339.67999995,394421332.94,-27128779.069999956,-33524006.73999995,2017,12
2017-12-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",-23689461.07,363601430.84,329472163.53,-29514768.26999995,-34129267.31,2017,12
2017-12-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",787762.9400000009,28616371.0,28761602.96,137729.8800000012,145231.9600000009,2017,12
2017-12-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",-6378413.279999974,88527504.55999999,79956282.08000001,-7556768.25999997,-8571222.479999974,2017,12
2018-01-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",746309.39,7448713.58,7949128.3,501509.86,500414.72,2018,1
2018-01-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-300900.38,3650726.28,3315931.75,-334794.53,-334794.53,2018,1
2018-01-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE","41.3828711, -8.7589945",-498131.98,2601463.37,2065431.86,-536031.51,-536031.51,2018,1
2018-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",416431.48,1688483.22,1734914.7,46431.48,46431.48,2018,1
2018-01-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",-9442755.6,32860429.78,23417674.18,-9436822.04,-9442755.6,2018,1
2018-01-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-234958.81,12832030.34,12179961.63,-652068.71,-652068.71,2018,1
2018-01-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",470312.07,6326920.76,6797232.83,469755.84,470312.07,2018,1
2018-01-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",817472.69,3810516.39,4541719.71,731173.21,731203.32,2018,1
2018-02-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",-2908470.46,14266768.37,11358297.91,-2908470.46,-2908470.46,2018,2
2018-02-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-1769936.84,20418520.74,18220540.9,-2197985.76,-2197979.84,2018,2
2018-02-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",-2233243.44,34282417.79,32049174.35,-2232997.08,-2233243.44,2018,2
2018-02-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",93999.1,594655.64,688654.74,93847.39,93999.1,2018,2
2018-02-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-3085828.01,18729105.66,15378618.61,-3350487.05,-3350487.05,2018,2
2018-02-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",447801.98,1004327.23,1452129.21,447784.41,447801.98,2018,2
2018-03-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-375038.45,23388718.07,22277841.18,-1112580.89,-1110876.89,2018,3
2018-03-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",-5252098.83,23359441.67,17657342.84,-5702018.47,-5702098.83,2018,3
2018-03-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",165484.72,7090079.61,7183564.33,93484.72,93484.72,2018,3
2018-03-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",188612.41,14227279.05,13714940.24,-512338.81,-512338.81,2018,3
2018-04-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-5016610.65,35575486.41,29239700.04,-6335786.37,-6335786.37,2018,4
2018-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",-10484344.37,32781005.94,21819378.61,-10963018.76,-10961627.33,2018,4
2018-04-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE","41.3828711, -8.7589945",-2423912.01,10747542.75,8172032.62,-2575510.13,-2575510.13,2018,4
2018-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",838613.81,8186589.22,7545203.03,-641457.32,-641386.19,2018,4
2018-04-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-3925631.68,41966151.76,37351898.08,-4616513.15,-4614253.68,2018,4
2018-04-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-6670016.93,38089203.41,30889868.4,-7199335.01,-7199335.01,2018,4
2018-04-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, EPE","39.2410946, -8.6937515",-9110616.13,32716272.77,22996231.55,-9719700.35,-9720041.22,2018,4
2018-04-01,Norte,"Instituto Português de Oncologia do Porto, EPE","41.1785642, -8.6062881",-5778249.84,51986573.8,44468599.4,-7517898.73,-7517974.4,2018,4
2018-04-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",-8500110.75,47927912.12,38637816.54,-9291649.07,-9290095.58,2018,4
2018-04-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-2640983.65,52677651.68,48368228.43,-4309449.87,-4309423.25,2018,4
2018-04-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",-1093934.1,18670328.03,17219498.48,-1452481.12,-1450829.55,2018,4
2018-05-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-3792200.14,21096035.13,17134364.24,-3961695.17,-3961670.89,2018,5
2018-05-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",-7666492.84,25861697.21,17797923.62,-8065659.14,-8063773.59,2018,5
2018-05-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",-25199325.63,136567798.11,108507190.34,-28067265.47,-28060607.77,2018,5
2018-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-40886212.95,199386261.06,154623902.17,-44772692.35,-44762358.89,2018,5
2018-05-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, EPE","41.1094138, -8.5972617",-15193002.35,88176084.33,70317551.02,-17860628.73,-17858533.31,2018,5
2018-05-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",518098.71,23370782.22,22719085.29,-651696.93,-651696.93,2018,5
2018-05-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",179059.75,29243194.95,28888312.57,-394397.81,-354882.38,2018,5
2018-05-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-3553547.06,66199398.7,60560302.14,-5639123.18,-5639096.56,2018,5
2018-05-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",-2958451.76,37747399.48,34175535.37,-3582283.47,-3571864.11,2018,5
2018-05-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",-50924.87,23521961.24,23012546.1,-511274.94,-509415.14,2018,5
2018-06-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-4245792.85,47704846.09,41811344.1,-5898219.25,-5893501.99,2018,6
2018-06-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-2760284.61,51248079.34,47028639.32,-4196025.81,-4219440.02,2018,6
2018-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",2110247.91,11460389.51,11350637.42,-111474.39,-109752.09,2018,6
2018-06-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-7680649.01,68732263.31,58693002.38,-10036235.21,-10039260.93,2018,6
2018-06-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",-9467973.62,31167516.47,21222805.95,-9947150.6,-9944710.52,2018,6
2018-06-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, EPE","38.7396768, -9.1634516",-10530163.43,73424069.32,59423102.21,-14000967.11,-14000967.11,2018,6
2018-06-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",-5192959.6,52657439.37,45837505.38,-6821553.01,-6819933.99,2018,6
2018-07-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-3946610.89,27358374.67,23174504.73,-4183894.22,-4183869.94,2018,7
2018-07-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, EPE","41.1094138, -8.5972617",-23322368.25,125297296.33,98243185.12,-27057148.99,-27054111.21,2018,7
2018-07-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",406957.86,2183846.31,2590804.17,406352.71,406957.86,2018,7
