tempo,regiao,instituicao,localizacao_geografica,tipo_de_especialidade,doentes_saidos,dias_de_internamento,ano,mes
2017-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Médica,7591.0,77300.0,2017,11
2020-03-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Médica,971.0,10325.0,2020,3
2017-11-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.7396768, -9.1634516",Especialidade Médica,7019.0,47028.0,2017,11
2020-03-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,1354.0,12158.0,2020,3
2017-11-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Médica,9169.0,105447.0,2017,11
2020-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.708454, -9.216985",Especialidade Médica,2672.0,28009.0,2020,3
2017-11-01,Norte,Unidade Local de Saúde de Entre Douro e Vouga,"40.9293884, -8.5458794",Especialidade Médica,5698.0,52233.0,2017,11
2020-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Médica,2487.0,26601.0,2020,3
2017-11-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Médica,12213.0,99975.0,2017,11
2020-03-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Médica,2555.0,30861.0,2020,3
2017-11-01,Norte,Unidade Local de Saúde de Braga,"41.56785, -8.398982",Especialidade Médica,9781.0,93884.0,2017,11
2020-03-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.5324234, -8.6171561",Especialidade Médica,881.0,7397.0,2020,3
2017-11-01,Norte,Unidade Local de Saúde de Santo António,"41.1764649, -8.6649823",Especialidade Médica,2583.0,47522.0,2017,11
2020-04-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Médica,1210.0,12693.0,2020,4
2017-11-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1785642, -8.6062881",Especialidade Médica,4519.0,40950.0,2017,11
2020-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Médica,2632.0,22057.0,2020,4
2017-12-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Médica,3875.0,39872.0,2017,12
2020-04-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Médica,942.0,8049.0,2020,4
2017-12-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,5660.0,47803.0,2017,12
2020-05-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.0162314, -8.6956768",Especialidade Médica,1122.0,9910.0,2020,5
2017-12-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Médica,6853.0,74942.0,2017,12
2020-05-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Médica,2492.0,27329.0,2020,5
2017-12-01,Centro,Unidade Local de Saúde de Coimbra,"40.297919, -8.7707806",Especialidade Médica,1.0,2861.0,2017,12
2020-05-01,Centro,Unidade Local de Saúde de Coimbra,"40.297919, -8.7707806",Especialidade Médica,1.0,617.0,2020,5
2017-12-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,327.0,5344.0,2017,12
2020-05-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Médica,1038.0,8918.0,2020,5
2017-12-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Médica,5143.0,65590.0,2017,12
2020-05-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.2162514, -8.4103814",Especialidade Médica,665.0,4213.0,2020,5
2017-12-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.7396768, -9.1634516",Especialidade Médica,7419.0,51275.0,2017,12
2020-05-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1785642, -8.6062881",Especialidade Médica,1669.0,15876.0,2020,5
2017-12-01,Norte,Unidade Local de Saúde de São João,"41.1831056, -8.6010558",Especialidade Médica,14374.0,145090.0,2017,12
2020-06-01,Algarve,Unidade Local de Saúde do Algarve,"37.0238973, -7.9281554",Especialidade Médica,6037.0,72819.0,2020,6
2017-12-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Médica,10059.0,115842.0,2017,12
2020-06-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Médica,9571.0,104909.0,2020,6
2017-12-01,Norte,Unidade Local de Saúde do Alto Ave,"41.4387173, -8.3086907",Especialidade Médica,10229.0,93092.0,2017,12
2020-06-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.2162514, -8.4103814",Especialidade Médica,765.0,4954.0,2020,6
2017-12-01,Norte,Unidade Local de Saúde de Braga,"41.56785, -8.398982",Especialidade Médica,10688.0,103267.0,2017,12
2020-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Médica,3791.0,48306.0,2020,6
2018-01-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.5684861, -7.9032848",Especialidade Médica,498.0,3992.0,2018,1
2020-06-01,Norte,Unidade Local de Saúde de São João,"41.1831056, -8.6010558",Especialidade Médica,6710.0,72407.0,2020,6
2018-01-01,Centro,Unidade Local de Saúde da Região de Leiria,"39.7414812, -8.7982706",Especialidade Médica,1080.0,8868.0,2018,1
2020-06-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Médica,4362.0,56411.0,2020,6
2018-01-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Médica,696.0,7487.0,2018,1
2020-06-01,Norte,Unidade Local de Saúde de Braga,"41.56785, -8.398982",Especialidade Médica,4567.0,46335.0,2020,6
2018-01-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Médica,2460.0,24030.0,2018,1
2020-06-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Médica,2172.0,23828.0,2020,6
2018-01-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,30.0,464.0,2018,1
2020-07-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Médica,1383.0,11993.0,2020,7
2018-01-01,Centro,Unidade Local de Saúde da Guarda,"40.5309916, -7.2734793",Especialidade Médica,502.0,5173.0,2018,1
2020-07-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,265.0,3544.0,2020,7
2018-01-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Médica,1573.0,17631.0,2018,1
2020-07-01,Centro,Unidade Local de Saúde da Guarda,"40.5309916, -7.2734793",Especialidade Médica,2571.0,32640.0,2020,7
2018-01-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500861, -9.1616116",Especialidade Médica,1981.0,18334.0,2018,1
2020-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4054629, -9.1258493",Especialidade Médica,3813.0,33971.0,2020,7
2018-01-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.2410946, -8.6937515",Especialidade Médica,833.0,7946.0,2018,1
2020-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7569771, -9.1460705",Especialidade Médica,797.0,18840.0,2020,7
2018-01-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Médica,807.0,8361.0,2018,1
2020-07-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,2652.0,28605.0,2020,7
2018-01-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Médica,1419.0,11456.0,2018,1
2020-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977235, -8.984506",Especialidade Médica,4092.0,45654.0,2020,7
2018-01-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Médica,807.0,8014.0,2018,1
2020-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Médica,4343.0,55825.0,2020,7
2018-01-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Médica,699.0,6567.0,2018,1
2020-07-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Médica,2542.0,27045.0,2020,7
2018-01-01,Norte,Unidade Local de Saúde do Alto Minho,"41.7056054, -8.8252713",Especialidade Médica,716.0,5661.0,2018,1
2020-08-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Médica,2300.0,25784.0,2020,8
2018-02-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Médica,667.0,6867.0,2018,2
2020-08-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,3121.0,27054.0,2020,8
2018-02-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,52.0,888.0,2018,2
2020-08-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Médica,12567.0,139392.0,2020,8
2018-02-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.2162514, -8.4103814",Especialidade Médica,284.0,2766.0,2018,2
2020-08-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,280.0,3934.0,2020,8
2018-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500861, -9.1616116",Especialidade Médica,3774.0,34807.0,2018,2
2020-08-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.708454, -9.216985",Especialidade Médica,5817.0,65550.0,2020,8
2018-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977235, -8.984506",Especialidade Médica,1397.0,13480.0,2018,2
2020-08-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,3016.0,32726.0,2020,8
2018-02-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Médica,1481.0,14909.0,2018,2
2020-08-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Médica,5733.0,66788.0,2020,8
2018-02-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.5324234, -8.6171561",Especialidade Médica,584.0,5185.0,2018,2
2020-08-01,Norte,Unidade Local de Saúde de Entre Douro e Vouga,"40.9293884, -8.5458794",Especialidade Médica,4477.0,45409.0,2020,8
2018-02-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1785642, -8.6062881",Especialidade Médica,772.0,7149.0,2018,2
2020-09-01,Alentejo,Unidade Local de Saúde do Litoral Alentejano,"38.0162314, -8.6956768",Especialidade Médica,1930.0,18252.0,2020,9
2018-03-01,Centro,Unidade Local de Saúde da Região de Leiria,"39.7414812, -8.7982706",Especialidade Médica,3037.0,25393.0,2018,3
2020-09-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Médica,1693.0,14961.0,2020,9
2018-03-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Médica,650.0,6044.0,2018,3
2020-09-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.8212263, -7.4981271",Especialidade Médica,2395.0,19240.0,2020,9
2018-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Médica,1420.0,18110.0,2018,3
2020-09-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Médica,3190.0,46447.0,2020,9
2018-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7569771, -9.1460705",Especialidade Médica,451.0,9468.0,2018,3
2020-09-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Médica,12775.0,131880.0,2020,9
2018-03-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Médica,2312.0,24107.0,2018,3
2020-09-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,3407.0,36771.0,2020,9
2018-03-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Médica,2810.0,32272.0,2018,3
2020-09-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Amadora/Sintra,"38.7422257, -9.2264834",Especialidade Médica,9150.0,108993.0,2020,9
2018-03-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.2494561, -8.264901",Especialidade Médica,2833.0,27899.0,2018,3
2020-09-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,2500.0,31986.0,2020,9
2018-03-01,Norte,Unidade Local de Saúde de Braga,"41.56785, -8.398982",Especialidade Médica,3073.0,29612.0,2018,3
2020-09-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Médica,1775.0,15395.0,2020,9
2018-03-01,Norte,Unidade Local de Saúde do Alto Minho,"41.7056054, -8.8252713",Especialidade Médica,2014.0,16808.0,2018,3
2020-09-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Médica,9078.0,76053.0,2020,9
2018-03-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Médica,1491.0,15648.0,2018,3
2020-09-01,Norte,Unidade Local de Saúde de Santo António,"41.1764649, -8.6649823",Especialidade Médica,1406.0,24311.0,2020,9
2018-04-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.5684861, -7.9032848",Especialidade Médica,1897.0,16065.0,2018,4
2020-09-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.5324234, -8.6171561",Especialidade Médica,2009.0,17738.0,2020,9
2018-04-01,Alentejo,Unidade Local de Saúde do Baixo Alentejo,"38.014123, -7.8721227",Especialidade Médica,1276.0,10875.0,2018,4
2020-10-01,Centro,Unidade Local de Saúde da Região de Leiria,"39.7414812, -8.7982706",Especialidade Médica,7587.0,72621.0,2020,10
2018-04-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,1913.0,18214.0,2018,4
2020-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Lisboa Ocidental,"38.708454, -9.216985",Especialidade Médica,7319.0,81744.0,2020,10
2018-04-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Médica,2585.0,28876.0,2018,4
2020-10-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Lezíria,"39.2410946, -8.6937515",Especialidade Médica,6269.0,58199.0,2020,10
2018-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Médica,2747.0,24455.0,2018,4
2020-10-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.7396768, -9.1634516",Especialidade Médica,5246.0,36106.0,2020,10
2018-04-01,Lisboa e Vale do Tejo,Hospital de Cascais,"38.729006, -9.418267",Especialidade Médica,1789.0,16886.0,2018,4
2020-10-01,Norte,Unidade Local de Saúde de São João,"41.1831056, -8.6010558",Especialidade Médica,11075.0,118221.0,2020,10
2018-04-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Médica,2989.0,31829.0,2018,4
2020-10-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Médica,5802.0,63255.0,2020,10
2018-04-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.2494561, -8.264901",Especialidade Médica,3640.0,36738.0,2018,4
2020-11-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Médica,8205.0,83339.0,2020,11
2018-04-01,Norte,Unidade Local de Saúde de Barcelos/Esposende,"41.5324234, -8.6171561",Especialidade Médica,1154.0,10340.0,2018,4
2020-11-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,344.0,5005.0,2020,11
2018-05-01,Alentejo,Unidade Local de Saúde do Baixo Alentejo,"38.014123, -7.8721227",Especialidade Médica,1566.0,13594.0,2018,5
2020-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Médica,15799.0,163237.0,2020,11
2018-05-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Médica,1643.0,16841.0,2018,5
2020-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4054629, -9.1258493",Especialidade Médica,5839.0,52909.0,2020,11
2018-05-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,2321.0,22330.0,2018,5
2020-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Santa Maria,"38.7500861, -9.1616116",Especialidade Médica,14572.0,152695.0,2020,11
2018-05-01,Centro,Unidade Local de Saúde de Coimbra,"40.2191523, -8.4098211",Especialidade Médica,11467.0,113152.0,2018,5
2020-11-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Médica,7741.0,89947.0,2020,11
2018-05-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,118.0,2289.0,2018,5
2020-11-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,3152.0,41026.0,2020,11
2018-05-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Oeste,"39.4054629, -9.1258493",Especialidade Médica,3125.0,29314.0,2018,5
2020-11-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.2494561, -8.264901",Especialidade Médica,8177.0,87598.0,2020,11
2018-05-01,Norte,Unidade Local de Saúde de Santo António,"41.1472498, -8.6172617",Especialidade Médica,4487.0,53019.0,2018,5
2020-11-01,Norte,Unidade Local de Saúde do Alto Ave,"41.4387173, -8.3086907",Especialidade Médica,7488.0,86486.0,2020,11
2018-05-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Médica,1270.0,9665.0,2018,5
2020-11-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Médica,3818.0,40902.0,2020,11
2018-05-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Médica,2339.0,24858.0,2018,5
2020-12-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Médica,9025.0,91464.0,2020,12
2018-06-01,Alentejo,Unidade Local de Saúde do Alentejo Central,"38.5684861, -7.9032848",Especialidade Médica,2742.0,23914.0,2018,6
2020-12-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Médica,2257.0,20600.0,2020,12
2018-06-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,2747.0,25181.0,2018,6
2020-12-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.2162514, -8.4103814",Especialidade Médica,1434.0,10926.0,2020,12
2018-06-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Médica,5275.0,52991.0,2018,6
2020-12-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.8212263, -7.4981271",Especialidade Médica,3187.0,26208.0,2020,12
2018-06-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.8571967, -8.6318023",Especialidade Médica,138.0,2732.0,2018,6
2020-12-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Médica,7365.0,66800.0,2020,12
2018-06-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Loures/Odivelas,"38.821455, -9.176296",Especialidade Médica,4528.0,49130.0,2018,6
2020-12-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de Almada-Seixal,"38.6658713, -9.1822554",Especialidade Médica,7323.0,94135.0,2020,12
2018-06-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.2494561, -8.264901",Especialidade Médica,5208.0,53531.0,2018,6
2020-12-01,Lisboa e Vale do Tejo,Instituto Português de Oncologia de Lisboa F. G.,"38.7396768, -9.1634516",Especialidade Médica,6251.0,42491.0,2020,12
2018-06-01,Norte,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,"41.3031784, -7.7515252",Especialidade Médica,7355.0,61070.0,2018,6
2020-12-01,Norte,Unidade Local de Saúde de São João,"41.1831056, -8.6010558",Especialidade Médica,13547.0,142481.0,2020,12
2018-06-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Médica,4088.0,42628.0,2018,6
2020-12-01,Norte,Unidade Local de Saúde de Vila Nova de Gaia/Espinho,"41.1094138, -8.5972617",Especialidade Médica,7302.0,77727.0,2020,12
2018-06-01,Norte,Instituto Português de Oncologia do Porto F. G.,"41.1785642, -8.6062881",Especialidade Médica,2375.0,21678.0,2018,6
2020-12-01,Norte,Unidade Local de Saúde de Santo António,"41.1764649, -8.6649823",Especialidade Médica,1728.0,30397.0,2020,12
2018-06-01,Norte,Unidade Local de Saúde de Matosinhos,"41.1794456, -8.6745115",Especialidade Médica,3627.0,34356.0,2018,6
2020-12-01,Norte,Unidade Local de Saúde do Nordeste,"41.8056532, -6.7888197",Especialidade Médica,4245.0,44825.0,2020,12
2018-07-01,Centro,Unidade Local de Saúde da Região de Aveiro,"40.6362453, -8.6543716",Especialidade Médica,4174.0,47278.0,2018,7
2021-01-01,Algarve,Unidade Local de Saúde do Algarve,"37.0238973, -7.9281554",Especialidade Médica,1103.0,13287.0,2021,1
2018-07-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.2162514, -8.4103814",Especialidade Médica,1050.0,10269.0,2018,7
2021-01-01,Centro,Unidade Local de Saúde da Região de Leiria,"39.7414812, -8.7982706",Especialidade Médica,878.0,9616.0,2021,1
2018-07-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.8212263, -7.4981271",Especialidade Médica,2196.0,18233.0,2018,7
2021-01-01,Centro,Unidade Local de Saúde de Coimbra,"40.297919, -8.7707806",Especialidade Médica,0.0,93.0,2021,1
2018-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Médica,10428.0,116978.0,2018,7
2021-01-01,Centro,Unidade Local de Saúde de Coimbra,"40.3470015, -8.5933462",Especialidade Médica,3.0,49.0,2021,1
2018-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Médica,4522.0,41187.0,2018,7
2021-01-01,Centro,Unidade Local de Saúde do Baixo Mondego,"40.117897, -8.8586755",Especialidade Médica,239.0,2453.0,2021,1
2018-07-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Estuário do Tejo,"38.977235, -8.984506",Especialidade Médica,4304.0,45751.0,2018,7
2021-01-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Médica,774.0,7729.0,2021,1
2018-07-01,Norte,Unidade Local de Saúde de Braga,"41.56785, -8.398982",Especialidade Médica,6407.0,63923.0,2018,7
2021-01-01,Norte,Unidade Local de Saúde de São João,"41.1831056, -8.6010558",Especialidade Médica,1158.0,12780.0,2021,1
2018-08-01,Alentejo,Unidade Local de Saúde do Alto Alentejo,"39.3003425, -7.4263845",Especialidade Médica,2496.0,25808.0,2018,8
2021-01-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.2494561, -8.264901",Especialidade Médica,920.0,10937.0,2021,1
2018-08-01,Centro,Unidade Local de Saúde da Cova da Beira,"40.2804158, -7.4922407",Especialidade Médica,3609.0,32874.0,2018,8
2021-02-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Médica,1830.0,18643.0,2021,2
2018-08-01,Centro,Unidade Local de Saúde de Viseu Dão-Lafões,"40.516364, -8.0827433",Especialidade Médica,6859.0,68929.0,2018,8
2021-02-01,Centro,Unidade Local de Saúde de Coimbra,"40.3470015, -8.5933462",Especialidade Médica,14.0,228.0,2021,2
2018-08-01,Centro,Unidade Local de Saúde de Coimbra,"40.297919, -8.7707806",Especialidade Médica,0.0,1907.0,2018,8
2021-02-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.8212263, -7.4981271",Especialidade Médica,523.0,5008.0,2021,2
2018-08-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.2162514, -8.4103814",Especialidade Médica,1163.0,11496.0,2018,8
2021-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde do Arco Ribeirinho,"38.6554005, -9.0592392",Especialidade Médica,870.0,11959.0,2021,2
2018-08-01,Centro,Unidade Local de Saúde de Castelo Branco,"39.8212263, -7.4981271",Especialidade Médica,2503.0,20557.0,2018,8
2021-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7166948, -9.1371248",Especialidade Médica,3385.0,36872.0,2021,2
2018-08-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7569771, -9.1460705",Especialidade Médica,1270.0,26046.0,2018,8
2021-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde da Arrábida,"38.5283754, -8.8818638",Especialidade Médica,1554.0,15670.0,2021,2
2018-08-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,2644.0,29385.0,2018,8
2021-02-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7569771, -9.1460705",Especialidade Médica,208.0,5936.0,2021,2
2018-08-01,Norte,Unidade Local de Saúde do Tâmega e Sousa,"41.2494561, -8.264901",Especialidade Médica,6767.0,69513.0,2018,8
2021-02-01,Norte,Unidade Local de Saúde do Médio Ave,"41.3423984, -8.4802503",Especialidade Médica,845.0,9394.0,2021,2
2018-09-01,Centro,Instituto Português de Oncologia de Coimbra F. G.,"40.2162514, -8.4103814",Especialidade Médica,1304.0,12655.0,2018,9
2021-02-01,Norte,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde,"41.3828711, -8.7589945",Especialidade Médica,512.0,4734.0,2021,2
2018-09-01,Lisboa e Vale do Tejo,Unidade Local de Saúde de São José,"38.7569771, -9.1460705",Especialidade Médica,1423.0,29053.0,2018,9
