tempo,periodo_format_2,regiao,instituicao,localizacao_geografica,no_de_consultas_medicas_total,no_de_primeiras_consultas,no_de_consultas_subsequentes,ano,mes
2016-10-01,2016/10/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",87808.0,29369.0,58439.0,2016,10
2016-10-01,2016/10/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",622077.0,156728.0,465349.0,2016,10
2016-10-01,2016/10/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",125388.0,44937.0,80451.0,2016,10
2016-10-01,2016/10/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",264857.0,82726.0,182131.0,2016,10
2016-10-01,2016/10/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",247010.0,62752.0,184258.0,2016,10
2016-10-01,2016/10/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",234021.0,67323.0,166698.0,2016,10
2016-11-01,2016/11/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",86138.0,33045.0,53093.0,2016,11
2016-11-01,2016/11/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",271460.0,75424.0,196036.0,2016,11
2016-11-01,2016/11/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",843869.0,211593.0,632276.0,2016,11
2016-11-01,2016/11/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",97432.0,32422.0,65010.0,2016,11
2016-11-01,2016/11/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",165092.0,66634.0,98458.0,2016,11
2016-11-01,2016/11/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",685543.0,179706.0,505837.0,2016,11
2016-11-01,2016/11/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",44209.0,3506.0,40703.0,2016,11
2016-12-01,2016/12/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",291978.0,80527.0,211451.0,2016,12
2016-12-01,2016/12/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",203465.0,58316.0,145149.0,2016,12
2016-12-01,2016/12/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",257220.0,75090.0,182130.0,2016,12
2016-12-01,2016/12/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",89783.0,30427.0,59356.0,2016,12
2016-12-01,2016/12/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",31145.0,12693.0,18452.0,2016,12
2016-12-01,2016/12/01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",120204.0,20221.0,99983.0,2016,12
2016-12-01,2016/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",174865.0,41911.0,132954.0,2016,12
2016-12-01,2016/12/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",146409.0,42217.0,104192.0,2016,12
2016-12-01,2016/12/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",262293.0,47349.0,214944.0,2016,12
2017-01-01,2017/01/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",6792.0,2320.0,4472.0,2017,1
2017-01-01,2017/01/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",20321.0,5913.0,14408.0,2017,1
2017-01-01,2017/01/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",2917.0,1233.0,1684.0,2017,1
2017-01-01,2017/01/01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",10880.0,1997.0,8883.0,2017,1
2017-01-01,2017/01/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",8215.0,2538.0,5677.0,2017,1
2017-01-01,2017/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",13327.0,4420.0,8907.0,2017,1
2017-01-01,2017/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",65869.0,17326.0,48543.0,2017,1
2017-01-01,2017/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",16814.0,6887.0,9927.0,2017,1
2017-01-01,2017/01/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",13042.0,4973.0,8069.0,2017,1
2017-01-01,2017/01/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",22043.0,3774.0,18269.0,2017,1
2017-01-01,2017/01/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",23770.0,7899.0,15871.0,2017,1
2017-01-01,2017/01/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",46816.0,13350.0,33466.0,2017,1
2017-01-01,2017/01/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",4348.0,338.0,4010.0,2017,1
2017-02-01,2017/02/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",32399.0,9868.0,22531.0,2017,2
2017-02-01,2017/02/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",5301.0,2317.0,2984.0,2017,2
2017-02-01,2017/02/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",15255.0,4846.0,10409.0,2017,2
2017-02-01,2017/02/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",128734.0,34561.0,94173.0,2017,2
2017-02-01,2017/02/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",51110.0,16346.0,34764.0,2017,2
2017-02-01,2017/02/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",28813.0,8495.0,20318.0,2017,2
2017-02-01,2017/02/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",116326.0,31067.0,85259.0,2017,2
2017-02-01,2017/02/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",15268.0,5052.0,10216.0,2017,2
2017-02-01,2017/02/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",45564.0,12756.0,32808.0,2017,2
2017-02-01,2017/02/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",12420.0,4592.0,7828.0,2017,2
2017-02-01,2017/02/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",42316.0,13832.0,28484.0,2017,2
2017-03-01,2017/03/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",40937.0,14806.0,26131.0,2017,3
2017-03-01,2017/03/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",246024.0,62790.0,183234.0,2017,3
2017-03-01,2017/03/01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",5329.0,2605.0,2724.0,2017,3
2017-03-01,2017/03/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",28246.0,9789.0,18457.0,2017,3
2017-03-01,2017/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",40114.0,13375.0,26739.0,2017,3
2017-03-01,2017/03/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",39779.0,14517.0,25262.0,2017,3
2017-03-01,2017/03/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",79432.0,25287.0,54145.0,2017,3
2017-03-01,2017/03/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",64356.0,11825.0,52531.0,2017,3
2017-03-01,2017/03/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",23795.0,7809.0,15986.0,2017,3
2017-03-01,2017/03/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",12715.0,1018.0,11697.0,2017,3
2017-03-01,2017/03/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",19195.0,6981.0,12214.0,2017,3
2017-04-01,2017/04/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",31729.0,12409.0,19320.0,2017,4
2017-04-01,2017/04/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",1654.0,682.0,972.0,2017,4
2017-04-01,2017/04/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",33505.0,12000.0,21505.0,2017,4
2017-04-01,2017/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",61220.0,14831.0,46389.0,2017,4
2017-04-01,2017/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",50597.0,16826.0,33771.0,2017,4
2017-04-01,2017/04/01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",22674.0,1604.0,21070.0,2017,4
2017-04-01,2017/04/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",29683.0,9829.0,19854.0,2017,4
2017-04-01,2017/04/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",104823.0,38457.0,66366.0,2017,4
2017-04-01,2017/04/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",103781.0,26625.0,77156.0,2017,4
2017-04-01,2017/04/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",83654.0,27264.0,56390.0,2017,4
2017-05-01,2017/05/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",110890.0,32689.0,78201.0,2017,5
2017-05-01,2017/05/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",66497.0,22142.0,44355.0,2017,5
2017-05-01,2017/05/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",67519.0,20137.0,47382.0,2017,5
2017-05-01,2017/05/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",319603.0,85671.0,233932.0,2017,5
2017-05-01,2017/05/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",131397.0,33523.0,97874.0,2017,5
2017-05-01,2017/05/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",215109.0,61446.0,153663.0,2017,5
2017-05-01,2017/05/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",44233.0,15996.0,28237.0,2017,5
2017-06-01,2017/06/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",47683.0,18834.0,28849.0,2017,6
2017-06-01,2017/06/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",38813.0,11944.0,26869.0,2017,6
2017-06-01,2017/06/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",148829.0,41542.0,107287.0,2017,6
2017-06-01,2017/06/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",237477.0,59247.0,178230.0,2017,6
2017-06-01,2017/06/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",86613.0,24636.0,61977.0,2017,6
2017-06-01,2017/06/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",158566.0,58119.0,100447.0,2017,6
2017-06-01,2017/06/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",125754.0,40672.0,85082.0,2017,6
2017-07-01,2017/07/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",111086.0,33410.0,77676.0,2017,7
2017-07-01,2017/07/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",127962.0,37878.0,90084.0,2017,7
2017-07-01,2017/07/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",152316.0,44806.0,107510.0,2017,7
2017-07-01,2017/07/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",165112.0,50679.0,114433.0,2017,7
2017-07-01,2017/07/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",188904.0,57397.0,131507.0,2017,7
2017-07-01,2017/07/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",148111.0,24885.0,123226.0,2017,7
2017-07-01,2017/07/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",160465.0,50478.0,109987.0,2017,7
2017-07-01,2017/07/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",180532.0,46257.0,134275.0,2017,7
2017-08-01,2017/08/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",102632.0,36277.0,66355.0,2017,8
2017-08-01,2017/08/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",68445.0,23002.0,45443.0,2017,8
2017-08-01,2017/08/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",57925.0,18098.0,39827.0,2017,8
2017-08-01,2017/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",492982.0,130844.0,362138.0,2017,8
2017-08-01,2017/08/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",96154.0,33665.0,62489.0,2017,8
2017-08-01,2017/08/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",184560.0,57753.0,126807.0,2017,8
2017-08-01,2017/08/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",101715.0,29811.0,71904.0,2017,8
2017-08-01,2017/08/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",450929.0,119393.0,331536.0,2017,8
2017-08-01,2017/08/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",181471.0,56862.0,124609.0,2017,8
2017-09-01,2017/09/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",55960.0,17015.0,38945.0,2017,9
2017-09-01,2017/09/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",195340.0,64031.0,131309.0,2017,9
2017-09-01,2017/09/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",670380.0,171301.0,499079.0,2017,9
2017-09-01,2017/09/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",65044.0,20419.0,44625.0,2017,9
2017-09-01,2017/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",553057.0,146059.0,406998.0,2017,9
2017-09-01,2017/09/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",108118.0,37744.0,70374.0,2017,9
2017-09-01,2017/09/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",124266.0,34942.0,89324.0,2017,9
2017-09-01,2017/09/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",230984.0,84129.0,146855.0,2017,9
2017-09-01,2017/09/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",373059.0,108943.0,264116.0,2017,9
2017-09-01,2017/09/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",336944.0,111424.0,225520.0,2017,9
2017-10-01,2017/10/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",155581.0,46552.0,109029.0,2017,10
2017-10-01,2017/10/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",127865.0,44650.0,83215.0,2017,10
2017-10-01,2017/10/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",179093.0,53018.0,126075.0,2017,10
2017-10-01,2017/10/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",210709.0,61411.0,149298.0,2017,10
2017-10-01,2017/10/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",4304.0,1822.0,2482.0,2017,10
2017-10-01,2017/10/01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",99397.0,16989.0,82408.0,2017,10
2017-10-01,2017/10/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",618200.0,162682.0,455518.0,2017,10
2017-10-01,2017/10/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",596408.0,155177.0,441231.0,2017,10
2017-10-01,2017/10/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",267268.0,81046.0,186222.0,2017,10
2017-10-01,2017/10/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",212556.0,34545.0,178011.0,2017,10
2017-10-01,2017/10/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",565737.0,149615.0,416122.0,2017,10
2017-10-01,2017/10/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",226695.0,70904.0,155791.0,2017,10
2017-10-01,2017/10/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",378623.0,125694.0,252929.0,2017,10
2017-10-01,2017/10/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",38605.0,3076.0,35529.0,2017,10
2017-11-01,2017/11/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",264994.0,72705.0,192289.0,2017,11
2017-11-01,2017/11/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",241686.0,79470.0,162216.0,2017,11
2017-11-01,2017/11/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",831432.0,211906.0,619526.0,2017,11
2017-11-01,2017/11/01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",17867.0,9032.0,8835.0,2017,11
2017-11-01,2017/11/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",88177.0,30878.0,57299.0,2017,11
2017-11-01,2017/11/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",132904.0,42420.0,90484.0,2017,11
2017-11-01,2017/11/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",134522.0,46769.0,87753.0,2017,11
2017-11-01,2017/11/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",147132.0,49588.0,97544.0,2017,11
2017-11-01,2017/11/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",139624.0,40692.0,98932.0,2017,11
2017-11-01,2017/11/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",251166.0,78486.0,172680.0,2017,11
2017-11-01,2017/11/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",66934.0,22433.0,44501.0,2017,11
2017-12-01,2017/12/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",73954.0,21649.0,52305.0,2017,12
2017-12-01,2017/12/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",259888.0,85129.0,174759.0,2017,12
2017-12-01,2017/12/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",88070.0,27838.0,60232.0,2017,12
2017-12-01,2017/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",456700.0,114126.0,342574.0,2017,12
2017-12-01,2017/12/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",145055.0,50616.0,94439.0,2017,12
2017-12-01,2017/12/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",256734.0,47357.0,209377.0,2017,12
2017-12-01,2017/12/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",729798.0,193351.0,536447.0,2017,12
2017-12-01,2017/12/01,Norte,"Centro Hospitalar do Médio Ave, EPE",,,,,2017,12
